	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Phf11d	451.8813153	-1.273504969	0.098189524	-12.96986594	1.81E-38	4.11E-36
Cxcr3	63.84255295	-1.274535532	0.252719358	-5.043284142	4.58E-07	1.32E-05
Sp110	131.1657733	-1.27997864	0.177707	-7.202747448	5.90E-13	3.58E-11
Map3k9	75.62190692	-1.284514958	0.262685303	-4.889938436	1.01E-06	2.68E-05
Dhcr24	848.8403112	-1.292677439	0.082956259	-15.58263906	9.55E-55	3.71E-52
Trex1	245.3616931	-1.297700947	0.143793831	-9.024733086	1.80E-19	1.81E-17
Gm4070	41.40244775	-1.305251757	0.33254889	-3.924992077	8.67E-05	0.00146873
Bst2	377.5527394	-1.313928914	0.113644356	-11.56176126	6.44E-31	1.12E-28
Nhsl2	30.60762011	-1.321264917	0.474753163	-2.783056588	0.005384941	0.042010575
Gbp9	71.95419087	-1.324926792	0.261005961	-5.076231927	3.85E-07	1.13E-05
Scd1	300.8936824	-1.351035405	0.121264453	-11.141232	7.90E-29	1.31E-26
Hck	575.1036165	-1.352386718	0.10038587	-13.47188317	2.29E-41	5.66E-39
Ddx58	875.4916196	-1.35890254	0.076632946	-17.73261526	2.35E-70	1.52E-67
Icosl	43.60082405	-1.363341623	0.315635104	-4.319359933	1.56E-05	0.000323432
Ifi202b	420.5108661	-1.40244996	0.103645728	-13.53118921	1.02E-41	2.63E-39
Lgals9	440.4240805	-1.406806579	0.101324733	-13.88413807	7.90E-44	2.15E-41
9930111J21Rik2	122.3982252	-1.427349377	0.181057909	-7.883385943	3.19E-15	2.39E-13
Glcci1	53.96581507	-1.43065279	0.306861824	-4.662205189	3.13E-06	7.52E-05
Oasl1	1246.527551	-1.477128303	0.076966726	-19.19177783	4.34E-82	3.68E-79
H2-T24	310.8287708	-1.479207353	0.118411891	-12.49205078	8.25E-36	1.67E-33
Bdh1	21.95531113	-1.490728175	0.485528625	-3.070319848	0.002138296	0.020577887
Coro2a	33.86958791	-1.503522423	0.376664141	-3.991679213	6.56E-05	0.001154107
Tubb4a	27.19313969	-1.511338735	0.414699478	-3.644419193	0.000267996	0.00378423
Hap1	71.57198805	-1.524166091	0.240842859	-6.328467019	2.48E-10	1.15E-08
H2-T23	286.5271351	-1.545533531	0.12871679	-12.00724112	3.26E-33	6.06E-31
Xkr5	28.43095312	-1.549735683	0.396918776	-3.904415154	9.45E-05	0.001570748
Ifi44	2609.520042	-1.564705998	0.060188321	-25.99683763	5.38E-149	1.83E-145
Ifit3	103.5445269	-1.56773983	0.222928867	-7.032466672	2.03E-12	1.18E-10
Cmpk2	562.8837501	-1.568180371	0.091637026	-17.11295574	1.19E-65	7.34E-63
3830403N18Rik	69.28886866	-1.580384465	0.250723748	-6.303289887	2.91E-10	1.33E-08
Prr5	33.79409655	-1.584444159	0.360679187	-4.39294591	1.12E-05	0.000237222
Dner	69.09378161	-1.58807969	0.258154626	-6.151660796	7.67E-10	3.35E-08
L1cam	155.4149716	-1.594325915	0.170030477	-9.376706699	6.81E-21	7.29E-19
Itga6	357.3177108	-1.605530497	0.110795993	-14.49087153	1.38E-47	4.28E-45
Ifit1	228.9974115	-1.617713601	0.139774999	-11.57369779	5.60E-31	9.89E-29
Sp100	501.0750358	-1.626275612	0.099786794	-16.29750338	1.03E-59	4.99E-57
Phlda3	42.34592593	-1.647283505	0.327433322	-5.030897571	4.88E-07	1.40E-05
Gja1	51.00932146	-1.648132863	0.293598667	-5.613557029	1.98E-08	7.21E-07
Cacng8	24.35790397	-1.654903001	0.439490852	-3.765500453	0.000166216	0.002568412
Rbp3	17.45335487	-1.665008874	0.575483288	-2.893235842	0.003812949	0.032284232
Rhob	32.69709022	-1.668833805	0.36359532	-4.589811013	4.44E-06	0.000103477
Flt1	530.3363904	-1.699308914	0.105522384	-16.10377669	2.40E-58	1.09E-55
Mx1	108.1887257	-1.72652917	0.197537456	-8.740262243	2.33E-18	2.17E-16
Sparcl1	20.52225414	-1.738158462	0.485249388	-3.581990012	0.000340987	0.00462287
Isg15	144.8077152	-1.756032968	0.184564545	-9.514465335	1.83E-21	2.10E-19
Olfr111	30.41322053	-1.828369641	0.426929777	-4.282600413	1.85E-05	0.000373231
Apol9b	65.31759019	-1.832840606	0.25712332	-7.128255043	1.02E-12	6.06E-11
Ifi44l	957.5352239	-1.856851328	0.085229279	-21.78654274	3.11E-105	3.53E-102
Oasl2	359.9233205	-1.928779017	0.113945947	-16.92714021	2.84E-64	1.68E-61
Apol9a	170.2359866	-1.931995499	0.162587617	-11.88279608	1.45E-32	2.60E-30
Rsph3b	17.70851514	-1.957907616	0.603669262	-3.243344891	0.001181351	0.012820441
Slc8a1	142.6608391	-1.979277405	0.346506353	-5.712095568	1.12E-08	4.24E-07
Sdc3	381.7590937	-1.987002542	0.126063705	-15.76189235	5.69E-56	2.34E-53
Ifi27l2a	475.3533568	-2.024119063	0.113957036	-17.76212454	1.39E-70	9.44E-68
Irf7	887.1553495	-2.106339342	0.087110313	-24.18013758	3.60E-129	8.16E-126
Zfyve9	24.16460569	-2.164987808	0.476711668	-4.541503709	5.59E-06	0.000127008
Runx3	274.3739655	-2.168348255	0.145446162	-14.90825347	2.91E-50	9.43E-48
Tmem246	42.83294611	-2.180952272	0.348850331	-6.251828017	4.06E-10	1.83E-08
Otud1	26.74730907	-2.291839402	0.438242539	-5.229614196	1.70E-07	5.30E-06
Ltb	99.94770457	-2.329924792	0.221009509	-10.54219253	5.52E-26	8.07E-24
Atp1b2	9.799564902	-2.353568041	0.833521181	-2.823645151	0.004748092	0.038001505
Zfp365	15.08081519	-2.362514235	0.648499625	-3.643046415	0.00026943	0.003795862
Bank1	48.73777956	-2.461950879	0.332428614	-7.405953559	1.30E-13	8.43E-12
Sag	12.02054223	-2.52114579	0.746159546	-3.378829373	0.000727952	0.008667853
Ctdspl	38.46360634	-2.574710231	0.371230494	-6.935610818	4.04E-12	2.22E-10
Mtx3	583.6146362	-2.590113426	0.104006905	-24.90328336	6.86E-137	1.86E-133
Nhsl1	55.08631136	-2.714199732	0.317741436	-8.542164881	1.32E-17	1.18E-15
Morc4	22.39930541	-2.909211229	0.550518403	-5.284494058	1.26E-07	3.98E-06
Prdm13	11.04482866	-2.982309666	0.801040606	-3.723044306	0.000196835	0.002934827
Hsh2d	19.3519121	-3.051831103	0.58925936	-5.179096523	2.23E-07	6.87E-06
Fbxl16	10.63879168	-3.221929107	0.835323467	-3.857103547	0.000114739	0.001866286
Galnt3	41.60285286	-3.233934227	0.405465465	-7.975856165	1.51E-15	1.17E-13
Parp8	53.02315301	-3.30064194	0.360271286	-9.161545948	5.12E-20	5.28E-18
Gnat1	42.42752728	-3.413220267	0.406298484	-8.400770364	4.44E-17	3.87E-15
Rho	83.32715341	-4.057032992	1.128901415	-3.593788561	0.000325904	0.004440528
P2ry12	9.604893462	-6.6407743	1.358667611	-4.887710759	1.02E-06	2.70E-05
