Name	Control_P0_1	Heat_P0_1
srbc-67	0.025235786	0.064330093
lec-6	1648.49839	4121.050985
srb-12	0.019756016	0
ift-74	0.149153547	0.116989683
pgp-8	0.033350187	0.021253753
K10C2.2	0.119217336	0.025325353
tcl-2	0.925918196	0.372681308
pde-3	2.784404888	1.84841082
M01F1.3	37.33886955	42.6510331
tba-6	0.133831074	0.037906335
F40F8.4	31.60962502	26.39470294
W09B6.5	0.0774023	0
rig-4	0.181337461	0.348588348
F54D10.7	2.870213593	2.494308336
Y116A8C.24	0.263079473	0.30178442
ets-4	4.901850323	5.18848766
rbpl-1	7.528894084	9.914875637
git-1	0.917138431	0.748664231
C33D3.4	0.079937636	0
F35B12.9	17.38051889	12.83375645
K08F4.3	52.70969746	57.98426359
F47G3.4	8.067039718	10.85332066
Y69H2.17	0.121308868	0.206157258
aak-1	5.507935403	6.339233564
gpx-5	202.2213413	139.0443274
Y51A2B.4	2.717879608	2.012267631
srab-26	0	0.026074624
clec-101	0	0.023377249
F42C5.9	3.063432804	3.633661475
Y74C9A.1	0.141692735	0.108359297
R05F9.15	0	0.194409326
ZK355.3	0.156262271	2.290442081
Y18D10A.21	1.156449696	1.228323734
C26B2.15	0	0.099397249
sru-39	0	0.026652891
F59E12.6	2.437035775	2.422095494
dpy-30	286.008157	288.9884182
F46C5.9	19.33641884	22.59850711
F42E8.1	0.025897399	0.033008325
F11C7.2	13.28688895	9.389250422
ncx-7	1.171270466	0.235717697
ugt-55	0.107830105	0.068719086
nhr-159	0.020337075	0.07776373
W06D11.2	0.230486849	0.146887046
nstp-9	0.437633258	0.25100951
flp-17	14.35704342	17.89555162
T19D12.6	1.108109851	1.129900357
C15H9.2	0.259947574	0.298191748
ral-1	64.38244158	68.2398827
B0280.9	13.36287709	11.7236359
fbxa-98	0.702795966	0.577916248
sri-19	0	0.026334331
wip-1	22.46291723	22.13044065
D1005.t1	22.26165664	51.91203179
msp-113	9.075419683	7.023036909
Y4C6A.3	1.566753506	1.970327753
gpa-9	0.298902254	0.279381702
C49A9.4	0.909403894	0.699462126
T25G12.3	26.78144754	13.49927783
F48G7.9	0	0.139892425
Y48G8AL.12	1194.476214	611.2360463
srh-276	0.020764581	0.026466134
F34H10.4	0.320544625	0.155641904
Y11D7A.5	7.72557772	15.83115945
vps-35	2.18220841	3.381310723
C25F6.1	4.096152155	3.927631895
F55A12.2	22.42188763	12.60548733
F13B9.2	1.281586359	3.836790955
immp-2	49.16487862	39.01147146
edc-4	3.682868158	3.554561979
Y53F4B.7	0	1.785685663
ppfr-4	13.40758866	15.3962703
hpo-3	13.63850563	13.21983418
C30F2.3	5.904799228	3.883053605
H12D21.5	2.233288724	2.134880054
F47B10.4	0.075158755	0.2873877
W03F8.6	73.94326905	41.49383361
T24B1.1	1.565807399	2.027679881
T07F10.5	4.84613375	2.335127405
C01H6.4	2.145912043	1.128787155
Y55F3BL.4	5.752486906	5.998916352
algn-12	15.49825365	18.14487045
C49C8.5	6.379182483	6.531923969
cfz-2	0.859847313	0.365314934
abhd-11.2	14.31323333	11.28092517
C45B2.8	113.9975497	76.57976017
D2030.4	471.8102976	339.5223005
K02E7.10	0.391827643	0.293774093
T01H8.2	2.978933804	2.688310096
gpa-2	0.116211857	0.098747594
lsm-3	145.5431011	137.0575241
Y57G11C.499	0.139971771	0.142724256
T25B9.6	2.558557003	3.363453387
gei-14	1.220798989	1.132772986
T05E12.6	83.68749972	61.9857032
ZK287.1	0.111525895	0.035537189
F59A7.5	1.538614198	2.031126841
srh-167	0.071653943	0.045664367
F56C9.6	40.78724579	39.48883935
F41E7.18	0.15031751	0.1915918
nrde-3	0.464023619	0.374853521
cdk-5	23.92972679	28.48505795
ttr-18	283.7457746	319.5422777
lbp-6	1090.118058	841.8571856
ceh-36	0.053601593	0.068319556
E01G6.3	1.256133762	0.987559769
srsx-36	0	0.087259632
clsp-1	1.369874669	2.761555658
C38D4.10	0	0.125903183
smg-2	0.801318765	1.021345445
C50D2.1	1.626212769	1.844248472
Y75B8A.33	0.080872579	0.077308972
ztf-13	13.5320216	10.88395135
ttm-5	12.43867045	11.89663682
nac-1	6.475771163	4.656042228
C46A5.1	0.138847499	0.513219801
F23G4.1	2.728465943	2.620147315
clec-207	0.030868774	0
fbxa-10	0.181366701	0.11558325
spp-7	0.926255562	0.878576727
F16B4.7	0.080402389	0.204958669
Y47H9C.8	8.013850446	8.203076595
F46F11.7	21.02384717	22.23897339
C16A11.4	38.9062984	45.70552036
C28D4.10	0.282228795	0.089930845
snpc-3.4	3.449051417	4.985044871
Y41C4A.6	10.20948459	7.866836449
pals-26	0	0.081603915
W06D4.3	0.937144331	1.420446164
nhr-269	0	0.026308128
Y43B11AR.3	3.210352541	4.065623608
T05C1.2	9.521751799	6.646036857
T10B10.3	2.441545329	1.900425399
D1065.6	17.92675493	10.77171674
nhr-84	2.487268156	4.73420121
nas-27	26.72358013	1.047725786
T07D1.2	2.203731075	1.994678599
mgl-3	0.053121169	0.067707217
Y69H2.20	0	0.330495855
fipr-19	0.157150124	0
Y53C10A.6	5.821070953	6.960491286
acly-1	25.14742695	23.64523187
F49H12.4	0.713411676	0.489623488
Y71H9A.10	0.058598351	0
C16C8.20	1.752331524	2.595675205
F56A4.2	0.046563	0.029674151
W07A12.8	0.601270041	0.164221543
Y17G9B.8	2.975906153	5.540802513
Y17G9B.11	0	0.18424856
F54C8.1	8.995924846	7.545769344
kin-18	3.112606551	4.15179239
B0198.3	1.0506291	0.84083751
R07B1.6	1.224872969	0.906502915
smf-2	0	0.016111925
cpz-2	26.44688845	24.3493527
C44B9.3	2.76104038	2.295110101
Y57A10C.8	0	0.050361273
Y75B8A.13	1.795559057	1.984680712
atp-1	2327.543018	2080.049116
pho-6	0.259529428	0.661582408
wdr-12	13.0120303	11.216829
lam-1	3.279625508	4.312251407
grd-3	81.60754152	128.7602165
D2021.4	0.574340194	0.559797539
com-1	1.748369825	1.993865992
Y45F10B.8	0.056445759	0.215834027
ric-8	4.492583445	3.768748308
csp-3	0.299766133	0.267453293
C41C4.14	0	0.197310958
vha-12	294.3626253	164.4060137
fozi-1	0.320732041	0.108211467
ugt-66	1.984867988	9.292741477
mth-1	0.212578704	0.133011188
parg-2	0.0853655	0.072536813
T05H10.1	0.838923497	1.261878169
Y17G7B.24	0.601270041	0.383183599
C18B2.4	122.6935045	166.7390534
F43C1.7	0.245198776	0.187515378
hat-1	19.61935388	22.14001356
K07E3.1	0.345079181	2.024883578
icln-1	26.40995146	31.98873457
B0464.9	11.4801395	9.368576553
srd-1	0.018587649	0
lid-1	10.57527896	10.10928496
C37A2.6	0.53623471	0.467640393
lfor-1	0.27750925	0.265280953
Y55F3AR.4	0.337297828	0
B0310.3	0.049626355	0.04216853
rab-14	14.81233021	29.32171752
C10G11.12	0	0.186194848
amx-3	0.744476283	0.366618566
C03H5.5	1.212869314	0.541861799
clec-242	1.317067709	0.377709548
slc-36.4	1.448911105	0.749672478
W09G12.7	0.063729083	1.523022371
linc-107	0	0.066598661
T20B6.3	25.45106707	26.37187434
ate-1	8.227505246	7.74224888
ZK353.11	0.139220244	0
smgl-1	0.419326322	0.589002513
C44B7.11	0.378142487	0.393447446
ugt-13	1.738381113	29.15142922
Y37E11AL.1	0.700440554	0.778310584
T10B5.10	13.21652438	7.558175239
W10D9.6	22.09016989	15.5714393
F21E9.2	5.217007722	7.388330481
F16C3.4	2.031409517	2.240649861
ceh-100	1.115590623	1.847828124
mam-1	0.299451418	0.659256823
C07C7.1	0.050105837	0
srsx-19	0.040084669	0.07663672
pdk-1	2.352054775	0.943778188
ins-23	1.975601564	0.572287194
his-69	0.486183197	0.895092939
Y55F3AM.5	21.25391027	13.77367059
Y97E10AR.4	2.465673269	2.801101816
H10D18.5	12.71840455	4.046375102
C52B9.4	3.550074724	4.020343132
F13B12.13	0	0.367217616
mig-13	5.531684378	2.521560964
tin-9.1	181.1801687	130.3018255
lips-3	33.91550353	14.22010793
swt-7	220.0995751	226.401901
eif-2Bepsilon	1.472074928	1.625226991
sld-5	6.19688693	9.504893438
neto-1	0.449730437	0.191072581
C08B6.18	6.914605473	4.80721243
W09C2.10	0.162696599	0
mec-4	0.224792116	0.309436951
inx-9	3.466329637	4.625216137
F22B5.6	3.294393183	3.045406827
unc-53	0.904500185	1.00070458
F15A4.6	105.9279144	112.7970111
D2085.7	0.769429392	0.28767196
ZK1240.5	0.047686934	0.121561694
frpr-5	0.695119069	0.44299268
rabs-5	0.293717755	0.421162859
tbx-33	0.262787856	0.334944334
Y54G11A.19	2.53535534	3.427364418
T04F8.9	0.432162842	0.275413212
Y40B1A.2	0.457163998	0.655528968
zip-1	0.484581516	0.47510635
Y39A1C.1	6.035630201	5.302871339
gly-15	0.157833386	0.08621631
Y116F11B.17	0.915168371	0.388818652
toh-1	76.8937452	16.43719142
K10D6.22	0.146083214	0.186194848
fkb-1	616.6353497	527.4218571
sre-51	0.117862593	0.075112694
F47B3.6	0	0.024212151
Y70C5C.1	0.028051138	0.080445238
ZK822.4	5.026034815	5.726653574
nhr-62	0.890156107	0.384945363
dhs-13	140.1145636	93.05123595
mop-25.2	4.466957518	4.263624004
C34B2.9	7.140784157	4.15951169
pqn-62	0.032028538	0.17689948
K02A11.4	17.56187408	13.96076884
T25D10.4	13.04536903	7.600066615
F25E5.2	0.407941326	0.805928928
T27C10.9	0	0.068853303
sto-4	7.993480086	7.188089508
ZK1010.8	1.848634882	5.845273726
spe-45	0.056102276	0.053630159
srh-251	0.021540827	0
F19B2.5	194.0381357	4274.23071
frm-4	7.381952079	7.987406214
F52B10.3	3.935440349	3.469034502
Y57E12B.4	0.065027638	0.110510631
rpl-39	7634.788228	8364.934822
meg-3	0.721106017	0.806772422
srt-24	0	0.073853822
K07E8.7	19.58485016	14.62209999
T26C5.3	11.34465458	9.329824359
C49G7.10	3.562579921	30.30417531
clec-49	20.87266	11.65972953
C27A7.5	2.624580371	3.191788172
T05B9.1	137.2404584	107.1325979
C31H1.1	1.856805094	2.337609339
ZK546.18	4.148763284	2.74972551
F17C11.7	2.203700599	3.918856698
icmt-1	13.38536803	8.694125183
tag-335	11.92108211	8.716903414
dsl-6	0.022745413	0.028990864
R10E4.3	0.655305747	1.353664938
M162.7	0.375793776	0.371209112
C02E7.6	4205.346182	2855.111794
Y71F9AL.11	0.105298561	0.223685858
K12H4.2	3.801222904	4.660395296
F29B9.12	5.155977491	1.120756655
ccr-4	8.290369414	8.605435477
T25B9.4	0.379228819	0.290014644
C18G1.9	10.89996886	6.451177488
mbl-1	21.56012401	14.4438929
aat-9	7.715924238	5.172620478
F09C8.2	2.383409226	2.28704864
lec-11	18.37665418	34.22071191
T07D3.9	20.62098109	9.922214553
C14B4.2	0.287946429	0.208303521
B0228.1	1.075605296	1.840984316
tbce-1	1.86162455	2.301428623
F52E1.14	72.50167209	53.78658025
snf-5	43.99168749	20.92687057
F13E9.9	0	0.02714545
R07B7.12	0.047577561	0.030320721
C05A2.4	0.157150124	0.400601036
F41E6.12	16.79909067	22.88548344
fipr-7	30.18131848	25.36778992
fem-2	41.67202232	36.42798753
K08C9.2	94.87073102	55.49342824
mex-3	22.31803496	17.7788356
gob-1	16.91138113	18.1045823
alh-2	0	0.017113054
poml-4	0	0.024079844
K07C5.3	2.337528571	2.836644582
jmjd-5	18.0677743	9.82044825
R03H10.5	0.093440614	0.119097605
nceh-1	3.311761001	2.89807326
cogc-5	3.346795343	5.44622291
cyn-10	9.502006231	13.53256144
nhr-101	3.569208617	2.162017175
dcr-1	0.419724874	0.43351279
linc-50	0.280321843	0.595488026
F53A2.3	0.450952531	1.122180541
srv-2	0.227454127	0
M04D5.1	0	0.026466134
F26F12.5	2.271941798	1.321983418
K07C5.11	1.633371372	2.081863651
F40F9.10	0.164990586	0.267646679
F41B4.1	10.704535	9.378502384
ZK1127.12	2.071582206	2.783122986
T28A11.22	0.080872579	0.463853831
gcy-12	0.701289222	0.309800186
col-105	2.447437676	1.423441481
T05A8.11	6.530460724	5.385858371
K08E4.2	2.006310396	3.470491875
C06E1.9	1.589070823	1.820122098
C36C5.12	1.498732221	1.866840295
C16A3.15	0.444510352	0.188854774
otpl-5	0	0.030761685
car-1	879.1890443	591.3905098
hcp-6	0.543800775	0.824658619
T28F4.1	10.92797788	8.53588361
Y57E12AL.2	0	0.072239531
F21D5.1	26.3533058	19.14596675
C46H3.2	5.468824329	2.203305697
nhr-45	1.104233574	2.731093754
ssq-1	356.8981931	256.1588947
C04C3.14	5.402035526	3.029545334
nhr-234	1.409961451	1.723255852
daf-14	1.360615916	4.093884134
dur-1	106.5773472	110.9288066
hda-11	0.454093494	0.23677315
Y2H9A.4	0.045741602	0
M57.1	0.342615586	0.23819521
BE0003N10.1	11.65845524	7.394043476
K11D12.14	24.4044899	16.58959584
hrp-1	187.2834217	204.7063167
T10F2.2	53.3248879	43.10307966
nhr-133	2.630196819	1.560235613
nhr-46	12.560476	5.509708087
srt-54	0.017821148	0.022714492
F07A11.5	13.01701919	5.959417314
ZC21.8	2.841618687	2.535310665
T28C12.4	1.441008249	4.057784321
Y37E11AL.12	10.51799142	8.192573296
M05B5.4	4.400203483	3.689746383
brc-1	2.628432527	2.723502758
fbxa-20	0.086073927	0.182846946
21ur-7542	0	1.259031827
C51E3.10	22.22551759	55.60723902
C56A3.8	20.02670303	18.12432578
apb-3	1.873777254	2.481938405
C18A11.4	0.036202123	0.046142528
str-94	0.024261774	0.030923589
mir-8188	0	1.391561493
str-182	0.019477762	0
CC8.2	36.00389372	38.24155717
mks-2	0	0.184892786
clec-180	2.149949162	5.751882702
W09G12.9	52.31049358	16.47689478
T26H5.9	10.31523112	11.41384591
taf-3	0.583867377	0.561649886
hxk-2	25.43274418	10.42287107
B0511.12	0.63789016	0.891978661
spl-3	25.73243589	24.68909672
cng-2	0.187363503	0.068231402
Y45F10D.2	1.997552692	0.391698791
Y106G6D.4	0.87025927	1.169718356
unc-119	6.51948516	5.089139174
F35B12.3	1.166318995	3.468657965
T21D12.12	46.33537254	29.16985151
imb-3	96.60836247	65.2968693
gmeb-1	1.714822157	2.397196598
srh-213	0.041780093	0.026626051
T28F4.7	0	0.111091044
nlp-38	8.297526567	7.813513935
nkb-1	42.98488993	34.94061161
C17B7.3	0.039587436	0.050457382
sod-5	1.8155668	5.563654609
viln-1	0.774977545	0.853511238
C09D4.2	3.389512487	4.147398959
C26E6.1	0.456293762	0.447371715
mig-1	14.94235766	5.057588077
drap-1	33.31582637	45.55800745
hsp-16.49	0	2.937740929
F46B3.23	0.087526652	0
mrps-30	7.099346841	6.576278836
W09G3.8	162.4932286	172.241028
T03E6.8	1.47293371	0.57364172
F11A6.12	0.230486849	0.293774093
K08D9.4	0.126294164	0.080486053
clik-3	105.2597369	117.7512021
nlp-70	4.609736982	4.678624443
Y53C12B.7	11.09432968	9.536696301
gpdh-1	35.78999793	29.77694206
npp-12	2.200101741	2.661135452
pmk-2	1.248791624	1.414831752
M18.6	3.849188437	3.751724562
C40H5.7	0.367798163	0.093757689
best-11	2.051073983	2.039914488
F39D8.7	0.184389479	0
C29F5.3	0.322934871	0.556879462
unc-129	0.69485006	0.907243522
cyp-14A5	0.925687548	1.358630694
ZK688.4	5.389324854	3.499367872
H01G02.3	4.093656371	0.702382082
C04G6.6	0.864325684	1.186395375
Y60A3A.24	0.15442047	0.065607118
T14B4.5	1.524759156	0.6327442
rnp-1	36.44864909	37.2867118
gpcp-2	28.70958775	25.98661605
ins-32	0.349222499	0.267067357
gcy-33	0.077692196	0.049512488
dlat-2	96.52516743	84.32040049
ctl-2	42.26052287	29.78200834
Y48A5A.1	8.947371434	8.752019852
spp-14	1623.403095	1703.579016
Y94H6A.15	21.42394155	16.03717589
F53F4.4	0.025962223	0.049636424
C09D4.4	1.789692206	1.761361234
vit-2	173.2762363	140.1302423
mce-1	15.86541378	16.54506855
ddx-15	39.15611231	35.13467494
gst-29	5.597537764	6.043352769
H12I13.1	0.045540761	0.048371146
Y37E3.24	14.64269394	18.66329532
D1014.7	0.013435114	0
clec-251	0	0.025545573
C05D9.7	5.199783316	4.300852721
sax-1	3.820464789	5.554552178
nubp-1	97.04670802	63.01173618
F57G8.7	0.10476675	0.333834197
C25E10.10	3.253931987	4.147398959
nhr-188	0.020723093	0
nlp-55	19.23678702	15.25365483
R08B4.4	0.039287531	0.050075129
T10C6.7	0.565345102	0.554290741
C50B8.6	18.88867837	13.32731251
Y41G9A.10	2.659463643	3.559186126
F32H5.4	0.405203723	0.499804695
eas-1	38.22510772	40.28015204
R06C1.6	2.650864916	5.678727847
C04C3.9	1.70620135	1.259031827
C05C10.2	0.650053058	0.669646033
21ur-13690	3.951203127	2.518063654
col-38	2004.275225	2607.245075
ceh-16	0.036779816	0.328151912
let-805	5.656903002	3.947845709
clec-8	4.70851706	1.657725239
F17C8.9	2.847190489	2.365313469
K08D8.7	8.630638948	2.750111491
dmd-9	11.65992295	9.573579264
linc-85	0.785400622	0.294428378
nkcc-1	8.179201768	15.09087667
M153.1	88.47872717	54.85781532
pitr-4	0.250720427	0.100914765
asic-1	0.16783023	0.074869611
acdh-2	19.33657259	15.87708728
nspc-2	0.06779025	0
M02G9.2	8.838217522	7.929691682
F47B8.8	3.240177444	2.469405419
gnrr-2	3.793278864	10.96818008
C06G3.8	23.83990842	25.96612207
col-40	0.502050562	5.526443333
F31D5.2	1.335942883	0.748469027
ssp-31	60.18267726	43.41328262
T11F8.4	0.580517251	1.085210269
gop-3	12.81188968	13.73647138
emc-3	119.0489095	90.68243703
K09E9.3	0.465826053	0.593732904
spe-10	0.942900746	1.301953366
srsx-8	0.02440449	0.031105492
hrg-2	0.098780078	0.314757957
C16D9.9	1.226784842	0.995041283
clec-56	45.18614274	23.27419558
clec-86	41.90168107	32.77252306
F26H11.4	2.110481992	2.212154314
C26D10.7	0.023164507	0
C06B8.7	0.17292056	0.316473534
F55C9.5	0	1.402103625
trap-4	1888.724485	1207.686935
F08F3.6	3.014058796	2.335127405
col-157	520.9924737	350.4724929
rgs-8.2	0	0.30654688
swsn-2.2	8.128502878	8.519448695
sec-24.2	6.051157277	4.36634794
F44E7.4	13.84041413	13.63964745
H01A20.2	0	0.07776373
ftt-2	786.7471837	760.0740818
T19C3.2	59.56804567	73.99842986
tpra-1	1.559089387	4.109094956
linc-170	1.085432254	0.614876008
pbs-2	379.4825025	358.6791461
F10B5.8	2.838507994	3.198230273
ooc-3	7.4856778	8.22305162
tbc-19	0.082933799	0.079279365
rpoa-49	15.36224126	13.49461134
unc-120	2.192435882	2.337653605
T02C1.2	0.526111286	0.447047533
T19D12.2	1.497941611	1.585357291
Y43C5A.4	1.925985999	1.810936189
ife-4	10.5829173	6.082365023
dhhc-7	27.37878711	17.07561915
men-1	81.24939796	76.38126417
F13H8.11	0.524970047	0.420587638
sdz-12	0.020890047	0
mcm-7	33.6271169	27.85026627
ilkp-1	2.7615607	2.210127077
C53B4.1	0.041240192	0.105127906
JC8.17	0.131567546	0.223591276
AH9.6	3.211277448	0.726183151
ddl-2	1.291281745	1.468870465
Y69A2AR.48	0.256096499	0.326415659
pbo-6	0.196159021	0.500041009
fipr-24	0.768289497	2.741891534
F18A12.7	0.010366725	0.066066138
glo-1	5.064218093	4.303169812
ins-14	1.096217941	0.214956653
srh-56	0	0.025545573
rbm-34	6.371940233	8.322359747
Y62H9A.13	0.039625246	0.126263937
rpl-14	6181.047181	7607.172132
str-9	0.019643766	0
cup-4	1.242717113	0.507674124
rps-27	8708.698643	9462.148776
spr-3	0.359108838	0.511561812
cnc-5	0.100211674	0
T05D4.2	0.043902257	0.083935455
K02F6.8	0	0.037824991
K02A6.3	3.765800519	4.58287585
snt-4	31.58635223	16.86509387
W05E10.1	0.67007517	0.436118241
T19C4.5	0.418844327	0.309071575
inx-12	69.78848751	55.09880359
F46A9.2	0.69894929	0.954500663
sinh-1	0.193565939	0.38377953
21ur-13424	0	1.259031827
T07F12.8	0	0.186194848
Y51A2D.14	160.1674068	165.0476268
wago-5	0.0075735	0
nlp-7	8.079773798	11.53996575
R04D3.2	2.19160714	1.429171263
Y47D3A.21	53.59714916	45.39038058
twk-26	0.74464982	0.22033057
casy-1	7.309274735	7.766904101
nhr-122	5.918902285	3.66630068
glb-23	0.201591996	0.17986169
C10A4.2	0.258973988	0.099024975
C07G2.5	13.25299382	33.78402069
pfkb-1.2	9.903889062	10.60280733
F44E2.4	3.726563074	6.69914754
C04B4.1	0.028108152	0.053739163
F58F9.4	0.380620485	0.727697294
Y37H9A.3	5.606672534	6.1570308
M106.2	6.786028098	6.136479503
nhr-176	0.479625813	0.458491359
dao-5	21.94503582	23.41980209
fbxb-10	0	0.02482598
K01A6.7	5.169798484	3.624128997
rsf-1	3.199530022	2.106746483
Y39A3A.4	0.0833085	0
ZK1236.1	0.867001615	1.091420779
pgp-3	0.730147465	1.319552663
mps-3	38.23612193	21.66583935
T02G5.15	0.108040711	0
syd-1	0.062552028	0.119591414
snb-7	0.604188828	1.026783237
ppk-2	16.13407944	11.66326996
tsp-2	1.353497242	3.637798342
pqn-25	0.318503372	0.49762625
ZK455.5	0.075363547	0.144085386
B0273.115	0.108040711	0
T12D8.11	0	0.198794499
T12B3.2	2.223067313	1.508735425
C46H11.3	0.423343192	0.17986169
linc-156	0.009918153	0.006320743
Y51H4A.22	0.803457678	0.589617018
pqn-73	0.084668638	0.086333611
rol-3	0.072433418	0.088771382
lin-2	0.401774971	0.267179807
gcl-1	0.500856734	0.531985279
F53B1.12	0.080091955	0
ZK250.2	0.329266927	0.083935455
Y48A6B.8	0.075158755	0.14369385
Y37H2A.18	0.91056533	0.906710163
F36A2.12	18.83126597	14.34492645
rrn-3.56	46.52750373	43.47649692
Y57A10A.13	6.457521848	6.53244502
R03G8.6	0.610112248	0.55377202
C13E3.1	0.044900036	0.057228719
F49B2.3	0.23548192	0.245569675
F09E10.15	23.07458231	76.94240569
linc-81	0.012421447	0
ugt-63	5.632607614	8.987053613
mrpl-54	39.37196997	28.34700763
tph-1	0.272756064	0.018297348
ZK669.2	2.504913681	3.126199782
eif-2Bbeta	13.7481012	13.90473273
tnc-2	42.86196436	36.78562555
cku-70	1.149044733	1.982975127
cebp-1	14.56388778	111.0466071
mrpl-9	29.55556996	32.99390625
nspf-1	0.078575062	0
ZK688.10	14.41176012	8.522676982
famk-1	7.804203838	4.380841737
oac-15	0.031430025	0
Y116A8A.2	0.04067415	0.051842487
ZK892.3	1.007848399	0.569119553
Y75B7AL.2	0.093934263	0.079817867
C07B5.3	2.074381642	3.260892432
C05C9.t1	0.252973371	0
ssp-35	69.21007885	67.73124921
let-413	1.152434245	1.290051452
T27D12.1	21.99177329	63.51882895
oxa-1	11.04075969	8.573080478
T09B9.3	0.729987675	0.284297509
Y45G5AM.6	19.72882846	15.8880576
F22F7.7	41.04966358	15.32587303
Y53F4B.39	17.34174216	15.14860658
C02B10.3	9.173004841	10.69669379
D2062.1	24.28544361	19.00216816
ptr-12	6.74225738	1.880388511
cst-2	0.098311926	0.104422071
dyf-3	2.531075743	2.501365619
Y43F8B.25	0	0.051842487
C08F1.8	0.049745363	0.06340448
lips-9	25.19381004	35.86370857
C53D6.16	0.177297576	0
abf-6	1.728651368	1.169100982
Y4C6B.5	3.310183471	1.968911474
T14E8.4	0.469013937	0.444077117
F54F7.3	2.147166963	3.2933622
ekl-4	3.47147201	3.955114325
rps-18	9636.729511	9665.7173
oac-1	6.437370433	3.730750751
R10E8.5	0	0.028429751
Y73B3A.13	0.082513192	0.105169723
T05B4.12	0.282228795	0.107917014
dop-5	0.135757961	0.253783902
Y73F8A.12	5.691252197	4.67778748
F35D2.3	1.695020019	1.063073566
C24A8.5	0.300635021	1.085686865
C18H9.3	14.01545411	13.92194981
tpst-2	0.079783909	0.033897011
lep-5	846.8314879	845.0416974
F25D7.10	43.71515675	47.55591357
cil-7	0.01259491	0.016053229
Y34F4.5	44.49627797	38.29715322
F08A8.8	4.123957524	4.663499054
ttll-4	1.352084089	2.72106364
srab-12	0.25904862	0.050796673
F10D2.10	5.299817368	2.242886039
rpl-35	8877.182405	8865.959976
msp-38	139.9127201	71.95170167
W02D9.4	2.379520102	4.495814054
ins-28	7.626403095	8.683616571
rpn-6.2	20.30572104	16.97499299
Y54G11A.2	18.58095404	19.04658574
T01C1.4	2.304868491	1.990082565
grl-26	0.245198776	0.312525631
fbxa-71	0.025235786	0
lpd-9	572.045735	478.5904387
gei-8	0.354153014	0.248521725
Y106G6H.16	4.158784451	5.811617926
R03H10.1	1.179414311	1.798015351
Y39E4B.11	9.022716898	7.057743452
fbxa-52	0.047360311	0.301822698
hal-2	22.01932617	17.59792382
scl-9	0	0.082366568
Y75B8A.39	0.031007199	1.857495386
F53A9.9	4.858911954	5.061648223
tmem-107	0.706602019	1.15794168
nfya-1	2.462343978	1.861177483
endu-2	23.07281966	27.83932504
Y48G1C.13	4.512689888	3.246976817
Y73E7A.8	0.731059609	1.8118226
T04G9.4	11.41606004	11.71153095
E02A10.4	5.546089806	6.518112687
Y43F8B.9	7.59371851	18.01989302
Y39B6A.25	1.922846089	4.203728733
F32B4.4	3.942914394	3.704061529
F54E7.11	8.709235901	2.220124825
K02G10.16	6.237651091	4.622319644
ari-1.2	5.208211418	6.430248386
ZK180.7	0.596086679	0.050650706
smcl-1	0.115671839	0.081907275
F15B9.11	6.620366942	0.750061514
eat-3	1.218117026	1.899637658
W03G1.2	1.438080341	2.586216374
K05D4.9	0	0.028521757
21ur-2736	0	2.518063654
Y67A6A.1	5.632057684	7.249586487
clec-65	63.26956697	52.59580141
tftc-1	0.144899528	0.317660168
Y105C5B.1420	0.211671596	0.269792534
Y51A2D.7	9.871894393	8.328064922
dos-1	3.073157988	1.405006531
Y38F2AR.10	4.223515775	3.763484326
col-96	53.17093174	58.95742141
efl-1	4.979322308	5.678490485
R07D5.2	0.054374355	0.023101501
zfp-3	25.1416316	15.55038246
angl-1	12.17013378	15.38903298
hpr-17	9.317934365	7.974683144
F36H1.3	1.984867988	1.570837082
efsc-1	3.639518415	4.125468365
sca-1	103.5461016	105.370633
Y81G3A.1	1.586958633	7.621270526
klp-19	8.38172656	5.894452511
clec-43	0.639570838	0.415282749
C34F11.5	0.718500904	1.043800688
F55B11.7	0.800819812	0.757300588
eme-1	5.175684889	3.403125631
K11H12.12	2.09046212	0.204958669
gip-1	5.864644861	5.678560784
F20D6.5	3.081309601	1.659784663
F11A5.17	0.03492225	0.044511226
czw-1	3.43511209	6.064040327
unc-36	0.275396235	0.392310581
Y71F9B.9	14.54704075	9.046623816
unc-75	0.705571987	0.339738747
mua-6	53.03573682	33.37515984
C18H7.1	0.252753203	0.092044102
ptp-3	0.803846697	0.806057842
F19D8.2	0.788507642	0.425199345
F23H12.5	0.206663177	1.031684859
clec-199	0.322108951	0.478979499
C07H6.10	0.531892729	0
teg-1	4.082351819	4.730260819
K06A5.3	2.841618687	3.078591522
fat-4	124.8965671	157.256146
Y69H2.1	1.745341795	0.437622097
T05A8.6	0.469924644	0.684522158
set-17	21.25224329	24.72238598
F26H9.2	2.255057973	1.818051852
aqp-7	353.2132029	316.5214636
Y39F10C.3	19.36089532	9.1657517
W03B1.3	3.255514639	3.189220698
Y75B8A.10	0.994408145	0.766367199
pph-2	0.657769894	0.981519011
npp-3	4.873228135	5.427117156
D1086.5	0.856676784	0.701938098
ZK858.7	6.4431551	7.230848697
F12E12.6	0.073559633	0.093757689
srx-48	0.022745413	0
T16A9.6	30.2747591	20.18704409
str-236	0.021081114	0.053739163
vps-37	100.0411005	117.1221054
irld-23	0	0.023627943
syg-1	0.992388802	0.417533081
Y105E8A.36	7.871343337	11.97268001
far-8	38.57934384	32.30254189
T14G11.5	0.810305329	0.413119818
glb-9	0.594378694	0.37879181
