Name	Control_P0_1	Control_P0_2	Control_P0_3	Heat_P0_1	Heat_P0_2	Heat_P0_3
C04C3.9	1.70620135	0.625556913	0.419689007	1.259031827	1.423888252	0.927717803
C05C10.2	0.650053058	0.797554854	0.642099858	0.669646033	0.690856277	1.415703873
F26F2.1	0	0.010363142	0.006952679	0	0.035382765	0
21ur-13690	3.951203127	3.932072025	2.638045185	2.518063654	1.118769341	4.535509261
col-38	2004.275225	1422.648917	979.7246403	2607.245075	3178.128467	1458.615054
ceh-16	0.036779816	0.329415608	0.368344075	0.328151912	0.208281526	0.211094181
let-805	5.656903002	5.626768404	3.520901152	3.947845709	5.276110856	3.172323689
try-8	0	0.136937832	0.04593611	0	0.077924233	0.078976529
clec-8	4.70851706	5.504900834	3.385491321	1.657725239	1.995138658	1.946489391
F17C8.9	2.847190489	3.212878704	5.48218765	2.365313469	3.282271816	3.851847939
K08D8.7	8.630638948	9.718962696	8.011618064	2.750111491	3.043950889	2.302929657
dmd-9	11.65992295	15.27340133	16.60158043	9.573579264	10.13473403	10.80073725
linc-85	0.785400622	0.229881716	0.462686099	0.294428378	0.261627574	0.371224867
nkcc-1	8.179201768	7.889376597	5.534957371	15.09087667	12.91550403	14.37174338
M153.1	88.47872717	61.62586691	37.27809089	54.85781532	51.5965765	29.77777807
pitr-4	0.250720427	0.157583039	0.061671858	0.100914765	0.104617744	0.015147216
asic-1	0.16783023	0.158666741	0.184887269	0.074869611	0.085536976	0.048162265
acdh-2	19.33657259	18.23152616	10.89187877	15.87708728	14.55102888	27.37117162
nspc-2	0.06779025	0	0.045260579	0	0.076778288	0.15563022
K03A11.1	0	0.018698712	0.03136263	0	0.010640469	0.107841592
M02G9.2	8.838217522	9.036867284	4.917408788	7.929691682	12.16907002	6.803263892
F47B8.8	3.240177444	3.290973325	3.568370298	2.469405419	2.534796236	3.374243605
gnrr-2	3.793278864	4.745604168	3.762729025	10.96818008	13.15869143	8.683580819
C06G3.8	23.83990842	28.9623514	33.94219182	25.96612207	25.80850587	29.85312812
K02E2.7	0	0.02143653	0	0	0.048793678	0.024726297
col-40	0.502050562	0.113549935	0.350433395	5.526443333	8.296616201	9.273095668
F31D5.2	1.335942883	1.884639617	1.891719238	0.748469027	1.047510147	0.657215514
ssp-31	60.18267726	43.19818016	34.32512033	43.41328262	40.53467065	31.38110459
T11F8.4	0.580517251	0.641896086	0.327294785	1.085210269	0.978923173	0.977334552
fbxa-62	0	0.045419974	0.106653642	0	0.025846156	0.026195186
gop-3	12.81188968	16.70452667	19.14553712	13.73647138	16.54492683	16.93256791
emc-3	119.0489095	93.23193753	73.13839954	90.68243703	97.07585374	85.78867517
K09E9.3	0.465826053	0.811248544	0.58314683	0.593732904	0.873817738	1.119554654
spe-10	0.942900746	0.781946141	0.708225199	1.301953366	1.023419681	0.744106988
F14B8.11	0	0	0.075270311	0	0	0
srsx-8	0.02440449	0	0	0.031105492	0	0.02801344
hrg-2	0.098780078	0.122877251	0.395706778	0.314757957	0.419538503	0.566938658
C16D9.9	1.226784842	0.887887231	1.638140962	0.995041283	1.136814008	1.152165659
clec-56	45.18614274	52.9864486	46.21350731	23.27419558	21.85502898	22.3552556
clec-86	41.90168107	27.030052	18.46631629	32.77252306	35.49915411	18.34572758
F26H11.4	2.110481992	1.865365494	1.455427539	2.212154314	2.689090163	1.864750043
C26D10.7	0.023164507	0.034578523	0.030931853	0	0.013117898	0.013295044
C06B8.7	0.17292056	0.158846129	0.106570597	0.316473534	0.230999505	0.137417642
F55C9.5	0	0.078194614	0.524611258	1.402103625	1.690867299	1.082337437
C16C8.7	0	0	0.131902259	0	0	0.113387732
T21F2.3	0	0	0.080992615	0	0	0
trap-4	1888.724485	2293.092247	1946.667127	1207.686935	1396.77653	1131.737122
F08F3.6	3.014058796	3.313134761	5.550417006	2.335127405	1.561814749	7.100462504
col-157	520.9924737	502.7350687	235.7379161	350.4724929	446.0235023	306.8234219
rgs-8.2	0	0	0.020072083	0.30654688	0	0
swsn-2.2	8.128502878	9.878238719	11.32600733	8.519448695	7.239680712	12.22319746
sec-24.2	6.051157277	6.650590856	4.958721482	4.36634794	4.349002849	4.818690804
F44E7.4	13.84041413	17.63316421	17.98311635	13.63964745	14.95221085	18.30995083
H01A20.2	0	0	0	0.07776373	0.138200919	0.070033599
ftt-2	786.7471837	733.3878468	640.7639543	760.0740818	746.8579885	644.8898762
T19C3.2	59.56804567	40.90447148	27.11812745	73.99842986	86.92837778	33.15961215
tpra-1	1.559089387	1.683027007	1.53493903	4.109094956	4.968190984	4.913949843
linc-170	1.085432254	0.960157122	0.322086912	0.614876008	1.365939311	0.276877019
pbs-2	379.4825025	398.5607609	468.9647232	358.6791461	312.353961	345.6082529
F10B5.8	2.838507994	3.99986637	3.608360655	3.198230273	3.214854428	5.095931382
ooc-3	7.4856778	8.95467965	10.51096128	8.22305162	5.995904436	10.70096716
tbc-19	0.082933799	0.165064493	0.200720829	0.079279365	0.052835434	0.101147976
rpoa-49	15.36224126	16.76579209	15.02254022	13.49461134	13.45623724	14.7744476
unc-120	2.192435882	3.377625893	2.674237878	2.337653605	1.814589297	1.718100688
clec-137	0	0	0.019397391	0	0.032904981	0
T02C1.2	0.526111286	0.648222019	0.769429846	0.447047533	0.453993356	0.316335338
T19D12.2	1.497941611	1.317662434	1.214419253	1.585357291	1.681399957	1.796219577
Y43C5A.4	1.925985999	2.513653349	1.812903198	1.810936189	2.181344788	2.826927005
ife-4	10.5829173	9.433280772	10.31686215	6.082365023	6.507770954	4.918791734
dhhc-7	27.37878711	23.29969517	17.583735	17.07561915	17.21753111	15.11558509
men-1	81.24939796	83.537535	63.45008437	76.38126417	81.78185866	87.19352224
F13H8.11	0.524970047	0.447795621	0.560799193	0.420587638	0.509634624	0.258258391
sdz-12	0.020890047	0.041577801	0.027894738	0	0	0
mcm-7	33.6271169	41.21144982	52.37385808	27.85026627	25.25112908	48.07887998
ilkp-1	2.7615607	2.172987171	2.029579655	2.210127077	1.86692469	1.793843059
C53B4.1	0.041240192	0.082081026	0.027534269	0.105127906	0	0.063118419
JC8.17	0.131567546	0.39279155	0.35136754	0.223591276	0.04967052	0.100682552
AH9.6	3.211277448	1.958672581	1.210339083	0.726183151	0.557289597	0.208089844
ddl-2	1.291281745	1.367934695	0.500592912	1.468870465	1.839903795	3.01228853
Y69A2AR.48	0.256096499	0.12742826	0.085492205	0.326415659	0.145025655	0
pbo-6	0.196159021	0.211476687	0.327416956	0.500041009	0.59244523	0.281458908
fipr-24	0.768289497	0.229370868	0.102590646	2.741891534	2.523446402	3.351237399
F18A12.7	0.010366725	0.030949592	0.145349566	0.066066138	0.058706037	0.142797143
glo-1	5.064218093	3.973607997	3.554549146	4.303169812	4.154678632	3.279194489
ins-14	1.096217941	1.510491083	2.92758673	0.214956653	0.1910094	0.19358881
srh-56	0	0	0.040144166	0.025545573	0.022699668	0.023006206
rbm-34	6.371940233	8.588342124	7.655339983	8.322359747	8.069300891	14.36723029
Y62H9A.13	0.039625246	0.059150081	0.052912081	0.126263937	0.134636998	0.068227575
rpl-14	6181.047181	6318.391603	10975.00022	7607.172132	7365.533123	7146.870405
str-9	0.019643766	0.039097307	0.013115281	0	0	0.045097393
fbxb-48	0	0	0.013780833	0	0	0.023692959
cup-4	1.242717113	0.998873135	0.819070481	0.507674124	0.378938003	0.603515345
rps-27	8708.698643	7984.809509	8931.156933	9462.148776	8292.225124	7869.769997
spr-3	0.359108838	0.37839186	0.514781475	0.511561812	0.502420855	0.678940796
cnc-5	0.100211674	0	0	0	0.226996678	0
T05D4.2	0.043902257	0.043689689	0.219837099	0.083935455	0.049723082	0.377959105
K02F6.8	0	0	0	0.037824991	0	0
K02A6.3	3.765800519	4.065157539	3.494395237	4.58287585	4.409672386	3.809827779
snt-4	31.58635223	23.99387406	23.59047736	16.86509387	12.87463357	13.09004963
W05E10.1	0.67007517	1.120843211	1.142246369	0.436118241	0.3552381	0.212748115
srj-8	0	0	0.013381389	0	0.022699668	0
T19C4.5	0.418844327	0.504567159	0.412106952	0.309071575	0.399475556	0.506087643
inx-12	69.78848751	49.46335102	29.67478334	55.09880359	52.77090006	42.44138831
F46A9.2	0.69894929	0.94398119	0.916649275	0.954500663	0.763348034	0.91692606
sinh-1	0.193565939	0.085612766	0.165134244	0.38377953	0.304486213	0.555476445
21ur-13424	0	0.983018006	0	1.259031827	0	0
smy-9	0	0	0	0	0	0.309239268
T07F12.8	0	0	0	0.186194848	0.165451804	0
Y51A2D.14	160.1674068	180.2855023	185.2507276	165.0476268	146.0909347	142.4356068
wago-5	0.0075735	0.00753683	0.005056494	0	0.01715528	0.008693473
nlp-7	8.079773798	13.85729526	15.80094329	11.53996575	9.670246595	11.44526992
T01H10.11	0	0.073990603	0	0	0.084208445	0
R04D3.2	2.19160714	3.990038688	6.510851077	1.429171263	1.443129985	6.103993115
Y47D3A.21	53.59714916	42.42766835	40.28144642	45.39038058	45.20291876	46.71809539
W02F12.11	0	0.13492404	0	0	0.153556576	0.15563022
twk-26	0.74464982	0.714578474	0.665852751	0.22033057	0.195784635	0.152637331
casy-1	7.309274735	6.95967771	5.681132696	7.766904101	6.973151371	7.375380071
nhr-122	5.918902285	6.587531332	5.589138398	3.66630068	4.803249703	3.407679292
glb-23	0.201591996	0.240739104	0.430701255	0.17986169	0.136992164	0.231403534
C10A4.2	0.258973988	0.103088031	0.069162233	0.099024975	0.117324126	0.059454241
C07G2.5	13.25299382	14.33567926	14.81152453	33.78402069	35.89384969	42.00070555
pfkb-1.2	9.903889062	11.65885111	13.32558414	10.60280733	11.19990705	13.89866211
F44E2.4	3.726563074	2.502714846	1.402231962	6.69914754	6.843313398	3.078423926
C04B4.1	0.028108152	0.041958086	0.018766582	0.053739163	0.0318349	0.032264802
F58F9.4	0.380620485	0.610252768	0.48001128	0.727697294	0.646628151	0.655360283
Y37H9A.3	5.606672534	5.197723203	4.080986041	6.1570308	6.350038844	6.425781406
M106.2	6.786028098	7.321859322	6.257181554	6.136479503	6.7311081	9.413055894
nhr-176	0.479625813	0.636404721	0.787220131	0.458491359	0.520583422	0.711131149
dao-5	21.94503582	26.98313763	22.41732626	23.41980209	26.93758879	27.13969769
fbxb-10	0	0	0.039013344	0.02482598	0	0.089432577
K01A6.7	5.169798484	3.665646584	2.631881528	3.624128997	4.61100261	2.373724473
21ur-13971	0	0	0	0	0	1.133877315
rsf-1	3.199530022	3.618759513	3.145159449	2.106746483	2.754579493	2.127714006
Y39A3A.4	0.0833085	0.082905133	0.027810717	0	0.070765531	0.023907052
ZK1236.1	0.867001615	1.352791033	1.043375456	1.091420779	0.90921657	1.42524517
pgp-3	0.730147465	0.802526914	0.538418994	1.319552663	1.246603505	1.082053135
mps-3	38.23612193	37.06797065	23.60500848	21.66583935	22.32877143	12.09469136
T02G5.15	0.108040711	0	0	0	0	0
syd-1	0.062552028	0.108936032	0.062644872	0.119591414	0.097412634	0.098728104
snb-7	0.604188828	0.66807049	0.582675029	1.026783237	0.760328678	0.770596234
ppk-2	16.13407944	16.8433533	14.17128999	11.66326996	11.98085078	13.26805694
tsp-2	1.353497242	1.200536884	1.964501733	3.637798342	3.399154508	1.047027138
pqn-25	0.318503372	0.46010501	0.4733194	0.49762625	0.360732462	0.459953205
ZK455.5	0.075363547	0.149997298	0.817650245	0.144085386	0.213389248	0.302779229
B0273.115	0.108040711	0	0.036067024	0	0	0
T12D8.11	0	0	0	0.198794499	0	0
T12B3.2	2.223067313	2.887487129	4.587665217	1.508735425	1.765740338	3.546029683
C46H11.3	0.423343192	0.37448305	0.125621199	0.17986169	0.213098922	0
F16A11.13	0	0.176439129	0.236747645	0	0	0.203516441
linc-156	0.009918153	0	0.003310958	0.006320743	0.011233161	0
Y51H4A.22	0.803457678	0.775338146	0.390133443	0.589617018	0.689382516	0.195633762
pqn-73	0.084668638	0.05898108	0.02826477	0.086333611	0.076715612	0.087470536
rol-3	0.072433418	0.07762753	0.083701071	0.088771382	0.075726531	0.047968218
lin-2	0.401774971	0.486749126	0.623967108	0.267179807	0.405583327	0.320827602
gcl-1	0.500856734	0.539967637	0.483022358	0.531985279	0.567263328	0.5270134
F53B1.12	0.080091955	0	0.053473889	0	0	0
ZK250.2	0.329266927	0.262138135	0.197853389	0.083935455	0.223753868	0.113387732
Y48A6B.8	0.075158755	0.049863232	0.142177254	0.14369385	0.113498339	0.215683185
Y37H2A.18	0.91056533	1.330917383	1.234887407	0.906710163	1.256889013	1.045220241
F36A2.12	18.83126597	14.27467637	10.95209716	14.34492645	16.16264643	9.79477
K11G9.13	0	0	0	0	0.11241223	0
rrn-3.56	46.52750373	41.52904943	59.70667231	43.47649692	28.07165607	26.04723805
Y57A10A.13	6.457521848	7.132756531	4.967205332	6.53244502	5.837741568	7.669220829
R03G8.6	0.610112248	1.324708757	1.154144768	0.55377202	0.502548795	1.018670529
C13E3.1	0.044900036	0.022341318	0.089933359	0.057228719	0.042377627	0.051539878
F49B2.3	0.23548192	0.25564555	0.100049701	0.245569675	0.242457752	0.147439156
F09E10.15	23.07458231	23.65870302	23.65348379	76.94240569	130.9337242	111.8334278
linc-81	0.012421447	0.024722609	0.008293256	0	0.014068357	0.042775012
ugt-63	5.632607614	17.54890725	17.88355286	8.987053613	13.87097451	11.91353937
mrpl-54	39.37196997	37.89754492	38.51742839	28.34700763	28.75404186	33.46630434
tph-1	0.272756064	0.114288599	0.067092153	0.018297348	0.09755359	0.049435482
ZK669.2	2.504913681	2.726483904	3.710684312	3.126199782	3.634944915	3.324613864
eif-2Bbeta	13.7481012	16.56716857	15.2712645	13.90473273	12.90685803	13.54667502
tnc-2	42.86196436	39.66263955	31.91461186	36.78562555	38.28136831	34.06561847
cku-70	1.149044733	1.44706033	1.785529848	1.982975127	1.831162171	2.614587692
cebp-1	14.56388778	16.06312861	12.06081283	111.0466071	147.1076799	116.9736185
mrpl-9	29.55556996	41.41096431	37.01596434	32.99390625	31.63653519	36.41915695
nspf-1	0.078575062	0	0	0	0	0.090194786
ZK688.10	14.41176012	12.32553346	8.79348395	8.522676982	7.946130959	5.000689698
famk-1	7.804203838	10.55642533	7.775291071	4.380841737	5.312518741	4.08461068
oac-15	0.031430025	0.010425949	0.02098445	0	0.023731471	0.012025972
Y71A12B.31	0	0.073203469	0	0	0	0.084437672
Y116A8A.2	0.04067415	0.040477212	0	0.051842487	0	0.046689066
ZK892.3	1.007848399	0.799835684	0.417366005	0.569119553	0.621309173	0.410036815
Y75B7AL.2	0.093934263	0.031159816	0.146336846	0.079817867	0.106388632	0.215650629
C07B5.3	2.074381642	1.65147025	1.661968466	3.260892432	1.722904785	1.825542478
C05C9.t1	0.252973371	0	0	0	0	0
ssp-35	69.21007885	98.56575915	104.4287285	67.73124921	83.60729028	57.98522604
let-413	1.152434245	1.495896966	1.043748312	1.290051452	1.157683057	1.184819629
T27D12.1	21.99177329	23.1410061	16.59005956	63.51882895	80.75330947	58.33480453
oxa-1	11.04075969	14.83098283	13.82457875	8.573080478	10.73347915	10.55401883
T09B9.3	0.729987675	0.464122871	0.406150652	0.284297509	0.551182549	0.395693257
Y45G5AM.6	19.72882846	20.23303575	20.3298895	15.8880576	14.40543826	11.39598715
F22F7.7	41.04966358	30.58865243	27.06148271	15.32587303	10.82264391	9.186364967
Y53F4B.39	17.34174216	16.48832119	10.08862647	15.14860658	14.86211795	12.60306447
C02B10.3	9.173004841	9.711266593	8.358241952	10.69669379	12.47337592	8.96128846
D2062.1	24.28544361	19.43498526	15.1333714	19.00216816	20.20879448	11.57661083
ZK783.8	0	0.245754502	0	0	0	0
ptr-12	6.74225738	5.714833493	2.734045832	1.880388511	1.881718722	1.392758577
cst-2	0.098311926	0.081529929	0.196915695	0.104422071	0.501060202	0.075233566
dyf-3	2.531075743	2.829110177	3.147110933	2.501365619	2.014971837	2.42114387
Y43F8B.25	0	0	0	0.051842487	0.046066973	0.046689066
C08F1.8	0.049745363	0.049504504	0.066425598	0.06340448	0.028170451	0.057101735
lips-9	25.19381004	16.03325078	11.80808179	35.86370857	38.2264653	14.85267018
C53D6.16	0.177297576	0	0	0	0	0
C50B6.1	0	0	0.043552633	0	0	0.074878691
abf-6	1.728651368	1.650065939	3.48598828	1.169100982	2.27749473	2.227259012
Y4C6B.5	3.310183471	4.377567419	4.970189386	1.968911474	2.249440483	1.925178931
T14E8.4	0.469013937	0.626769233	0.438396075	0.444077117	0.39460469	0.430697585
F54F7.3	2.147166963	4.201108531	6.34172178	3.2933622	2.596722523	5.30535228
ekl-4	3.47147201	4.94933451	4.41791481	3.955114325	4.092219823	6.164296142
rps-18	9636.729511	9148.612454	9939.673452	9665.7173	9433.181585	9196.79112
oac-1	6.437370433	2.860099935	1.423209193	3.730750751	3.867647384	1.412129417
R10E8.5	0	0	0	0.028429751	0.025262534	0
Y73B3A.13	0.082513192	0.065690941	0.066108531	0.105169723	0.056071972	0.094715289
fbxc-25	0	0	0.034112653	0	0	0
T05B4.12	0.282228795	0.533638346	0.188431799	0.107917014	0.095894515	0.194378968
dop-5	0.135757961	0.099073804	0.138980784	0.253783902	0.143507062	0.114278211
Y73F8A.12	5.691252197	5.981286483	8.700475946	4.67778748	4.036175545	2.564307159
F35D2.3	1.695020019	1.63326338	1.239470646	1.063073566	1.645505101	0.89563072
C24A8.5	0.300635021	0.89753818	0.903243732	1.085686865	0.907986711	0.517639644
C18H9.3	14.01545411	13.93193084	10.79712063	13.92194981	12.33532326	20.53238463
tpst-2	0.079783909	0.052931739	0.142048587	0.033897011	0.060241426	0.030527466
lep-5	846.8314879	711.8682938	587.5861129	845.0416974	965.0452942	628.688895
F25D7.10	43.71515675	45.02750263	30.85981716	47.55591357	60.07566105	41.23051875
cil-7	0.01259491	0.025067854	0	0.016053229	0	0
Y34F4.5	44.49627797	50.82053013	81.38042157	38.29715322	45.77773557	29.99148777
F08A8.8	4.123957524	3.301706218	2.422151352	4.663499054	4.495144975	2.349109057
ttll-4	1.352084089	2.584848376	3.270406788	2.72106364	2.337325999	4.125135138
srab-12	0.25904862	0.257794347	0.172955412	0.050796673	0.090275336	0.045747212
Y57G11C.20	0	0	0	0	0	0.024421973
F33G12.8	0	0.104259485	0	0	0	0
F10D2.10	5.299817368	4.923919534	5.335327911	2.242886039	2.532304257	1.7110005
rpl-35	8877.182405	8051.527893	8292.344008	8865.959976	8540.125763	8363.058446
msp-38	139.9127201	111.3882278	90.78069944	71.95170167	62.0392561	57.66829158
W02D9.4	2.379520102	3.733080525	4.242767003	4.495814054	3.67789759	5.623480612
ins-28	7.626403095	7.690670283	8.55424946	8.683616571	6.794878497	8.053863872
rpn-6.2	20.30572104	16.56701941	17.25732832	16.97499299	18.53234915	14.2566813
Y54G11A.2	18.58095404	24.32853094	23.27981106	19.04658574	17.74124272	23.66095649
T01C1.4	2.304868491	2.293708681	1.638140962	1.990082565	1.094709785	0.853456044
grl-26	0.245198776	0.390418499	0.196450173	0.312525631	0.277708702	0.112583563
fbxa-71	0.025235786	0.050227197	0.202185945	0	0.028581698	0.231741349
lpd-9	572.045735	521.5935756	582.7085758	478.5904387	425.3451216	439.4157193
gei-8	0.354153014	0.328678378	0.313498752	0.248521725	0.252383032	0.356280653
Y106G6H.16	4.158784451	7.429621597	9.099344261	5.811617926	4.766930235	9.662606687
R03H10.1	1.179414311	1.680007362	1.729287145	1.798015351	1.990586252	2.309469181
Y51A2D.1	0	0	0	0	0	0.022939714
Y39E4B.11	9.022716898	6.293712844	5.123276777	7.057743452	8.531753185	4.968779455
fbxa-52	0.047360311	0	0.015810202	0.301822698	0.321837756	0.163091943
hal-2	22.01932617	24.58499402	32.3309939	17.59792382	17.10739526	22.21885807
scl-9	0	0.032154795	0	0.082366568	0.219571553	0.07417889
Y75B8A.39	0.031007199	0.061714135	0.062106445	1.857495386	1.404732805	0.391518176
F53A9.9	4.858911954	5.951244145	6.23862037	5.061648223	8.04304445	5.63107991
tmem-107	0.706602019	0.652953566	0.673953149	1.15794168	1.257594733	1.158706746
nfya-1	2.462343978	3.134260309	3.469602906	1.861177483	1.167411486	3.533095982
endu-2	23.07281966	20.43922605	34.28192663	27.83932504	32.26858795	32.9121248
Y48G1C.13	4.512689888	11.80656363	20.02137451	3.246976817	2.63794034	6.683908385
Y73E7A.8	0.731059609	0.586057725	0.657574405	1.8118226	2.736959944	0.734272975
srbc-24	0	0.022561069	0.03027265	0	0	0
T04G9.4	11.41606004	12.67697382	14.02014786	11.71153095	16.89792216	13.74350625
E02A10.4	5.546089806	5.877628495	5.626455746	6.518112687	4.894615866	6.035534459
Y43F8B.9	7.59371851	7.126880544	9.274377603	18.01989302	26.43092568	23.66968896
Y39B6A.25	1.922846089	1.115173281	0.484613273	4.203728733	4.845940128	2.134111632
sls-2.13	0	0	0.125906702	0	0	0
F32B4.4	3.942914394	3.871104107	3.036735523	3.704061529	4.577117617	4.05688976
F54E7.11	8.709235901	9.29739931	8.457854791	2.220124825	1.972791738	0.72706637
Y40B10B.1	0	0	0.027317036	0	0	0.023482666
K02G10.16	6.237651091	5.918730792	4.842565462	4.622319644	5.586023142	3.663295942
ari-1.2	5.208211418	6.895892408	8.282103231	6.430248386	4.856803383	9.197545605
ZK180.7	0.596086679	0.870027431	2.281757473	0.050650706	0.180031848	0.136847262
smcl-1	0.115671839	0.294174533	0.283173066	0.081907275	0.247460133	0.722899478
F15B9.11	6.620366942	8.930823162	6.18818046	0.750061514	1.333001768	0.675501379
eat-3	1.218117026	1.476055016	1.588294562	1.899637658	1.931471214	2.928105979
W03G1.2	1.438080341	1.529139121	1.236348812	2.586216374	3.123629499	1.854260909
ZK1248.4	0	0.176439129	0.118373822	0	0.100402377	0
K05D4.9	0	0	0.029880771	0.028521757	0.025344289	0.025686541
21ur-2736	0	0.983018006	0	2.518063654	1.118769341	0
Y67A6A.1	5.632057684	6.215210619	3.946430498	7.249586487	6.694571378	5.312763872
F35E8.7	0	0.023810125	0	0	0.081294658	0.027464156
clec-65	63.26956697	67.55679241	56.22820035	52.59580141	59.43874538	44.494805
tftc-1	0.144899528	0.161501701	0.127700846	0.317660168	0.301964566	0.518941336
Y105C5B.1420	0.211671596	0.046810381	0.04710795	0.269792534	0.399560479	0.053994158
Y51A2D.7	9.871894393	9.306330726	7.457203787	8.328064922	8.173211328	8.617098255
dos-1	3.073157988	4.15526935	2.720882353	1.405006531	0.870153932	0.766873547
F54D12.10	0	0.04497468	0	0	0	0.05187674
Y38F2AR.10	4.223515775	4.612214213	3.618399814	3.763484326	4.614167606	2.960339153
K08A8.25	0	0.097374425	0	0	0	0
col-96	53.17093174	90.45121543	85.4226321	58.95742141	46.01614034	92.50874924
efl-1	4.979322308	6.419709428	6.702788276	5.678490485	4.977381965	9.209860643
R07D5.2	0.054374355	0.063129597	0.054455061	0.023101501	0.071847572	0.041610177
zfp-3	25.1416316	27.63953819	28.41511436	15.55038246	17.04933065	18.853726
angl-1	12.17013378	12.55858762	11.12695606	15.38903298	14.67475543	17.63740898
hpr-17	9.317934365	8.684916365	8.345699257	7.974683144	6.721305516	10.51093263
F36H1.3	1.984867988	1.3684791	0.744888931	1.570837082	1.469303074	1.176424306
efsc-1	3.639518415	3.521685867	3.380795771	4.125468365	4.105774862	4.689628508
sca-1	103.5461016	105.8541201	72.84278069	105.370633	118.5208865	110.3522081
Y81G3A.1	1.586958633	6.796522034	2.270448725	7.621270526	1.925750505	1.040936552
klp-19	8.38172656	8.417318388	8.790239122	5.894452511	5.88798809	8.288601334
clec-43	0.639570838	0.840626218	0.773458274	0.415282749	0.54669357	0.484816653
C34F11.5	0.718500904	0.861101806	0.582875347	1.043800688	1.155019968	1.019856133
F55B11.7	0.800819812	0.642695459	0.431187336	0.757300588	0.936255289	0.800633173
eme-1	5.175684889	4.762284261	4.264622055	3.403125631	3.512492653	4.785860391
21ur-6038	0	0.983018006	0	0	0	0
K11H12.12	2.09046212	2.080340432	1.717796865	0.204958669	2.36762814	1.107508075
gip-1	5.864644861	6.881126043	6.498577109	5.678560784	6.085125717	7.144512879
F20D6.5	3.081309601	3.121147356	2.840971738	1.659784663	2.388884136	1.936915096
F11A5.17	0.03492225	0.034753162	0.046632112	0.044511226	0	0
czw-1	3.43511209	5.503134178	9.245010725	6.064040327	6.041928905	8.670740908
unc-36	0.275396235	0.386912202	0.264989115	0.392310581	0.266040816	0.381205923
Y71F9B.9	14.54704075	10.29982108	6.998225269	9.046623816	8.188111627	5.725840214
unc-75	0.705571987	0.421293431	0.376863598	0.339738747	0.284131896	0.323964947
mua-6	53.03573682	47.83683156	43.70678814	33.37515984	45.29285775	28.7209955
C18H7.1	0.252753203	0.341361344	0.325450744	0.092044102	0.122684889	0.145065244
ptp-3	0.803846697	0.743085788	0.658784562	0.806057842	0.776666319	0.699692889
F19D8.2	0.788507642	1.207215095	1.073152153	0.425199345	0.893052719	0.835488548
F23H12.5	0.206663177	0.282786002	0.137979947	1.031684859	0.994771245	0.523871088
clec-199	0.322108951	0.395344198	0.20788943	0.478979499	0.571545207	0.727160452
C07H6.10	0.531892729	0	0	0	0.30120713	0
teg-1	4.082351819	3.693259741	3.025554647	4.730260819	3.982060366	4.506681872
K06A5.3	2.841618687	3.15777702	2.434771155	3.078591522	5.310322967	3.642386718
fat-4	124.8965671	120.5995261	124.6798063	157.256146	142.8204568	169.5837975
Y69H2.1	1.745341795	1.08199775	0.573092575	0.437622097	0.291651594	0.525493487
T05A8.6	0.469924644	0.334035245	0.156874046	0.684522158	0.798345112	0.115589435
set-17	21.25224329	34.22854241	41.32856634	24.72238598	23.20623758	31.92364883
F26H9.2	2.255057973	2.541555395	1.850259589	1.818051852	1.95399989	3.212281117
aqp-7	353.2132029	446.2363108	395.3815393	316.5214636	319.2094139	387.3705457
Y39F10C.3	19.36089532	15.02837928	15.40090779	9.1657517	7.956687552	4.698787595
W03B1.3	3.255514639	2.998778665	1.760407584	3.189220698	4.388013601	2.347170162
Y75B8A.10	0.994408145	0.391234591	0.586722424	0.766367199	0.759565807	0.822914306
pph-2	0.657769894	0.606688607	0.332050931	0.981519011	0.835832315	0.497222303
npp-3	4.873228135	5.928229979	7.018723636	5.427117156	6.0823606	7.174764061
D1086.5	0.856676784	0.943871271	0.735384277	0.701938098	0.693042955	0.91312244
ZK858.7	6.4431551	8.41374048	9.09675922	7.230848697	7.244031482	9.290063004
21ur-5206	0	0	0	0	0	1.133877315
F12E12.6	0.073559633	0.146406937	0.29467526	0.093757689	0.08331261	0.168875345
col-165	0	0.020479542	0.068699093	0	0.023307695	0.070867332
srx-48	0.022745413	0	0	0	0.025761136	0
T16A9.6	30.2747591	23.71198839	10.66804083	20.18704409	20.63675879	14.47991977
str-236	0.021081114	0	0	0.053739163	0	0
vps-37	100.0411005	128.1646327	118.6362597	117.1221054	105.540415	134.6274249
irld-23	0	0	0	0.023627943	0	0
syg-1	0.992388802	0.958819235	0.816960811	0.417533081	0.687474147	0.364968407
Y105E8A.36	7.871343337	8.52567189	6.823245801	11.97268001	13.34783295	9.983825418
far-8	38.57934384	37.68376322	50.62386066	32.30254189	38.95526035	36.85831239
T14G11.5	0.810305329	0.483829175	0.216402144	0.413119818	0	0.186026747
glb-9	0.594378694	0.295750403	0.238104365	0.37879181	0.336592495	0.13645515
mtm-5	0.039625246	0.067036758	0.068785705	0.075758362	0.076294299	0.12735814
mdt-8	2.770274629	6.329753764	8.226980657	5.677749296	6.099444387	11.19340427
tyr-2	130.1101643	169.7882537	83.95133969	52.51750354	47.37873329	58.66734432
T23G4.127	0	0	0	0.23819521	0	0
srx-2	0	0	0	0.02622983	0.023307695	0.047244888
srw-10	0.036682257	0	0.012245568	0.070131746	0.062318717	0.04210685
Y116A8B.4	4.237984	4.80938917	6.10579813	3.411570112	3.620963135	3.755206593
