	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Cttnbp2nl	1385.045896	-0.119232842	0.060878572	-1.958535451	0.050167215	0.198306336
Ctu1	112.1374505	-0.069323271	0.182845569	-0.379135634	0.704587146	0.854682788
Ctu2	265.8626919	-0.143687228	0.127683574	-1.125338395	0.260445665	0.517815135
Ctxn1	4.338376371	3.590358943	1.55920854	2.302680399	0.021296832	0.11233294
Cubn	14.2603738	1.496002488	0.752751549	1.987378825	0.046880432	0.189729449
Cuedc1	63.3633156	-0.67227924	0.251843506	-2.669432499	0.007597954	0.054897441
Cuedc2	612.3098617	-0.122362169	0.091288418	-1.340390947	0.180118277	0.423013529
Cul1	1132.102009	-0.029358201	0.073123052	-0.401490367	0.688059129	0.845951902
Cul2	683.4457433	-0.022114352	0.081742279	-0.2705375	0.786746771	0.899990123
Cul3	1423.703805	-0.086111244	0.067176155	-1.281872173	0.199887491	0.448633419
Cul4a	534.3553689	0.146609043	0.099849306	1.468303078	0.142021915	0.369835079
Cul4b	785.3296395	0.026159207	0.078881073	0.331628443	0.74016984	0.875811824
Cul5	566.7769983	0.245735742	0.092839119	2.646898685	0.008123369	0.057502117
Cul7	35.69501511	0.457847729	0.326968714	1.400279935	0.161429507	0.398496718
Cul9	39.04662361	0.021875874	0.334150351	0.065467157	0.947802055	0.979739705
Cuta	379.739599	-0.295449488	0.100010145	-2.954195171	0.003134857	0.027897764
Cutal	4.54314837	0.01775178	1.208062383	0.014694424	0.988275968	0.995061503
Cutc	61.14138938	-0.627231101	0.27097423	-2.314726024	0.020627931	0.109697203
Cux1	2296.04959	0.428335753	0.075232178	5.693517884	1.24448E-08	4.68766E-07
Cux2	15.39627388	1.144261289	0.622968079	1.836789601	0.066240962	0.234752305
Cwc15	669.2483486	-0.028787018	0.079662755	-0.361361066	0.717829549	0.862823591
Cwc22	529.9055596	-0.268531012	0.095321555	-2.817106909	0.004845839	0.038647344
Cwc25	146.7940118	0.336563114	0.191676828	1.755888371	0.079107471	0.262238759
Cwc27	171.9349299	-0.095118752	0.155044455	-0.613493414	0.539550136	0.750659383
Cwf19l1	195.5584213	-0.040588798	0.152603389	-0.265975735	0.790257897	0.901665419
Cwf19l2	303.5171867	0.453203536	0.128930372	3.515102994	0.000439583	0.005687399
Cx3cr1	2854.802177	0.101792381	0.064537096	1.577269313	0.11473357	0.32769315
Cxadr	7.243464614	1.88121062	0.975124798	1.929199856	0.053706056	0.207352342
Cxcl10	222.6378493	-0.939939171	0.135281168	-6.948041499	3.70392E-12	2.07267E-10
Cxcl12	10.83465713	1.709833028	0.689807574	2.478710138	0.013185841	0.081797934
Cxcl14	941.0052702	2.098469445	0.079842711	26.28254245	3.0367E-152	1.3764E-148
Cxcl16	606.1781286	-0.208233669	0.086414798	-2.409699193	0.015965678	0.092541044
Cxcl17	4.421183382	0.523594618	1.124199454	0.465748863	0.641395272	0.817863176
Cxcl2	12.86451986	0.244841531	0.618435781	0.395904536	0.692175454	0.848716538
Cxcr3	63.84255295	-1.274535532	0.252719358	-5.043284142	4.57609E-07	1.32114E-05
Cxcr4	6.002166498	2.517336115	1.147980626	2.192838501	0.028319017	0.136023311
Cxcr5	27.60401363	0.2195003	0.415055495	0.528845666	0.596912516	0.791285552
Cxcr6	8.822128571	0.633767454	1.688431656	0.375358666	0.707393741	0.856362049
Cxxc1	580.4632033	-0.280685169	0.087796145	-3.19701017	0.0013886	0.014569589
Cxxc4	4.216380899	2.43907905	1.293390219	1.885802918	0.059321518	0.21931865
Cxxc5	10.03681706	0.393162561	0.713841039	0.550770465	0.581791033	0.780969414
Cyb561	18.70090015	0.09391516	0.499166647	0.1881439	0.850763848	0.933560911
Cyb561a3	50.02747578	-0.317081353	0.321682711	-0.985695974	0.324282326	0.578838418
Cyb561d1	63.03647393	0.113397213	0.25694604	0.441326952	0.658976317	0.828472629
Cyb561d2	78.52141811	-0.374740772	0.229534785	-1.632609938	0.10255106	0.307530497
Cyb5a	935.7954778	0.058908178	0.074216629	0.793732872	0.427350959	0.669686284
Cyb5b	1483.217231	0.071780109	0.062538321	1.147777998	0.251060223	0.507796654
Cyb5d1	26.73839048	-0.074826738	0.397931185	-0.188039391	0.850845773	0.933575471
Cyb5d2	38.43780758	0.59575107	0.384533605	1.549282202	0.121313896	0.338384895
Cyb5r1	668.716744	0.08515213	0.086741453	0.981677467	0.32625877	0.580841418
Cyb5r3	1113.479177	0.244421119	0.073492682	3.325788539	0.000881688	0.010117462
Cyb5r4	392.314313	-0.307338002	0.111063226	-2.767234588	0.005653406	0.04353997
Cyb5rl	87.36272796	-0.088430384	0.472494315	-0.187156503	0.851537928	0.933754621
Cyba	1342.052105	-0.110160289	0.063994041	-1.721414813	0.085175578	0.274580741
Cybb	6717.31	0.02880716	0.044636914	0.645366308	0.518689832	0.736928673
Cybc1	440.7253471	-0.30712137	0.106756268	-2.876846264	0.004016712	0.033485706
Cybrd1	4.869897987	2.033758895	1.108513454	1.83467227	0.066554263	0.235460055
Cyc1	1580.168022	-0.069401271	0.066919148	-1.037091372	0.299693276	0.557613054
Cycs	539.3448796	-0.134876809	0.097589112	-1.382088704	0.166944466	0.405811737
Cyfip1	3088.160513	-0.167326789	0.049040969	-3.411979684	0.000644929	0.007859558
Cyfip2	9.998556488	1.842500227	0.772792936	2.384209457	0.017115857	0.097016019
Cygb	5.177051861	0.73305145	1.055396562	0.694574416	0.48732205	0.714767041
Cyhr1	279.5669677	-0.246859213	0.118650658	-2.08055494	0.037474662	0.163117943
Cyld	412.7193863	0.150733904	0.107231627	1.405685134	0.159817643	0.395954482
Cyp11a1	4.429092354	0.360812837	1.283507509	0.281114707	0.778622422	0.895745151
Cyp17a1	4.967508615	2.065840284	1.255726368	1.645135705	0.099941829	0.302742034
Cyp1a2	5.35680941	2.544998859	1.172327457	2.170894185	0.029939172	0.140772082
Cyp20a1	394.1625164	-0.091433395	0.108856928	-0.83994098	0.400941479	0.650364098
Cyp26a1	4.359377691	0.234598539	1.240858244	0.189061515	0.850044604	0.933072855
Cyp26b1	5.170950785	1.105619942	1.055809324	1.047177665	0.295017645	0.552429682
Cyp26c1	4.759325453	0.164762568	1.149519758	0.143331654	0.886028258	0.949425709
Cyp27a1	74.00768664	-0.071968384	0.228304303	-0.31523008	0.752586969	0.882594015
Cyp27b1	6.409587154	-0.14200627	0.952088505	-0.149152384	0.881433392	0.947080025
Cyp2a12	5.492684348	1.337118181	1.06540925	1.255027756	0.209468684	0.460079982
Cyp2b23	4.973022101	-0.008513767	1.211932199	-0.007024953	0.994394944	0.997639534
Cyp2c29	10.38597083	0.425614452	0.650897811	0.653888283	0.513183783	0.73424051
Cyp2c50	8.126859339	4.592149676	1.252224263	3.667194296	0.000245226	0.003513793
Cyp2c55	7.357233035	1.890057362	0.855399476	2.209561047	0.027135641	0.132444526
Cyp2c67	4.796823618	2.045740974	1.165268344	1.755596455	0.079157338	0.26227619
Cyp2c70	4.264883512	1.48351345	1.129165301	1.313814239	0.188908725	0.434062325
Cyp2d10	10.49526436	1.001449965	0.670087036	1.494507297	0.135043076	0.359444023
Cyp2d22	7.127267343	0.95708606	0.862605447	1.109529349	0.267201891	0.524528845
Cyp2d26	12.56207636	1.926050679	0.760685997	2.531991765	0.011341665	0.072988153
Cyp2d9	23.92518354	1.22576536	0.467278354	2.623201675	0.008710769	0.060402367
Cyp2e1	68.4811964	1.026639921	0.243731277	4.212179633	2.52918E-05	0.000494135
Cyp2f2	11.09691451	0.145326718	0.673114034	0.215902077	0.829064078	0.922385615
Cyp2s1	16.67550237	-0.913323033	0.518221198	-1.762419284	0.077998483	0.259638524
Cyp2u1	8.220378055	0.803070006	0.751576691	1.068513721	0.285288844	0.542885666
Cyp3a11	35.77815633	0.389520995	0.353343505	1.102386175	0.27029382	0.527627815
Cyp3a25	6.946031253	-0.191701687	0.865626758	-0.221459983	0.824734292	0.92077572
Cyp4a10	36.21393773	0.986186629	0.349561547	2.821210276	0.004784283	0.038246139
Cyp4a14	50.58582731	1.214267069	0.302630148	4.012379725	6.01097E-05	0.001065674
Cyp4b1	5.401186213	1.220489727	1.057464849	1.154165766	0.248432215	0.506322131
Cyp4f13	41.09633319	0.656534528	0.328250242	2.000103714	0.045489066	0.185698084
Cyp4f14	5.037084791	1.067584132	1.222508692	0.873273244	0.38251416	0.633316395
Cyp4f15	8.888105395	1.145631086	0.836030596	1.370321962	0.17058642	0.410451335
Cyp4f16	75.31639684	0.000121068	0.22273155	0.000543561	0.999566301	0.999878532
Cyp4f17	11.46265704	0.774868347	0.697731653	1.110553525	0.266760577	0.524192243
Cyp4f40	4.971843687	1.111401508	1.223773397	0.908175902	0.363785294	0.616404654
Cyp4v3	43.61947909	0.646081965	0.330738694	1.9534514	0.050766131	0.199976201
Cyp51	451.2798807	-0.127838075	0.103633477	-1.233559639	0.21736704	0.469510046
Cyp7a1	4.307315661	0.783430072	1.101549451	0.711207355	0.476955751	0.708074831
Cyp8b1	18.84632816	0.954152469	0.485503589	1.965284068	0.049381368	0.196341476
Cyren	35.27093531	-0.277797059	0.342789969	-0.810400199	0.417710203	0.662304086
Cysltr1	225.6554408	-0.718710594	0.129742768	-5.539504103	3.03329E-08	1.06129E-06
Cyth1	96.01276455	0.105484899	0.208472448	0.505989642	0.612863921	0.800703651
Cyth2	182.379035	0.081448626	0.143998916	0.565619717	0.571652322	0.772927142
Cyth3	106.8092814	-0.215339237	0.188033062	-1.145220073	0.252118005	0.509103153
Cyth4	3275.702368	-0.088439888	0.062080623	-1.424597297	0.154273642	0.388001072
Cytip	46.41514242	-0.94246062	0.302360794	-3.117006695	0.001826974	0.018166268
D030056L22Rik	212.8927269	0.499600573	0.140865886	3.546639908	0.000390178	0.005151101
D10Jhu81e	156.7298918	-0.052771503	0.173666713	-0.303866537	0.761229572	0.887109404
D10Wsu102e	687.8506909	0.128784398	0.091999413	1.399839335	0.161561436	0.398496718
D11Wsu47e	118.2619662	-0.096873712	0.186167262	-0.520358473	0.602813748	0.794855317
D130040H23Rik	5.058913357	1.2686873	1.129930696	1.122800986	0.261522027	0.518767186
D130043K22Rik	6.95477653	-0.41000861	0.853879013	-0.480171785	0.631105248	0.812667534
D16Ertd472e	142.7524296	-0.045365138	0.157714067	-0.287641675	0.773621041	0.892709804
D17H6S53E	27.38793216	-0.169353901	0.386321841	-0.438375165	0.661114346	0.829980838
D17Wsu92e	810.1131388	-0.237088393	0.074193441	-3.195543831	0.001395676	0.014621263
D1Ertd622e	1322.324077	-0.32219291	0.063311035	-5.089048219	3.59865E-07	1.06148E-05
D230025D16Rik	152.8282054	-0.01229652	0.158594205	-0.077534488	0.938198356	0.974682653
D2hgdh	50.78532859	-0.005388509	0.296178181	-0.01819347	0.985484512	0.994156878
D330045A20Rik	172.8144655	0.074266634	0.158931069	0.467288329	0.640293605	0.81748515
D3Ertd254e	191.1530753	0.279311461	0.149137548	1.872844665	0.061089838	0.223546722
D3Ertd751e	64.71851194	0.168803004	0.250791575	0.673080842	0.500895862	0.72491169
D430019H16Rik	5.317300618	1.009896975	1.00185725	1.008024821	0.313442546	0.569278983
D430041D05Rik	12.45198265	1.496467658	0.699795908	2.138434421	0.032481501	0.14848074
D430042O09Rik	169.4478459	-0.354437133	0.143768849	-2.465326356	0.013688851	0.083508745
D5Ertd579e	511.7939168	0.023474733	0.087200845	0.269203045	0.787773437	0.900656318
D630003M21Rik	9.296415492	1.66771064	0.838565855	1.98876526	0.046727119	0.189331157
D630023F18Rik	34.48921012	-0.765385792	0.365416655	-2.094556398	0.036210445	0.159194835
D630045J12Rik	11.1439385	1.068559852	0.725560503	1.472737074	0.140821946	0.368705228
D6Wsu163e	259.0322019	-0.013943247	0.118131554	-0.118031519	0.906042684	0.959829263
D8Ertd738e	363.1928888	-0.050009177	0.103225425	-0.484465689	0.628055409	0.810198032
D930048N14Rik	8.338235584	1.248704838	0.797950545	1.564890013	0.117608701	0.332898234
Daam1	158.8270024	-0.494470978	0.186869714	-2.646073391	0.008143215	0.057582649
Daam2	5.883638514	0.971842685	1.015878764	0.956652229	0.338742817	0.592243026
Dab1	5.630970856	0.289538408	1.125137108	0.257336111	0.796919318	0.905574466
Dab2	4515.579954	-0.896212234	0.045741316	-19.59305738	1.77221E-85	1.60657E-82
Dab2ip	13.70933584	0.786376961	0.603352471	1.303345887	0.192456702	0.438730299
Dact3	8.245373806	2.436451198	0.849594358	2.867781754	0.004133606	0.034209765
Dad1	509.4116976	0.068280957	0.09800361	0.696718789	0.485978798	0.713874872
Dag1	812.7455598	-0.296734896	0.078845839	-3.763482017	0.000167564	0.002580444
Dagla	25.96795125	0.854381644	0.458048373	1.8652651	0.062144254	0.225343353
Daglb	379.202964	-0.227130022	0.106105633	-2.140602861	0.032306078	0.147949137
Dalrd3	164.6252127	-0.218415762	0.154766742	-1.411257734	0.158168632	0.39387453
Dand5	8.271181914	-0.026155496	0.819385354	-0.031920874	0.974535152	0.989707508
Dap	794.3087921	0.293308894	0.086110929	3.406174987	0.000658799	0.00799853
Dap3	662.6747794	-0.274965024	0.082864648	-3.318242847	0.000905857	0.010325098
Dapk1	183.1955842	1.255666609	0.173463763	7.238783396	4.52727E-13	2.78561E-11
Dapk3	176.3993435	-0.42942982	0.163934934	-2.619513795	0.008805521	0.060811314
Dapp1	200.4700116	-0.09025961	0.147632853	-0.611378891	0.540948774	0.751334573
Dars	1329.235565	-0.070136188	0.067814005	-1.034243406	0.301022387	0.55835445
Dars2	578.892383	0.293504104	0.102762609	2.85613713	0.004288299	0.035106735
Daxx	527.2114783	-0.956333687	0.091588473	-10.44163813	1.60025E-25	2.31492E-23
Dazap1	960.887517	-0.248591714	0.086923289	-2.859897687	0.004237777	0.03484567
Dazap2	1705.159642	-0.072680905	0.059755908	-1.216296553	0.223871974	0.477700453
Dbf4	652.0097648	-0.024511506	0.081292503	-0.30152235	0.76301621	0.887740408
Dbi	451.1127632	-0.045769236	0.09969149	-0.459108755	0.64615607	0.82054821
Dbn1	17.52548475	0.086690203	0.508611594	0.170444802	0.86466034	0.937908424
Dbndd1	6.41424008	1.267981055	0.898581042	1.411092596	0.158217313	0.39387453
Dbndd2	104.3580509	-0.078138669	0.226104519	-0.345586498	0.729653495	0.870030535
Dbnl	753.292005	-0.285756321	0.087680881	-3.259049384	0.001117862	0.012229033
Dbp	7.974547982	0.535179706	0.820615323	0.652168795	0.514292288	0.734736274
Dbr1	181.6684205	-0.148993526	0.144498762	-1.031105897	0.302491163	0.559418871
Dbt	284.5492419	-0.12407289	0.117314056	-1.057613162	0.290231839	0.547906782
Dcaf1	322.6474638	0.049428615	0.120504277	0.410181414	0.681672874	0.841658446
Dcaf10	233.4478373	-0.202703285	0.137057445	-1.478965882	0.139149434	0.365845707
Dcaf11	268.3275102	-0.351326393	0.127225145	-2.761454051	0.005754461	0.044108887
Dcaf12	713.3093091	-0.159945664	0.089693136	-1.783254242	0.074544926	0.252531617
Dcaf13	579.8589591	0.07854672	0.084449744	0.93010016	0.352319228	0.605898174
Dcaf15	237.0038859	0.132699154	0.127624999	1.039758323	0.298452196	0.556014929
Dcaf17	247.2469069	0.040311231	0.149772592	0.269149587	0.787814573	0.900656318
Dcaf4	94.18208401	-0.110129927	0.191972376	-0.573675907	0.566187135	0.768416303
Dcaf5	295.0766253	-0.097275895	0.116704783	-0.833521066	0.404550922	0.652149805
Dcaf6	48.95220311	0.147195183	0.292793882	0.502726294	0.61515672	0.802135221
Dcaf7	1468.12284	-0.031311504	0.068498303	-0.457113566	0.64758942	0.821128964
Dcaf8	326.8125137	0.046996643	0.113053581	0.415702381	0.677627799	0.838918489
Dcakd	477.0725385	-0.372561317	0.090037639	-4.137839689	3.50591E-05	0.000659383
Dcbld2	203.836857	0.060135204	0.139627855	0.430682	0.666699609	0.83385159
Dcc	4.680798197	0.951780125	1.256134599	0.757705525	0.448627291	0.685401634
Dcdc2a	6.331926413	1.247445514	0.921508186	1.353699873	0.175832149	0.417344311
Dcdc2b	15.0158525	0.206252698	0.534271736	0.386044561	0.699463667	0.852379834
Dchs1	36.84684004	0.755743443	0.330314075	2.287954099	0.022140194	0.115261241
Dchs2	8.069296565	-0.056964131	0.959894825	-0.059344138	0.952678006	0.981607883
Dck	1146.518592	-0.276856178	0.070140263	-3.947179086	7.90774E-05	0.001355983
Dclk1	16.58116045	0.487809782	0.611573855	0.797630209	0.425085115	0.667695227
Dclk2	11.40264614	1.332341626	0.793757207	1.678525391	0.093244578	0.290945335
Dclre1a	208.5292042	-0.124313463	0.138526924	-0.897395682	0.369507816	0.62226651
Dclre1b	404.8761692	0.417507991	0.100879636	4.138674632	3.49318E-05	0.000658811
Dclre1c	186.0023034	-0.204960858	0.149555332	-1.370468405	0.170540731	0.410451335
Dcp1a	516.5568396	0.139556799	0.106685833	1.308109943	0.190836021	0.43671966
Dcp1b	79.61232865	-0.221845836	0.217931521	-1.017961216	0.308696388	0.56427658
Dcp2	724.1045279	-0.221021792	0.080263276	-2.753710085	0.005892394	0.044932087
Dcps	255.9576059	-0.182910786	0.149926097	-1.220006317	0.22246248	0.475913908
Dcst1	11.89966196	0.994183402	0.70011788	1.42002287	0.155601023	0.389994911
Dcst2	6.56460051	0.689961688	0.918691782	0.751026299	0.452636829	0.688432456
Dcstamp	249.382971	-0.280548806	0.134414254	-2.087195342	0.03687048	0.161418156
Dctd	369.3483005	0.138535906	0.101622226	1.363244149	0.172805577	0.413117131
Dctn1	882.9535113	-0.234705549	0.092006849	-2.550957359	0.010742747	0.070163243
Dctn2	587.969164	-0.068238625	0.084488206	-0.807670416	0.419280338	0.663511918
Dctn3	289.5368944	-0.224175787	0.121225016	-1.849253508	0.064421216	0.229981541
Dctn4	518.4619663	0.153417297	0.086964863	1.764129698	0.077710146	0.258932262
Dctn5	363.6843742	-0.228076563	0.108042362	-2.110992007	0.034772999	0.154776837
Dctn6	194.8081151	-0.078556462	0.141735571	-0.55424663	0.57941007	0.778770202
Dctpp1	243.517727	-0.175678377	0.122642435	-1.432443644	0.152016896	0.385383552
Dcun1d1	374.2063688	0.16283385	0.102259678	1.592356365	0.111304655	0.321794451
Dcun1d2	257.5034999	0.060016977	0.131091331	0.457825677	0.647077687	0.820875304
Dcun1d3	67.10721722	0.230244982	0.265798447	0.866239007	0.386359107	0.636474745
Dcun1d4	47.71072162	-0.281228909	0.276792752	-1.016026997	0.309616531	0.565198763
Dcun1d5	729.3365645	-0.171765023	0.086945562	-1.975546765	0.048206133	0.192909652
Dcxr	50.42319274	-0.605358748	0.305812441	-1.979509876	0.047758629	0.191576616
Dda1	444.9244348	-0.139940041	0.101389275	-1.380225286	0.167517291	0.406356006
Ddah2	11.45436974	-0.298040681	0.613247166	-0.486004172	0.626964208	0.809397527
Ddb1	4353.415583	-0.077250027	0.069460367	-1.112145402	0.266075638	0.523626597
Ddb2	27.99707088	-0.022567403	0.370800433	-0.060861317	0.951469657	0.981213817
Ddhd1	140.3975507	0.072612038	0.173396106	0.418763946	0.675388656	0.838221405
Ddhd2	243.3651911	0.258460595	0.122481393	2.110202934	0.03484088	0.154959372
Ddi1	4.228418836	1.723377844	1.280264243	1.346111049	0.178266706	0.420514855
Ddi2	823.7020758	-0.023962532	0.072648031	-0.329844201	0.741517687	0.87636118
Ddias	167.9546065	-0.057858358	0.326935024	-0.17697204	0.859530352	0.936327592
Ddit3	49.2907794	0.420338267	0.298840733	1.40656283	0.159557062	0.395634012
Ddit4	18.35334426	-0.836562816	0.478209001	-1.749366519	0.080227684	0.263957428
Ddn	8.05664421	2.045287478	0.82660716	2.474316189	0.013349149	0.082250832
Ddo	8.674888761	2.074063463	1.016464978	2.040467216	0.041303813	0.174120693
Ddost	2002.12841	0.027230675	0.059732745	0.455875168	0.648479747	0.821887184
Ddr1	7.561786265	0.589076902	1.048733547	0.561703117	0.57431831	0.774606267
Ddr2	13.05923973	0.895507032	0.725274421	1.234714759	0.216936681	0.469260823
Ddrgk1	259.4883916	0.322722899	0.124051934	2.601514456	0.009281315	0.063103663
Ddt	26.83592775	-0.832707675	0.413369235	-2.014440369	0.04396332	0.181540607
Ddx1	1882.234764	0.051119933	0.053770528	0.95070542	0.341753936	0.595046275
Ddx10	536.042099	0.022817791	0.104918887	0.2174803	0.827834058	0.922015523
Ddx11	392.3811616	0.282692287	0.115350332	2.450727988	0.014256765	0.085856442
Ddx17	1393.424531	-0.243926572	0.062361428	-3.911497561	9.17256E-05	0.001536065
Ddx18	1057.377271	-0.423603167	0.068192891	-6.211837683	5.23685E-10	2.34246E-08
Ddx19a	629.4056119	0.136805132	0.084619486	1.61670955	0.105940991	0.313189137
Ddx19b	252.8182956	0.052428767	0.12722527	0.412093972	0.680270547	0.840708797
Ddx20	626.1420985	-0.008814716	0.088120359	-0.100030409	0.920320184	0.965551659
Ddx21	3575.618451	-0.109786929	0.058677777	-1.871013756	0.061343174	0.223991537
Ddx23	98.07212551	-0.323459212	0.200524374	-1.613066811	0.106729993	0.314477671
Ddx24	1933.438781	-0.281440191	0.068720527	-4.095431212	4.21383E-05	0.000773275
Ddx25	6.880319544	-0.816604091	1.024929014	-0.796742096	0.425600831	0.667859656
Ddx27	797.5669379	-0.137414598	0.081481317	-1.68645529	0.09170814	0.287536842
Ddx28	167.0206325	-0.267278166	0.153704606	-1.738907982	0.08205095	0.268170921
Ddx31	274.7161398	-0.142961191	0.124423684	-1.148986966	0.250561355	0.507315859
Ddx39	1531.431163	-0.132853884	0.060330371	-2.202106201	0.027657808	0.13408612
Ddx39b	2581.125473	-0.03329037	0.06571809	-0.506563262	0.612461291	0.800549539
Ddx3x	5404.278552	0.029964768	0.041186093	0.727545777	0.466891683	0.700848504
Ddx3y	799.2496438	0.134540518	0.08266581	1.627523146	0.103626037	0.309218093
Ddx41	816.2961663	-0.179246098	0.078613241	-2.280100614	0.022601722	0.117125843
Ddx42	700.8169365	-0.036883562	0.084832574	-0.434780651	0.663721651	0.831594644
Ddx43	104.5669132	0.10029491	0.221074287	0.453670624	0.650065914	0.822747235
Ddx46	1552.541571	-0.054352705	0.070655352	-0.769265216	0.441735882	0.68038436
Ddx47	593.2027706	-0.027536398	0.088111395	-0.312518015	0.754646874	0.883461288
Ddx49	204.4572749	0.023542814	0.13891771	0.16947309	0.865424537	0.937908424
Ddx5	6469.958954	-0.085273714	0.041669991	-2.046405886	0.040716453	0.172319432
Ddx50	388.6016438	0.060780611	0.105015512	0.578777455	0.562739345	0.766111477
Ddx51	468.7717276	-0.044673639	0.099999614	-0.446738114	0.655064159	0.825691735
Ddx52	531.1053252	-0.097280706	0.08686499	-1.119906948	0.262753417	0.520025131
Ddx54	802.3144932	-0.203549143	0.084743543	-2.401942797	0.016308258	0.093926175
Ddx55	171.5271395	-0.096780102	0.150308636	-0.643875861	0.519655936	0.737376752
Ddx56	595.2237422	-0.045730225	0.082472805	-0.554488534	0.579244551	0.7787421
Ddx58	875.4916196	-1.35890254	0.076632946	-17.73261526	2.34851E-70	1.52072E-67
Ddx59	67.1817915	-0.184106588	0.246401994	-0.74717978	0.454955048	0.690378165
Ddx6	623.5018734	0.257873076	0.109030949	2.365136484	0.018023427	0.100484857
Ddx60	124.1006882	-0.760930621	0.192537259	-3.952121394	7.74614E-05	0.001333317
Deaf1	205.4135773	-0.043765411	0.137601923	-0.318058132	0.750440842	0.881293252
Decr2	54.07785922	0.359923653	0.304565449	1.181761274	0.237300438	0.494454697
Dedd	17.23820817	0.143313839	0.563129355	0.254495415	0.799112846	0.906773377
Dedd2	54.20909171	-0.365870074	0.268887144	-1.360682656	0.173613998	0.414248665
Def6	230.3759091	-0.880307143	0.148355664	-5.933761624	2.96072E-09	1.18761E-07
Def8	294.8957426	-0.334208216	0.113539021	-2.943553792	0.003244674	0.028631461
Degs1	826.2411063	-0.247552976	0.079928879	-3.097165617	0.001953807	0.019072409
Degs2	5.115084887	2.42111547	1.184402428	2.04416625	0.040937126	0.172823049
Dek	2312.444057	0.188597706	0.059264492	3.18230525	0.001461077	0.015166206
Dele1	278.1034602	0.106339913	0.144405361	0.73639865	0.461488126	0.696167653
Dennd1a	226.9610012	-0.321033529	0.128413445	-2.499999354	0.012419353	0.078106304
Dennd1b	411.0108209	-0.024579267	0.096673978	-0.254249053	0.799303157	0.906801629
Dennd1c	46.43409491	0.112131408	0.30787445	0.364211476	0.715700098	0.861933393
Dennd2a	160.9926299	0.227980751	0.167783152	1.358782142	0.174215634	0.415174236
Dennd2c	298.2061255	-0.311692474	0.113600141	-2.743768369	0.006073838	0.045757367
Dennd2d	199.7691429	0.193105623	0.174085645	1.109256441	0.267319571	0.524617474
Dennd3	62.12380894	-0.196882573	0.295619355	-0.666000278	0.505410923	0.728200357
Dennd4a	538.3956673	-0.141780923	0.101006455	-1.403681795	0.160413626	0.39703107
Dennd4b	597.350105	0.020122735	0.084385506	0.238461977	0.811522802	0.913727504
Dennd4c	527.9171227	0.137762533	0.098448751	1.399332461	0.16171331	0.39872667
Dennd5a	486.3290421	-0.101711868	0.096967772	-1.04892446	0.294212887	0.551591625
Dennd5b	8.223915567	1.730722549	0.86198194	2.007840848	0.044660207	0.18369313
Dennd6a	448.2473913	0.194571662	0.103108	1.887066596	0.059151369	0.21895215
Dennd6b	43.95856347	-0.070960877	0.307902793	-0.230465194	0.817730307	0.916845046
Denr	544.4256969	0.006316721	0.094981031	0.066505082	0.946975711	0.979237698
Depdc1a	187.6893301	0.212347439	0.293497753	0.723506182	0.469368958	0.702921281
Depdc1b	106.7510792	0.298042264	0.196312278	1.518204906	0.128962751	0.350586863
Depdc5	358.6804673	0.106220738	0.106934843	0.993322054	0.320553033	0.575126026
Depdc7	128.3301742	-0.109824317	0.174260003	-0.630232497	0.528542481	0.742813338
Depp1	4.365502847	0.095130811	1.126918763	0.084416742	0.932725096	0.972190393
Deptor	91.97084471	0.629452924	0.209850664	2.999527914	0.002703983	0.024776797
Dera	265.5173546	-0.362265797	0.125932067	-2.876676337	0.004018876	0.033485706
Derl1	1006.687094	-0.138918508	0.067564139	-2.05609824	0.039773048	0.169806563
Derl2	375.5668312	0.180424882	0.106041239	1.70145958	0.088856722	0.281648881
Derl3	4.223208713	0.419319684	1.221109781	0.34339229	0.731303359	0.870865698
Des	5.380094919	-0.362180032	1.109564471	-0.326416393	0.744109337	0.878104
Desi1	325.1690235	-0.265989049	0.113657221	-2.34027408	0.019269593	0.105021212
Desi2	483.9603725	0.076428027	0.097242325	0.785954337	0.431894239	0.673350275
Det1	165.0382438	0.072779842	0.15621764	0.465887472	0.641296049	0.817863176
Dexi	54.89658828	-0.392046819	0.264853073	-1.480242666	0.138808498	0.365080912
Dffa	158.3823314	-0.54449021	0.149469036	-3.64282948	0.000269657	0.003795862
Dffb	62.29460138	-0.719298751	0.245565051	-2.929157658	0.00339882	0.029557077
Dgat1	93.61351822	0.145498057	0.207238275	0.702081008	0.482628646	0.711644364
Dgat2	13.94506463	-0.225199217	0.561636936	-0.400969385	0.688442664	0.846036999
Dgcr2	728.093672	-0.244151275	0.077074746	-3.167720781	0.00153639	0.015749273
Dgcr6	91.60956787	-0.327438642	0.208477451	-1.570618982	0.116271178	0.33028107
Dgcr8	511.6309643	0.187723411	0.097395642	1.927431311	0.053925901	0.207847051
Dgka	19.64787608	-0.215922753	0.480010229	-0.449829484	0.652833397	0.823983831
Dgkb	4.550890555	1.004132143	1.218725052	0.823920163	0.409984923	0.657116335
Dgkd	1634.566197	-0.502088732	0.064976308	-7.727258572	1.09887E-14	7.86446E-13
Dgke	88.60986314	0.095867252	0.213132935	0.44980027	0.652854463	0.823983831
Dgkg	104.3383028	-0.485976691	0.18496299	-2.62742666	0.008603339	0.059779355
Dgkh	69.70141007	1.047380517	0.25381826	4.126497904	3.68329E-05	0.000687987
