gene_id	fujiabin-LncRNA-T.bam	fujiabin-LncRNA-N.bam
ENSG00000277578	0	0
ENSG00000277579	0	0
ENSG00000277581	0	0
ENSG00000277582	0	0
ENSG00000277583	0	0
ENSG00000277586	22	0
ENSG00000277587	1	0
ENSG00000277588	0	0
ENSG00000277589	0	0
ENSG00000277590	0	0
ENSG00000277591	0	0
ENSG00000277592	0	0
ENSG00000277595	4	3
ENSG00000277597	0	0
ENSG00000277598	0	1
ENSG00000277599	0	0
ENSG00000277602	0	0
ENSG00000277604	0	0
ENSG00000277605	0	0
ENSG00000277608	0	0
ENSG00000277610	0	0
ENSG00000277611	0	0
ENSG00000277613	0	0
ENSG00000277617	0	0
ENSG00000277618	0	0
ENSG00000277619	1	0
ENSG00000277621	1	1
ENSG00000277624	0	0
ENSG00000277628	0	0
ENSG00000277630	0	0
ENSG00000277631	0	0
ENSG00000277632	0	0
ENSG00000277634	0	0
ENSG00000277635	0	0
ENSG00000277636	0	0
ENSG00000277637	0	0
ENSG00000277639	0	0
ENSG00000277640	0	1
ENSG00000277646	0	0
ENSG00000277647	0	0
ENSG00000277651	0	0
ENSG00000277653	0	0
ENSG00000277654	1	0
ENSG00000277655	0	0
ENSG00000277661	0	0
ENSG00000277662	4	13
ENSG00000277666	0	0
ENSG00000277668	0	0
ENSG00000277669	0	0
ENSG00000277670	0	0
ENSG00000277671	0	0
ENSG00000277672	6	0
ENSG00000277673	0	0
ENSG00000277675	5	2
ENSG00000277677	13	2
ENSG00000277678	97	18
ENSG00000277681	0	0
ENSG00000277684	51	12
ENSG00000277687	0	0
ENSG00000277688	9	1
ENSG00000277689	0	5
ENSG00000277690	0	0
ENSG00000277692	1	0
ENSG00000277693	0	0
ENSG00000277694	0	0
ENSG00000277695	9	5
ENSG00000277697	0	0
ENSG00000277698	0	0
ENSG00000277701	0	5
ENSG00000277702	0	0
ENSG00000277704	0	0
ENSG00000277705	4	5
ENSG00000277708	0	0
ENSG00000277710	0	0
ENSG00000277711	0	0
ENSG00000277713	0	0
ENSG00000277715	0	0
ENSG00000277717	0	0
ENSG00000277718	3	0
ENSG00000277720	0	0
ENSG00000277721	0	0
ENSG00000277723	0	0
ENSG00000277726	0	0
ENSG00000277728	91	108
ENSG00000277732	0	0
ENSG00000277734	4	5
ENSG00000277737	0	0
ENSG00000277738	0	0
ENSG00000277739	0	0
ENSG00000277740	0	0
ENSG00000277741	0	1
ENSG00000277743	0	0
ENSG00000277744	1	0
ENSG00000277745	0	1
ENSG00000277746	0	0
ENSG00000277747	0	0
ENSG00000277748	0	0
ENSG00000277749	0	0
ENSG00000277752	64	63
ENSG00000277754	0	0
ENSG00000277755	0	0
ENSG00000277757	0	0
ENSG00000277758	20	11
ENSG00000277759	0	0
ENSG00000277761	0	0
ENSG00000277762	0	0
ENSG00000277763	0	0
ENSG00000277764	0	0
ENSG00000277766	0	0
ENSG00000277767	0	16
ENSG00000277769	0	7
ENSG00000277770	0	0
ENSG00000277771	0	0
ENSG00000277774	0	0
ENSG00000277775	0	0
ENSG00000277777	0	0
ENSG00000277778	248	157
ENSG00000277782	0	0
ENSG00000277784	0	0
ENSG00000277785	0	0
ENSG00000277790	7	7
ENSG00000277791	0	0
ENSG00000277794	0	1
ENSG00000277795	2	0
ENSG00000277797	9	11
ENSG00000277801	764	812
ENSG00000277803	0	0
ENSG00000277806	0	0
ENSG00000277809	0	0
ENSG00000277817	0	0
ENSG00000277818	0	47
ENSG00000277825	0	0
ENSG00000277826	0	0
ENSG00000277828	0	0
ENSG00000277829	0	0
ENSG00000277830	0	0
ENSG00000277831	0	0
ENSG00000277836	0	0
ENSG00000277837	0	0
ENSG00000277840	1	6
ENSG00000277841	0	0
ENSG00000277842	0	0
ENSG00000277846	0	0
ENSG00000277851	0	0
ENSG00000277852	0	0
ENSG00000277855	30	12
ENSG00000277856	0	0
ENSG00000277858	0	0
ENSG00000277859	1	0
ENSG00000277862	0	0
ENSG00000277863	0	0
ENSG00000277864	0	0
ENSG00000277865	0	0
ENSG00000277866	6	1
ENSG00000277867	0	0
ENSG00000277869	0	0
ENSG00000277870	0	0
ENSG00000277872	0	0
ENSG00000277873	73	8
ENSG00000277876	17	0
ENSG00000277878	0	0
ENSG00000277879	36	3
ENSG00000277880	0	0
ENSG00000277881	0	0
ENSG00000277882	6	3
ENSG00000277883	0	0
ENSG00000277887	0	0
ENSG00000277888	0	0
ENSG00000277889	0	0
ENSG00000277890	0	0
ENSG00000277892	0	0
ENSG00000277893	0	0
ENSG00000277895	53	22
ENSG00000277899	0	0
ENSG00000277900	0	0
ENSG00000277901	0	0
ENSG00000277903	0	0
ENSG00000277904	0	0
ENSG00000277907	0	0
ENSG00000277911	0	0
ENSG00000277912	0	28
ENSG00000277913	76	66
ENSG00000277914	0	0
ENSG00000277916	0	0
ENSG00000277918	0	0
ENSG00000277919	0	0
ENSG00000277920	0	0
ENSG00000277922	0	0
ENSG00000277925	0	0
ENSG00000277927	0	0
ENSG00000277930	0	0
ENSG00000277932	0	0
ENSG00000277935	0	0
ENSG00000277938	0	0
ENSG00000277941	0	0
ENSG00000277942	0	0
ENSG00000277945	0	0
ENSG00000277946	0	0
ENSG00000277947	0	0
ENSG00000277948	0	0
ENSG00000277950	0	0
ENSG00000277952	0	1
ENSG00000277954	28	4
ENSG00000277957	0	0
ENSG00000277958	0	0
ENSG00000277959	18	13
ENSG00000277965	0	0
ENSG00000277966	0	0
ENSG00000277967	0	0
ENSG00000277968	7	22
ENSG00000277969	0	0
ENSG00000277971	0	0
ENSG00000277972	0	0
ENSG00000277973	3	0
ENSG00000277975	0	0
ENSG00000277977	0	9
ENSG00000277978	95	37
ENSG00000277979	0	0
ENSG00000277981	7	1
ENSG00000277984	0	0
ENSG00000277985	0	0
ENSG00000277986	0	0
ENSG00000277987	0	1
ENSG00000277988	0	1
ENSG00000277991	0	0
ENSG00000277994	1	4
ENSG00000277997	0	0
ENSG00000277998	0	3
ENSG00000277999	0	0
ENSG00000278000	48	2
ENSG00000278001	0	0
ENSG00000278002	12	22
ENSG00000278004	0	0
ENSG00000278007	0	0
ENSG00000278008	0	0
ENSG00000278009	9	6
ENSG00000278010	0	0
ENSG00000278011	0	0
ENSG00000278012	0	0
ENSG00000278013	0	0
ENSG00000278017	22	31
ENSG00000278020	0	0
ENSG00000278022	0	0
ENSG00000278023	0	0
ENSG00000278026	0	0
ENSG00000278028	0	0
ENSG00000278030	0	0
ENSG00000278034	0	0
ENSG00000278035	0	0
ENSG00000278038	0	0
ENSG00000278039	0	0
ENSG00000278040	0	0
ENSG00000278041	0	0
ENSG00000278044	0	0
ENSG00000278045	0	0
ENSG00000278048	0	0
ENSG00000278050	0	0
ENSG00000278052	0	0
ENSG00000278053	0	8
ENSG00000278054	0	0
ENSG00000278055	0	0
ENSG00000278057	1	0
ENSG00000278058	0	0
ENSG00000278060	0	0
ENSG00000278066	0	0
ENSG00000278068	0	0
ENSG00000278069	0	0
ENSG00000278071	0	0
ENSG00000278072	0	0
ENSG00000278073	0	0
ENSG00000278075	0	0
ENSG00000278077	0	0
ENSG00000278078	1	0
ENSG00000278080	1	0
ENSG00000278083	5	3
ENSG00000278084	0	0
ENSG00000278085	0	0
ENSG00000278089	0	0
ENSG00000278090	3	27
ENSG00000278095	0	6
ENSG00000278097	0	0
ENSG00000278098	0	0
ENSG00000278099	0	0
ENSG00000278100	0	0
ENSG00000278102	0	8
ENSG00000278103	0	0
ENSG00000278104	0	0
ENSG00000278106	0	0
ENSG00000278107	0	0
ENSG00000278108	0	0
ENSG00000278109	0	0
ENSG00000278110	0	0
ENSG00000278112	0	1
ENSG00000278113	0	0
ENSG00000278122	0	0
ENSG00000278123	0	0
ENSG00000278124	0	0
ENSG00000278126	0	0
ENSG00000278128	0	0
ENSG00000278129	0	0
ENSG00000278130	6	0
ENSG00000278131	2	8
ENSG00000278133	0	0
ENSG00000278134	0	0
ENSG00000278135	0	0
ENSG00000278138	0	0
ENSG00000278139	0	0
ENSG00000278143	0	0
ENSG00000278144	0	0
ENSG00000278146	5	1
ENSG00000278147	0	0
ENSG00000278151	0	0
ENSG00000278153	0	0
ENSG00000278156	300	343
ENSG00000278158	0	0
ENSG00000278159	0	0
ENSG00000278160	0	0
ENSG00000278171	0	0
ENSG00000278172	0	0
ENSG00000278175	14	6
ENSG00000278177	21	35
ENSG00000278180	0	0
ENSG00000278181	0	0
ENSG00000278182	0	0
ENSG00000278184	0	0
ENSG00000278188	0	0
ENSG00000278189	0	0
ENSG00000278192	0	1
ENSG00000278193	0	0
ENSG00000278195	0	0
ENSG00000278196	0	0
ENSG00000278197	0	0
ENSG00000278198	0	0
ENSG00000278200	0	0
ENSG00000278202	0	0
ENSG00000278204	0	0
ENSG00000278205	0	0
ENSG00000278206	165	27
ENSG00000278212	0	0
ENSG00000278213	0	0
ENSG00000278214	2	3
ENSG00000278215	36	9
ENSG00000278217	0	0
ENSG00000278218	0	0
ENSG00000278221	0	0
ENSG00000278222	0	0
ENSG00000278223	0	0
ENSG00000278224	4	2
ENSG00000278226	0	0
ENSG00000278231	0	0
ENSG00000278233	0	0
ENSG00000278234	12	0
ENSG00000278236	2	2
ENSG00000278237	0	0
ENSG00000278238	0	0
ENSG00000278239	0	0
ENSG00000278242	0	0
ENSG00000278249	0	0
ENSG00000278250	0	0
ENSG00000278254	0	0
ENSG00000278255	0	0
ENSG00000278256	0	0
ENSG00000278259	0	0
ENSG00000278261	0	0
ENSG00000278263	0	0
ENSG00000278264	0	0
ENSG00000278265	0	0
ENSG00000278266	0	0
ENSG00000278267	0	0
ENSG00000278272	1	1
ENSG00000278273	0	0
ENSG00000278274	0	0
ENSG00000278275	78	19
ENSG00000278276	0	0
ENSG00000278278	0	0
ENSG00000278281	0	0
ENSG00000278283	0	0
ENSG00000278287	0	0
ENSG00000278289	0	0
ENSG00000278291	0	8
ENSG00000278292	0	0
ENSG00000278294	0	0
ENSG00000278299	0	0
ENSG00000278301	0	0
ENSG00000278305	0	0
ENSG00000278311	0	0
ENSG00000278313	0	11
ENSG00000278317	0	0
ENSG00000278318	0	0
ENSG00000278319	0	0
ENSG00000278324	0	0
ENSG00000278328	0	0
ENSG00000278330	294	161
ENSG00000278331	0	0
ENSG00000278332	0	1
ENSG00000278333	0	0
ENSG00000278334	0	0
ENSG00000278337	0	0
ENSG00000278338	0	4
ENSG00000278340	0	0
ENSG00000278341	34	36
ENSG00000278342	0	0
ENSG00000278343	0	0
ENSG00000278344	4	0
ENSG00000278346	0	0
ENSG00000278348	0	0
ENSG00000278349	0	0
ENSG00000278351	0	0
ENSG00000278356	0	0
ENSG00000278358	0	0
ENSG00000278359	0	0
ENSG00000278367	125	54
ENSG00000278370	1	1
ENSG00000278374	22	7
ENSG00000278376	0	6
ENSG00000278381	0	0
ENSG00000278382	0	0
ENSG00000278383	28	18
ENSG00000278384	0	0
ENSG00000278385	0	0
ENSG00000278388	0	0
ENSG00000278389	1	0
ENSG00000278390	93	94
ENSG00000278391	0	0
ENSG00000278395	0	0
ENSG00000278396	0	0
ENSG00000278399	3	0
ENSG00000278400	0	0
ENSG00000278404	0	0
ENSG00000278406	0	0
ENSG00000278408	262	7
ENSG00000278410	0	0
ENSG00000278412	0	0
ENSG00000278413	21	11
ENSG00000278416	46	45
ENSG00000278418	0	0
ENSG00000278419	0	0
ENSG00000278420	0	0
ENSG00000278421	42	48
ENSG00000278422	0	0
ENSG00000278424	0	0
ENSG00000278428	0	0
ENSG00000278431	1	7
ENSG00000278433	4	0
ENSG00000278434	6	4
ENSG00000278438	0	2
ENSG00000278441	0	0
ENSG00000278445	0	0
ENSG00000278446	0	0
ENSG00000278447	0	0
ENSG00000278449	0	0
ENSG00000278454	0	0
ENSG00000278455	0	0
ENSG00000278456	141	10
ENSG00000278457	0	0
ENSG00000278459	0	0
ENSG00000278462	0	0
ENSG00000278463	1	0
ENSG00000278464	4	21
ENSG00000278465	0	0
ENSG00000278467	0	0
ENSG00000278469	0	0
ENSG00000278472	0	0
ENSG00000278473	0	0
ENSG00000278475	0	1
ENSG00000278477	0	0
ENSG00000278478	0	0
ENSG00000278480	0	0
ENSG00000278482	0	0
ENSG00000278483	15	0
ENSG00000278484	0	0
ENSG00000278485	0	0
ENSG00000278486	43	17
ENSG00000278487	12	10
ENSG00000278492	0	0
ENSG00000278493	0	0
ENSG00000278496	23	15
ENSG00000278497	0	0
ENSG00000278498	0	0
ENSG00000278499	0	0
ENSG00000278500	0	0
ENSG00000278502	0	0
ENSG00000278505	0	0
ENSG00000278510	0	0
ENSG00000278513	85	24
ENSG00000278514	0	1
ENSG00000278517	0	2
ENSG00000278518	7	4
ENSG00000278520	0	0
ENSG00000278522	0	0
ENSG00000278523	4	11
ENSG00000278524	0	0
ENSG00000278525	0	0
ENSG00000278526	0	0
ENSG00000278527	0	0
ENSG00000278528	0	0
ENSG00000278529	0	0
ENSG00000278530	0	0
ENSG00000278531	0	0
ENSG00000278532	1	0
ENSG00000278535	2	0
ENSG00000278537	0	0
ENSG00000278540	0	0
ENSG00000278541	0	0
ENSG00000278543	1	4
ENSG00000278546	0	2
ENSG00000278549	0	0
ENSG00000278551	0	0
ENSG00000278552	0	0
ENSG00000278554	1	0
ENSG00000278558	0	2
ENSG00000278561	0	0
ENSG00000278569	1	0
ENSG00000278570	36	57
ENSG00000278571	0	0
ENSG00000278572	0	0
ENSG00000278573	0	0
ENSG00000278576	0	0
ENSG00000278577	0	0
ENSG00000278580	0	0
ENSG00000278581	44	20
ENSG00000278582	0	0
ENSG00000278585	0	0
ENSG00000278586	0	2
ENSG00000278587	0	0
ENSG00000278588	0	0
ENSG00000278589	0	0
ENSG00000278590	0	0
ENSG00000278591	0	0
ENSG00000278592	0	0
ENSG00000278593	0	0
ENSG00000278594	4	0
ENSG00000278595	0	0
ENSG00000278596	0	0
ENSG00000278598	0	0
ENSG00000278599	0	0
ENSG00000278600	0	0
ENSG00000278601	47	74
ENSG00000278602	0	0
ENSG00000278603	0	0
ENSG00000278604	0	0
ENSG00000278607	0	1
ENSG00000278610	0	0
ENSG00000278611	10	0
ENSG00000278615	0	0
ENSG00000278616	28	88
ENSG00000278617	0	0
ENSG00000278618	0	0
ENSG00000278619	0	0
ENSG00000278621	5077	368
ENSG00000278625	0	0
ENSG00000278626	0	0
ENSG00000278627	0	0
ENSG00000278630	0	0
ENSG00000278631	0	0
ENSG00000278633	0	0
ENSG00000278635	44	8
ENSG00000278636	0	0
ENSG00000278637	0	0
ENSG00000278638	0	0
ENSG00000278640	0	0
ENSG00000278641	0	0
ENSG00000278642	0	0
ENSG00000278643	0	0
ENSG00000278646	0	0
ENSG00000278647	0	0
ENSG00000278650	0	0
ENSG00000278654	0	0
ENSG00000278655	1	0
ENSG00000278657	0	0
ENSG00000278658	0	0
ENSG00000278661	2	0
ENSG00000278662	0	4
ENSG00000278664	0	0
ENSG00000278665	0	0
ENSG00000278667	0	0
ENSG00000278668	0	0
ENSG00000278672	0	0
ENSG00000278673	0	0
ENSG00000278674	0	0
ENSG00000278677	0	0
ENSG00000278678	0	0
ENSG00000278681	0	0
ENSG00000278683	0	0
ENSG00000278684	6	0
ENSG00000278685	0	48
ENSG00000278687	0	0
ENSG00000278690	0	0
ENSG00000278694	0	0
ENSG00000278696	0	0
ENSG00000278698	0	0
ENSG00000278700	0	0
ENSG00000278701	0	0
ENSG00000278702	0	0
ENSG00000278703	0	0
ENSG00000278704	0	83
ENSG00000278705	0	0
ENSG00000278708	0	0
ENSG00000278709	3	4
ENSG00000278713	77	24
ENSG00000278715	0	0
ENSG00000278716	0	0
ENSG00000278719	24	10
ENSG00000278720	0	0
ENSG00000278722	181	35
ENSG00000278724	0	0
ENSG00000278725	0	7
ENSG00000278727	15	23
ENSG00000278730	0	0
ENSG00000278732	0	0
ENSG00000278733	0	0
ENSG00000278734	0	0
ENSG00000278735	0	0
ENSG00000278736	0	0
ENSG00000278737	0	2
ENSG00000278739	0	0
ENSG00000278740	0	0
ENSG00000278743	0	0
ENSG00000278744	5	1
ENSG00000278745	0	30
ENSG00000278746	0	1
ENSG00000278752	0	0
ENSG00000278754	0	0
ENSG00000278756	0	0
ENSG00000278757	0	0
ENSG00000278761	0	0
ENSG00000278763	0	0
ENSG00000278764	1	0
ENSG00000278765	101	213
ENSG00000278766	7	1
ENSG00000278768	165	76
ENSG00000278769	103	58
ENSG00000278770	0	0
ENSG00000278771	0	0
ENSG00000278773	0	0
ENSG00000278774	0	0
ENSG00000278775	0	0
ENSG00000278778	0	0
ENSG00000278782	0	0
ENSG00000278783	0	12
ENSG00000278784	2	0
ENSG00000278785	0	0
ENSG00000278790	0	0
ENSG00000278791	10	15
ENSG00000278793	0	0
ENSG00000278794	0	0
ENSG00000278797	5	7
ENSG00000278799	0	0
ENSG00000278802	0	0
ENSG00000278803	0	0
ENSG00000278807	6	0
ENSG00000278811	284	241
ENSG00000278813	0	0
ENSG00000278815	0	0
ENSG00000278816	0	0
ENSG00000278817	0	6
ENSG00000278818	0	0
ENSG00000278819	18	4
ENSG00000278822	0	0
ENSG00000278824	0	0
ENSG00000278825	0	0
ENSG00000278828	0	0
ENSG00000278829	0	0
ENSG00000278830	0	0
ENSG00000278831	171	120
ENSG00000278834	1	0
ENSG00000278837	0	0
ENSG00000278838	0	0
ENSG00000278840	0	0
ENSG00000278842	0	0
ENSG00000278845	0	0
ENSG00000278847	0	4
ENSG00000278848	0	0
ENSG00000278849	0	0
ENSG00000278851	0	0
ENSG00000278852	0	0
ENSG00000278854	0	0
ENSG00000278857	0	0
ENSG00000278859	0	0
ENSG00000278860	0	0
ENSG00000278861	0	0
ENSG00000278862	16	0
ENSG00000278863	0	0
ENSG00000278864	0	0
ENSG00000278865	0	0
ENSG00000278866	0	0
ENSG00000278867	0	0
ENSG00000278869	0	0
ENSG00000278870	0	0
ENSG00000278872	0	0
ENSG00000278873	0	0
ENSG00000278874	0	0
ENSG00000278875	0	0
ENSG00000278876	0	6
ENSG00000278877	0	0
ENSG00000278878	0	0
ENSG00000278879	114	75
ENSG00000278880	16	35
ENSG00000278881	66	49
ENSG00000278884	0	0
ENSG00000278885	0	0
ENSG00000278886	0	0
ENSG00000278887	0	0
ENSG00000278889	0	11
ENSG00000278890	0	0
ENSG00000278891	0	0
ENSG00000278892	1	0
ENSG00000278893	0	0
ENSG00000278894	0	6
ENSG00000278895	0	0
ENSG00000278896	0	0
ENSG00000278897	0	0
ENSG00000278898	4	1
ENSG00000278899	45	24
ENSG00000278900	0	0
ENSG00000278901	1	0
ENSG00000278902	0	0
ENSG00000278903	0	0
ENSG00000278905	4	0
ENSG00000278907	0	0
ENSG00000278908	0	0
ENSG00000278909	0	0
ENSG00000278910	0	0
ENSG00000278911	0	1
ENSG00000278912	0	0
ENSG00000278913	16	1
ENSG00000278914	0	0
ENSG00000278915	0	0
ENSG00000278916	0	4
ENSG00000278917	41	6
ENSG00000278918	74	77
ENSG00000278920	0	0
ENSG00000278921	13	3
ENSG00000278922	25	14
ENSG00000278923	0	0
ENSG00000278924	2	0
ENSG00000278925	0	0
ENSG00000278926	0	0
ENSG00000278927	0	0
ENSG00000278928	0	0
ENSG00000278929	0	0
ENSG00000278931	0	0
ENSG00000278932	2	1
ENSG00000278933	0	0
ENSG00000278934	5	9
ENSG00000278935	7	0
ENSG00000278936	126	69
ENSG00000278937	0	1
ENSG00000278941	0	0
ENSG00000278942	6	3
ENSG00000278943	0	0
ENSG00000278944	0	0
ENSG00000278945	0	0
ENSG00000278946	0	1
ENSG00000278948	0	4
ENSG00000278949	0	0
ENSG00000278950	0	0
ENSG00000278952	29	20
ENSG00000278953	0	0
ENSG00000278954	7	0
ENSG00000278955	0	0
ENSG00000278957	0	0
ENSG00000278958	0	0
ENSG00000278959	0	4
ENSG00000278960	0	47
ENSG00000278961	0	0
ENSG00000278962	0	0
ENSG00000278963	0	0
ENSG00000278964	0	0
ENSG00000278965	0	0
ENSG00000278966	19	14
ENSG00000278967	38	17
ENSG00000278969	15	1
ENSG00000278970	11	26
ENSG00000278971	0	0
ENSG00000278972	0	4
ENSG00000278973	0	0
ENSG00000278974	46	24
ENSG00000278975	0	0
ENSG00000278977	30	0
ENSG00000278978	0	0
ENSG00000278979	0	0
ENSG00000278980	0	0
ENSG00000278981	0	1
ENSG00000278982	7	0
ENSG00000278983	0	0
ENSG00000278985	0	0
ENSG00000278986	0	0
ENSG00000278987	0	0
ENSG00000278988	0	0
ENSG00000278989	19	11
ENSG00000278990	0	0
ENSG00000278991	0	2
ENSG00000278992	0	0
ENSG00000278993	110	31
ENSG00000278994	0	0
ENSG00000278995	0	1
ENSG00000278996	0	0
ENSG00000278997	15	43
ENSG00000278998	4	0
ENSG00000278999	125	95
ENSG00000279000	0	0
ENSG00000279001	0	0
ENSG00000279002	0	0
ENSG00000279004	0	0
ENSG00000279005	0	0
ENSG00000279006	930	185
ENSG00000279009	42	36
ENSG00000279010	12	51
ENSG00000279011	0	1
ENSG00000279012	0	0
ENSG00000279013	0	0
ENSG00000279014	0	0
ENSG00000279015	0	0
ENSG00000279016	0	0
ENSG00000279017	0	0
ENSG00000279019	69	53
ENSG00000279020	0	0
ENSG00000279021	919	155
ENSG00000279022	0	0
ENSG00000279023	0	0
ENSG00000279024	0	0
ENSG00000279025	0	0
ENSG00000279026	1	8
ENSG00000279028	0	0
ENSG00000279029	832	465
ENSG00000279030	0	0
ENSG00000279031	0	1
ENSG00000279032	0	0
ENSG00000279033	319	276
ENSG00000279034	0	0
ENSG00000279035	158	48
ENSG00000279036	0	14
ENSG00000279039	10	0
ENSG00000279040	3	0
ENSG00000279041	14	12
ENSG00000279042	0	0
ENSG00000279043	4	0
ENSG00000279044	0	0
ENSG00000279045	0	0
ENSG00000279046	0	0
ENSG00000279047	59	54
ENSG00000279048	1	0
ENSG00000279049	14	0
ENSG00000279050	0	0
ENSG00000279051	0	0
ENSG00000279056	0	0
ENSG00000279057	44	23
ENSG00000279058	0	0
ENSG00000279059	118	21
ENSG00000279061	0	0
ENSG00000279062	0	0
ENSG00000279063	6	0
ENSG00000279064	0	0
ENSG00000279065	0	0
ENSG00000279066	7	2
ENSG00000279067	2	15
ENSG00000279068	0	0
ENSG00000279069	414	233
ENSG00000279070	18	80
ENSG00000279071	206	58
ENSG00000279072	0	0
ENSG00000279073	0	0
ENSG00000279074	0	0
ENSG00000279075	0	0
ENSG00000279076	0	0
ENSG00000279077	0	0
ENSG00000279078	6	13
ENSG00000279080	265	186
ENSG00000279081	0	0
ENSG00000279082	0	0
ENSG00000279083	92	170
ENSG00000279085	249	53
ENSG00000279086	34	7
ENSG00000279087	0	0
ENSG00000279088	203	49
ENSG00000279089	28	36
ENSG00000279090	0	0
ENSG00000279091	0	1
ENSG00000279092	0	0
ENSG00000279093	3	0
ENSG00000279094	0	0
ENSG00000279095	2	2
ENSG00000279096	0	1
ENSG00000279097	0	0
ENSG00000279098	0	0
ENSG00000279099	0	0
ENSG00000279100	1	0
ENSG00000279103	4	3
ENSG00000279104	0	0
ENSG00000279106	0	0
ENSG00000279107	0	0
ENSG00000279108	0	0
ENSG00000279110	2824	464
ENSG00000279111	0	0
ENSG00000279113	0	0
ENSG00000279114	0	0
ENSG00000279115	0	0
ENSG00000279116	0	0
ENSG00000279117	0	0
ENSG00000279118	12	0
ENSG00000279119	0	0
ENSG00000279120	0	0
ENSG00000279121	27	18
ENSG00000279122	4	0
ENSG00000279123	15	8
ENSG00000279124	0	0
ENSG00000279125	0	0
ENSG00000279127	2	0
ENSG00000279128	33	42
ENSG00000279129	207	75
ENSG00000279130	0	0
ENSG00000279132	0	0
ENSG00000279133	0	0
ENSG00000279134	0	3
ENSG00000279135	1	0
ENSG00000279136	0	0
ENSG00000279137	1	0
ENSG00000279138	0	0
ENSG00000279139	0	0
ENSG00000279140	0	0
ENSG00000279141	12	1
ENSG00000279142	0	0
ENSG00000279143	3	0
ENSG00000279144	0	2
ENSG00000279145	0	0
ENSG00000279146	0	0
ENSG00000279147	0	0
ENSG00000279148	0	0
ENSG00000279149	22	11
ENSG00000279151	0	0
ENSG00000279152	132	83
ENSG00000279153	0	0
ENSG00000279154	0	0
ENSG00000279155	91	78
ENSG00000279156	0	0
ENSG00000279157	0	0
ENSG00000279159	7369	7276
ENSG00000279160	0	5
ENSG00000279161	0	0
ENSG00000279162	0	1
ENSG00000279163	0	0
ENSG00000279164	0	7
ENSG00000279165	0	0
ENSG00000279166	0	0
ENSG00000279167	0	0
ENSG00000279168	0	0
ENSG00000279169	0	0
ENSG00000279170	0	0
ENSG00000279171	0	0
ENSG00000279172	116	508
ENSG00000279173	0	0
ENSG00000279174	2	0
ENSG00000279175	0	0
ENSG00000279176	0	0
ENSG00000279177	0	0
ENSG00000279179	95	49
ENSG00000279180	0	0
ENSG00000279181	9	1
ENSG00000279182	53	5
ENSG00000279186	0	0
ENSG00000279187	19	13
ENSG00000279189	0	0
ENSG00000279190	0	0
ENSG00000279191	0	0
ENSG00000279192	0	0
ENSG00000279193	0	0
ENSG00000279196	275	158
ENSG00000279197	0	0
ENSG00000279198	1014	175
ENSG00000279199	0	3
ENSG00000279200	0	0
ENSG00000279201	0	0
ENSG00000279202	0	0
ENSG00000279203	0	0
ENSG00000279204	0	0
ENSG00000279205	0	0
ENSG00000279206	0	4
ENSG00000279207	0	0
ENSG00000279208	1	4
ENSG00000279209	0	0
ENSG00000279211	0	0
ENSG00000279212	0	6
ENSG00000279213	0	0
ENSG00000279214	0	5
ENSG00000279217	0	0
ENSG00000279218	0	0
ENSG00000279220	0	0
ENSG00000279221	0	6
ENSG00000279222	0	0
ENSG00000279223	0	1
ENSG00000279225	0	1
ENSG00000279226	0	0
ENSG00000279227	0	0
ENSG00000279228	0	0
ENSG00000279231	0	0
ENSG00000279232	767	1537
ENSG00000279233	6	0
ENSG00000279235	0	0
ENSG00000279236	0	0
ENSG00000279237	0	0
ENSG00000279239	0	0
ENSG00000279240	5	0
ENSG00000279243	5	2
ENSG00000279245	0	0
ENSG00000279246	95	48
ENSG00000279248	0	0
ENSG00000279249	0	0
ENSG00000279250	0	0
ENSG00000279251	19	9
ENSG00000279253	2	1
ENSG00000279254	0	0
ENSG00000279255	0	0
ENSG00000279256	0	0
ENSG00000279259	0	0
ENSG00000279261	0	4
ENSG00000279262	55	53
ENSG00000279263	0	0
ENSG00000279264	0	0
ENSG00000279265	0	0
ENSG00000279266	0	0
ENSG00000279267	0	0
ENSG00000279268	0	0
ENSG00000279269	1	0
ENSG00000279270	0	0
ENSG00000279271	46	361
ENSG00000279273	0	0
ENSG00000279274	0	0
ENSG00000279275	57	29
ENSG00000279276	0	0
ENSG00000279277	0	0
ENSG00000279278	320	175
ENSG00000279281	0	0
ENSG00000279283	0	0
ENSG00000279284	0	0
ENSG00000279285	0	0
ENSG00000279286	0	0
ENSG00000279288	0	0
ENSG00000279289	0	0
ENSG00000279294	2	0
ENSG00000279295	0	0
ENSG00000279296	1183	386
ENSG00000279297	15	1
ENSG00000279298	0	0
ENSG00000279299	0	0
ENSG00000279300	0	0
ENSG00000279301	0	0
ENSG00000279302	0	0
ENSG00000279303	0	0
ENSG00000279304	2	1
ENSG00000279305	0	0
ENSG00000279306	0	0
ENSG00000279307	0	0
ENSG00000279310	0	0
ENSG00000279311	0	0
ENSG00000279312	0	0
ENSG00000279313	0	0
ENSG00000279314	123	414
ENSG00000279315	0	1
ENSG00000279317	0	18
ENSG00000279319	0	0
ENSG00000279320	0	0
ENSG00000279321	0	0
ENSG00000279322	87	53
ENSG00000279324	0	1
ENSG00000279325	0	0
ENSG00000279326	0	0
ENSG00000279328	0	0
ENSG00000279329	0	0
ENSG00000279330	0	0
ENSG00000279331	171	191
ENSG00000279332	94	4
ENSG00000279333	83	36
