Name	Control_P0_1	Control_P0_2	Control_P0_3	Heat_P0_1	Heat_P0_2	Heat_P0_3	log2Fold_change	qvalue
T11F9.21	0	0.076741183	0.051486012	0	0	0	#NAME?	1
Y43D4A.3	0	0	0	0	0	0	NA	NA
21ur-14207	0	0	0	0	0	0	NA	NA
fbxc-12	0	0	0	0.056135177	0.03325429	0.067406719	Inf	0.137710408
M01G4.6	0	0	0	0	0	0	NA	NA
F31F4.1	4.486724338	3.517879044	2.139706593	1.064518483	1.495882602	1.203948385	-1.314584419	0.065294976
21ur-7336	0	0	0	0	0	0	NA	NA
21ur-9074	0	0	0	0	0	0	NA	NA
K11G12.8	0	0	0	0	0	0	NA	NA
B0495.14	0	0	0	0	0	0	NA	NA
21ur-367	0	0	0	0	0	0	NA	NA
tbx-41	0.033620448	0	0.0224469	0	0	0	#NAME?	1
21ur-10078	0	0	0	0	0	0	NA	NA
B0403.3	0.484787838	0.76174827	0.562166455	1.073196871	1.011433537	1.317975477	1.029041525	0.172500741
vps-26	2.845072044	4.372382173	4.087596055	5.370557637	3.344654175	6.634953978	0.553717883	0.526333647
col-141	8.780451394	11.05349136	10.05388332	6.127288224	7.557908436	8.264705765	-0.332390341	0.790582612
T06F4.13	0	0	0	0	0	0	NA	NA
21ur-15561	0	0	0	0	0	0	NA	NA
D1007.5	11.94103199	11.89883066	10.53921002	10.5798673	9.418988475	11.65354847	-0.006617709	1
pqn-31	1.581532103	3.00134221	2.787136834	2.367381653	1.728736668	3.736367004	0.199197266	1
lgc-19	0	0.136530279	0.054959275	0.069946213	0.062153852	0.031496592	-0.077497439	1
C50C3.1	17.76818125	23.22113742	21.78224925	17.49001798	16.14768628	24.03258235	-0.01082631	1
21ur-2717	0	0	0	0	0	0	NA	NA
21ur-1923	0	0	0	0	0	0	NA	NA
21ur-5230	0	0	0	0	0	0	NA	NA
21ur-10060	0	0	0	0	0	0	NA	NA
srv-15	1.123311358	1.86312077	1.083312779	0.413616954	0.424082241	0.745002424	-1.245529408	0.081888005
21ur-8008	0	0	0	0	0	0	NA	NA
C51F7.4	0	0	0	0.278312299	0.741920721	0.501293129	Inf	0.36390716
B0454.22	0	0	0	0	0	0	NA	NA
tag-151	8.990746556	11.18839578	10.5194569	9.385073122	9.903813071	11.88551552	0.134683893	1
nhr-52	0.040794133	0	0	0.025997707	0.023101432	0	0.375387815	1
21ur-8711	0	0	0	0	0	0	NA	NA
21ur-3649	0	0	0	0	0	0	NA	NA
21ur-7416	0	0	0	0	0	0	NA	NA
21ur-13428	0	0	0	0	0	0	NA	NA
unc-42	1.461279564	1.296138596	1.251354512	0.890769838	0.611639594	0.619899237	-0.80277381	0.391737566
21ur-5364	0	0	0	0	0	0	NA	NA
21ur-11180	0	0	0	0	0	0	NA	NA
21ur-14262	0	0	0	0	0	0	NA	NA
hid-1	2.151210592	1.882752542	1.622214591	1.003728151	1.000677022	1.344904482	-0.645780111	0.386799503
C54F6.15	0	0	0.048595569	0.092770766	0	0.083548855	1.931809735	1
F41G3.18	11.57613725	7.113074112	5.550269223	3.366849155	4.399654711	1.605264514	-1.253008556	0.207893139
F07C3.9	14.46945219	20.00623683	9.831603583	13.8726655	15.51774512	22.78253495	0.354463386	0.704240108
F21F8.5	2.265129379	2.25416198	1.870510487	1.51952117	1.755310518	1.84743804	-0.205774153	1
21ur-14784	0	0	0	0	0	0	NA	NA
C24A1.5	0	0	0	0	0	0	NA	NA
21ur-15530	0	0	0	0	0	0	NA	NA
M199.2	0.466629817	0.337723978	0.28322571	0.558711465	0.592558812	0.714180395	0.888055144	0.245699157
C28D4.4	0.957106407	1.185730759	0.665100375	1.070532712	0.752166958	0.7847456	0.016372158	1
T28F12.1	0.381119987	0.469578155	0.254457114	0.647690914	0.842747509	0.604139357	1.045302712	0.162376383
Y43F8B.13	1.106336876	1.961120922	0.94639871	0.660991709	0.861452392	0.436542766	-0.904200637	0.36390716
F36H12.9	0.23593142	0.180606983	0.169638076	0.231318183	0.205548173	0.187491525	0.204111186	1
pgph-3	11.14239282	10.06610438	3.693263259	6.496604227	6.086105214	8.640145142	-0.112692064	1
dmd-11	0.060127004	0	0.040144166	0	0	0	#NAME?	1
R13A1.10	0.152208297	0.108193806	0.20324562	0.055429074	0.147761988	0.074878691	-0.633536465	0.935261979
F33D11.13	0	0	0	0.17986169	0	0	Inf	1
Y15E3A.12	0	0	0	0	0	0	NA	NA
B0034.4	0.509832662	0.72933594	0.765884086	1.096576107	0.50525067	0.402343563	0.1211314	1
ZC196.5	0.257003035	0.487159366	0.220615283	1.403876196	1.164312164	2.809607507	2.598015557	0.011311881
21ur-11859	0	0	0	0	0	0	NA	NA
mdh-1	1025.288631	1163.994968	1218.602226	970.7325907	948.2099216	1123.310665	-0.052579526	1
F28B12.5	0	0	0	0	0	0	NA	NA
C27D6.3	21.61540534	27.8714517	20.48364496	22.58851219	24.41549561	21.61036766	0.090699004	1
F48G7.8	4.332041983	5.554643914	5.673386331	2.336034956	2.736267183	1.625679524	-1.098453093	0.041461862
rps-3	7288.412391	6835.288865	7559.38762	7892.098858	7190.064395	7287.991872	0.156400557	1
21ur-11581	0	0	0	0	0	0	NA	NA
F35E2.9	2.791610905	2.703299517	1.928353681	2.27173134	2.517231017	1.195501082	-0.188829333	0.994184769
21ur-7318	0	0	0	0	0	0	NA	NA
C36B7.2	0.015468916	0	0.020655835	0	0.035039756	0	0.048400238	1
crtc-1	6.233083784	5.665978528	3.659136596	7.148301851	6.609239001	8.279399863	0.617051767	0.272908488
21ur-6670	0	0	0	0	0	0	NA	NA
21ur-305	0	0	0	0	0	0	NA	NA
21ur-5955	0	0	0	0	0	0	NA	NA
F55G11.1	0.368233428	0.223941972	0.232194805	0.28682086	0.278037351	0.281791996	0.147209592	1
F28A10.7	3.281507682	3.965394669	2.347413088	3.585039778	4.048428038	2.152445073	0.153645414	1
21ur-2302	0	0	0	0	0	0	NA	NA
21ur-7549	0	0	0	0	0	0	NA	NA
21ur-6035	0	0	0	0	0	0	NA	NA
21ur-5921	0	0	0	0	0	0	NA	NA
M01E5.3	12.01087999	13.18369587	11.80159481	7.867259698	8.713992326	9.058848104	-0.415521982	0.64933887
Y69A2AR.19	2.339956332	1.664040713	1.130238101	1.141518	1.160929104	0.99833271	-0.522221845	0.64940875
Y22F5A.11	0	0	0	0	0	0	NA	NA
C14F11.17	0	0	0	0	0	0	NA	NA
C36F7.9	0	0	0	0	0	0	NA	NA
21ur-9527	0	0	0	0	0	0	NA	NA
vgln-1	69.97898454	74.71608265	59.42788517	48.75865572	53.80825519	53.42600388	-0.272783831	0.880428368
M04C9.9	0	0	0	0	0	0	NA	NA
Y7A5A.7	0.018006785	0	0.012022341	0	0	0	#NAME?	1
21ur-10035	0	0	0	0	0	0	NA	NA
dml-1	24.67234406	19.01441716	12.33957936	13.69400327	12.47179021	8.199055479	-0.585731246	0.578447488
T25D1.5	0	0	0	0	0	0	NA	NA
prp-21	18.83597558	17.84267591	17.34735887	17.89514139	17.68030756	20.13323623	0.155492415	0.993777359
W02B12.12	67.17045317	62.1380805	47.10432604	55.47003684	66.4592018	38.35558072	-0.019314992	1
21ur-10198	0	0	0	0	0	0	NA	NA
21ur-4581	0	0	0	0	0	0	NA	NA
21ur-8091	0	0	0	0	0	0	NA	NA
21ur-1259	0	0	0	0	0	0	NA	NA
21ur-7864	0	0	0	0	0	0	NA	NA
C17C3.13	0	0	0	0	0	0	NA	NA
21ur-4728	0	0	0	0	0	0	NA	NA
F46B6.16	0	0	0	0	0	0	NA	NA
crb-3	29.91764942	30.59035241	22.76293444	84.55458299	90.25477811	56.97452847	1.596917813	5.73E-05
21ur-10952	0	0	0	0	0	0	NA	NA
21ur-12791	0	0	0	0	0	0	NA	NA
C16B8.t2	0	0	0	0	0	0	NA	NA
21ur-2019	0	0	0	0	0	0	NA	NA
dgk-5	0.395658624	0.372649537	0.391528675	0.315186782	0.216056613	0.373067264	-0.25048089	0.966516206
H28G03.7	0	0	0	0	0	0	NA	NA
C52G5.11	0	0	0	0	0	0	NA	NA
21ur-11079	0	0	0	0	1.118769341	0	Inf	1
21ur-12810	0	0	0	0	0	0	NA	NA
21ur-3158	0	0	0	0	0	0	NA	NA
linc-70	0	0	0	0	0	0	NA	NA
dhs-7	1.089574196	1.000891061	0.769429846	0.614254922	0.403435005	0.721558292	-0.605600581	0.635195376
T26H2.15	1.152434245	1.14685434	0.256476615	1.468870465	0	0.881904579	0.006558153	1
srh-258	0	0	0.013780833	0	0	0	#NAME?	1
C32D5.19	0	0	0	0	0	0	NA	NA
F25H8.24	0	0	0	0	0	0	NA	NA
21ur-11682	0	0	0	0	0	0	NA	NA
clec-183	0.031864541	0.031710258	0	0.08122786	0.036089334	0.14630675	2.173937448	0.64337698
twk-25	0.334385066	0.415957533	0.47042861	0.89806588	0.825068236	0.575751176	1.029305289	0.149967052
F28F9.8	0	0	0	0	0	0	NA	NA
F02G3.7	0	0	0	0	0	0	NA	NA
C15A7.6	0	0	0	0	0	0	NA	NA
srt-39	0.166521462	0.165715191	0.047648179	0.060641441	0.242485557	0.218453428	0.575479752	0.871124041
B0379.7	3.878925021	4.565039716	3.276645147	2.622471171	2.807838175	2.72960222	-0.404814567	0.725465019
F47E1.12	0	0	0	0	0	0	NA	NA
21ur-9062	0	0	0	0	0	0	NA	NA
21ur-6816	0	0	0	0	0	0	NA	NA
W09C5.15	0	0	0	0	0	0	NA	NA
Y66A7AL.9	0	0	0	0	0	0	NA	NA
21ur-4388	0	0	0	0	0	0	NA	NA
cyp-34A8	6.610362832	8.216064495	7.681987578	2.873110629	2.412066699	4.682913312	-1.066191637	0.022974045
D2062.13	0.390655676	0.894157621	0.469482618	0.547714411	0.265470691	0.358740846	-0.452038606	0.930493502
21ur-13209	0	0	0	0	0	0	NA	NA
Y48A6C.7	0	0	0	0	0	0	NA	NA
T19C4.20	0	0	0	0	0	0	NA	NA
21ur-13082	0	0	0	0	0	0	NA	NA
phlp-2	0.006135409	0.018317106	0.020481717	0.039100367	0.055591023	0.035213581	1.649850568	0.458106882
ZK809.3	343.7968058	384.9191028	457.4570392	335.7378425	375.0528404	334.3755838	-0.071234029	1
21ur-2633	0	0	0	0	0	0	NA	NA
21ur-4834	0	0	0	0	0	0	NA	NA
cnep-1	12.61519624	15.46940168	13.97308094	9.654179161	8.488982632	11.05746771	-0.412992234	0.64690162
21ur-6262	0	0	0	0	0	0	NA	NA
21ur-13479	0	0	0	0	0	0	NA	NA
K03C7.12	0	0	0	0	0	0	NA	NA
21ur-4022	0	0	0	0	0	0	NA	NA
C54G7.13	0	0	0	0	0	0	NA	NA
21ur-5810	0	0	0	0	0	0	NA	NA
21ur-6237	0	0	0	0	0	0	NA	NA
21ur-9599	0	0	0	0	0	0	NA	NA
mes-4	1.353693619	1.882933266	1.612464771	1.411684184	1.280549112	2.613341265	0.239463786	0.954658802
21ur-7	0	0	0	0	0	0	NA	NA
21ur-2184	0	0	0	0	0	0	NA	NA
21ur-2009	0	0	0	0	0	0	NA	NA
F36D4.9	0	0	0	0.128347905	0	0.115589435	Inf	0.966516206
21ur-5638	0	0	0	0	0	0	NA	NA
21ur-1503	0	0	0	0	0	0	NA	NA
Y41D4B.14	0.85541511	0.709394437	1.285027165	0.545147801	1.049567114	0.654609584	-0.236727233	1
ZK384.7	0.705571987	1.404311437	1.036374894	1.438893516	1.438417724	3.239649472	1.071563387	0.39042267
frm-3	0.317206297	0.396423335	0.167457705	0.300878161	0.417748154	0.338711574	0.387056372	0.749914648
clec-127	0	0	0	0.082882973	0.049099595	0.049762641	Inf	0.261972254
21ur-406	0	0	0	0	0	0	NA	NA
gpr-1	2.392506076	2.263184041	2.255628939	2.312214344	2.039733456	2.26344331	0.048896063	1
snr-5	340.2629112	472.1572649	858.4689831	373.1272578	365.7985476	399.1643688	-0.449210392	0.773962858
ech-1.1	1.536578994	1.174160396	0.690044227	0.909300764	0.756205203	0.514444337	-0.521062801	0.742501467
T01G1.7	0	0	0	0	0	0	NA	NA
21ur-14600	0	0	0	0	0	0	NA	NA
sdf-9	0.039968818	0.019887648	0.040028142	0	0	0	#NAME?	0.733398401
B0244.5	0.0571455	0.01895627	0.012717849	0.072836552	0.086296258	0.065596208	1.447304689	0.703065963
nhr-149	0.019888606	0.079169235	0.013278751	0	0.090102229	0.045659489	0.414526128	1
hen-1	0.41018846	0.23325851	0.234741309	0.224064986	0.464573709	0.134527817	0.021122956	1
21ur-15249	0	0	0	0	0	0	NA	NA
F25D1.2	0.017960014	0.017873055	0	0.022891488	0.020341261	0.041231902	1.361279855	0.971967424
hpo-6	52.77336556	53.59396847	34.83788526	47.69622994	50.49001107	24.30093894	-0.081578501	1
rtfo-1	3.198286571	4.202642127	4.097777842	3.832460072	3.826409798	8.105191428	0.561533775	0.68898708
M01A8.4	0	0	0	0	0	0	NA	NA
F28C1.10	0	0	0	0	0	0	NA	NA
F49C12.11	755.8195675	1069.11526	1100.450403	634.1452766	751.3310656	767.7047195	-0.329249194	0.74158581
21ur-7483	0	0	0	0	0	0	NA	NA
mut-15	8.213080302	9.271221694	10.37593576	4.20118171	4.288493376	5.143767808	-0.921278829	0.055723676
pno-1	228.0824899	218.8346595	209.2904535	187.9308802	199.0242365	209.8203264	-0.025116781	1
C42D8.15	0	0	0	0	0.123006053	0	Inf	1
srx-68	0.157867705	0.125682667	0.189722428	0.120729079	0.107279252	0.217455923	0.011903275	1
bas-1	25.37425139	21.47758776	18.88681291	11.73588872	16.06463789	12.93667467	-0.577487107	0.411940637
21ur-1152	0	0	0	0	0	0	NA	NA
srx-36	0.022972111	0	0	0	0	0	#NAME?	1
osg-1	0.321473627	0.232666984	0.269267926	0.268196129	0.278037351	0.134186665	-0.160360119	1
21ur-5767	0	0	0	0	0	0	NA	NA
srt-14	0.020457413	0.020358361	0.013658518	0.28682086	0.185358234	0.540101325	4.324392399	0.002837803
rps-28	12587.6202	16374.89053	25926.0086	13838.49572	14712.32536	13681.34651	-0.270392972	0.844717344
21ur-4097	0	0	0	0	0	0	NA	NA
Y102A11A.6	0.987800782	0.647353321	0.82036771	0.951950894	1.118769341	0.940288505	0.401999319	0.823649175
C01B10.8	4.020364217	5.037780254	5.839234719	4.587705013	4.255410324	7.308935206	0.223243051	0.964622694
Y59A8B.33	0	0	0	0	0	0	NA	NA
E01G4.5	1.863002511	2.050076412	1.770087313	15.98252837	15.21642238	14.27040414	3.116131525	3.34E-16
zig-4	1.633371372	1.706735987	2.326465045	1.387909101	1.171624585	1.249943497	-0.463584478	0.650199445
R04E5.8	1.344955387	1.760475004	1.270098565	1.451710763	1.440938316	2.517446072	0.418791945	0.650281832
21ur-10095	0	0	0	0	0	0	NA	NA
F12E12.2	0	0	0	0	0	0	NA	NA
clec-7	0.562432024	0.954797394	1.236978125	0.484938096	0.393442806	0.417744274	-0.974940736	0.178171389
clec-39	0.034062096	0	0.022741769	0.021707445	0	0	-1.281108645	1
qdpr-1	65.06147766	72.78895776	84.79311691	57.78796714	67.80591904	78.06530023	-0.019916869	1
21ur-9304	0	0	0	0	0	0	NA	NA
21ur-1371	0	0	0	0	0	0	NA	NA
arx-2	53.76280366	63.49402667	64.620449	36.78852846	41.7476125	44.71657079	-0.449548977	0.562249094
ZK218.11	0.027438911	0.027306056	0.054959275	0.069946213	0.124307705	0	0.940999495	1
M03F4.13	0.987800782	0.589810804	0	1.007225462	0.447507736	3.174856483	1.659088103	0.63947736
C02F12.9	0	0	0	0.034159778	0	0.061528226	Inf	0.791801425
21ur-3959	0	0	0	0	0	0	NA	NA
21ur-6469	0	0	0	0	0	0	NA	NA
21ur-15391	0	0	0	0	0	0	NA	NA
F55G11.10	0.039625246	0	0	0	0	0	#NAME?	1
Y37E11B.2	1.152434245	1.966036012	2.088452438	2.622982973	2.144307903	2.173264854	0.530728276	0.802222052
T20D4.15	0.191011201	0.532241793	0.408095388	0.389534709	0.475940548	0.482367698	0.373805535	0.994395943
21ur-9341	0	0	0	0	0	0	NA	NA
ZC487.2	0.06192184	0.04108135	0.027561666	0	0	0.023692959	-2.379739748	0.866999415
Y57G11C.1140	0	0	0	0	0	0	NA	NA
F22B5.10	49.8073453	78.70977864	82.9256102	65.83995848	55.40600463	70.84004639	-0.025285457	1
21ur-14656	0	0	0	0	0	0	NA	NA
21ur-11664	0	0	0	0	0	0	NA	NA
21ur-9868	0	0	0	0	0	0	NA	NA
psf-1	26.28919309	31.06726213	78.32186379	25.26166334	22.40861759	39.33207103	-0.545932679	0.844584739
21ur-13734	0	0	0	0	0	0	NA	NA
C17D12.14	0	0	0	0	0	0	NA	NA
cpg-9	1471.823165	1540.290914	1517.733346	988.4658873	1150.094882	958.1263314	-0.434932124	0.592806071
W09G3.15	0	0	0	0	0	0	NA	NA
21ur-9953	0	0	0	0	0	0	NA	NA
egl-1	1.292449621	1.157572605	1.208076767	0.329466272	1.097857764	1.186862237	-0.380663385	0.971967424
F38B6.21	0	0	0	0	0	0	NA	NA
tag-68	3.257842963	2.878163297	2.35267972	1.228766639	1.204828521	1.030301984	-1.177541427	0.023460148
21ur-10783	0	0	0	0	0	0	NA	NA
ttr-36	48.10589808	44.87477198	51.60675893	47.33959669	45.86954297	43.8810521	0.034202018	1
Y116A8C.43	0.344010223	0.239641205	0.137808331	0.613856314	0.42858328	0.631812235	1.328028843	0.218909962
srw-2	0	0	0	0	0	0	NA	NA
Y48G8AR.5	0	0	0	0	0	0	NA	NA
21ur-13213	0	0	0	0	0	0	NA	NA
F22B7.16	0	0	0	0	0	0	NA	NA
bcmo-2	2.14860622	1.529139121	1.730130387	9.07878129	9.74867371	3.60235599	2.168811943	0.029321142
ZK285.2	0	0	0	0.055429074	0.098507992	0	Inf	0.791801425
knl-1	1.135335815	1.687951789	1.7808762	1.647575773	1.549235487	2.967595822	0.528545013	0.654028514
Y39H10A.9	0	0	0	0	0	0	NA	NA
ndc-80	1.029585925	1.106103171	1.226400871	1.580713394	1.285354285	3.344074722	0.987830859	0.463903014
21ur-15426	0	0	0	0	0	0	NA	NA
linc-90	0	0	0	0	0.057024651	0	Inf	1
F54F7.14	1.382921095	0.983018006	0.626535731	0.062951591	0.111876934	0.113387732	-3.265562809	0.001797541
21ur-5980	0	0	0	0	0	0	NA	NA
fbf-2	7.602788956	7.479012192	6.199197808	6.822241969	7.484973394	7.786674075	0.167684444	0.971967424
C55B6.1	2.416755311	1.904000895	2.252263092	0.449217666	0.551238292	0.886185669	-1.698269691	0.000522493
21ur-7288	0	0	0	0	0	0	NA	NA
srx-129	0.021951128	0.021844845	0.014655807	0	0	0.025197274	-1.127590298	1
Y7A5A.5	0	0	0	0	0	0	NA	NA
Y39B6A.t9	0	0	0	0	0	0	NA	NA
21ur-5509	0	0	0	0	0	0	NA	NA
21ur-12746	0	0	0	0	0	0	NA	NA
dars-1	132.7942183	143.9733346	137.4820719	105.0960251	113.5550881	115.4018557	-0.197470002	0.963723972
B0344.3	0	0	0	0	0	0	NA	NA
nspb-8	60.67566302	102.2707358	53.03295211	21.59239583	18.99110956	17.75935345	-1.761785956	0.003213935
C26B2.14	0	0	0	0	0	0	NA	NA
21ur-5139	0	0	0	0	0	0	NA	NA
21ur-14458	0	0	0	0	0	0	NA	NA
21ur-10807	0	0	0	0	0	0	NA	NA
21ur-3509	0	0	0	0	0	0	NA	NA
21ur-9125	0	0	0	0	0	0	NA	NA
21ur-11714	0	0	0	0	0	0	NA	NA
21ur-1579	0	0	0	0	0	0	NA	NA
21ur-1109	0	0	0	0	0	0	NA	NA
21ur-10362	0	0	0	0	0	0	NA	NA
cox-5A	1719.642625	1844.652949	1782.579892	1435.850257	1514.679435	1418.661942	-0.177611907	0.971967424
K02A4.t2	0	0	0	0	0	0	NA	NA
21ur-2594	0	0	0	0	0	0	NA	NA
hpo-30	0.172865137	0.172028151	0.115414477	0.188854774	0.111876934	0.113387732	-0.031708564	1
21ur-11431	0	0	0	0	0	0	NA	NA
21ur-11703	0	0	0	0	0	0	NA	NA
21ur-13114	0	0	0	0	0	0	NA	NA
cye-1	10.16724293	11.34006068	9.961937021	9.593005072	7.956009596	12.26189797	0.033564379	1
hst-1	0.737666	0.951902548	0.968778024	1.012539078	0.945642081	1.749334756	0.587618286	0.486664746
T23C6.4	0.505453616	0.88529107	0.769429846	0.231926915	0.549570904	0.812280533	-0.329848738	0.966516206
21ur-11912	0	0	0	0	0	0	NA	NA
21ur-9159	0	0	0	0	0	0	NA	NA
R03D7.11	0	0	0	0	0	0	NA	NA
exoc-8	3.351856125	4.86278148	5.707062385	4.10063643	3.918233701	5.346367666	0.050643215	1
21ur-6476	0	0	0	0	0	0	NA	NA
21ur-4401	0	0	0	0	0	0	NA	NA
21ur-14915	0	0	0	0	0	0	NA	NA
F54H12.7	9.945665406	7.635222048	4.964403524	8.028483773	8.153223141	5.871309934	0.086042489	1
21ur-10509	0	0	0	0	0	0	NA	NA
F09D12.2	0.060389567	0.075121463	0.090718803	0	0	0.051990008	-2.040883274	0.534575872
C49A1.11	0	0	0	0	0	0	NA	NA
phip-1	34.86852332	36.99340411	37.48504376	33.52037727	30.85699712	39.14299553	0.031861191	1
hil-6	0.362021229	0.216161028	0.314217424	0	0.164008071	0.457112844	-0.437616582	1
W01A11.12	0	0	0	0	0	0	NA	NA
21ur-11237	0	0	0	0	0	0	NA	NA
srg-9	0	0	0.013699048	0	0	0	#NAME?	1
C08F1.6	0	0	0.036351016	0	0	0.437480224	3.634351727	0.868790782
K01A12.7	0	0	0	0	0	0	NA	NA
him-14	0.598773665	1.101959687	1.407426835	0.763185366	0.715322271	1.779501409	0.170417695	1
21ur-3298	0	0	0	0	0	0	NA	NA
mam-7	0.02469502	0.036863175	0.016487782	0.110165285	0.027969234	0.056693866	1.449567095	0.642852949
21ur-6968	0	0	0	0	0	0	NA	NA
F13C5.10	0	0	0	0	0	0	NA	NA
ZK867.15	0	0	0	0	0	0	NA	NA
crn-1	17.76493939	20.35591594	24.32442969	17.4653684	13.69981255	20.70288268	-0.159323291	0.971485484
ZC21.14	0	0	0	0	0	0	NA	NA
T09E11.10	0	0	0	0	0	0	NA	NA
21ur-2749	0	0	0	0	0	0	NA	NA
srh-298	0	0	0	0	0	0	NA	NA
cdc-37	74.32457697	72.4204495	66.20007671	116.6937384	115.9758818	109.7413849	0.799278087	0.116724456
Y37H2A.13	0.096036187	0.095571195	0.032059577	0	0	0.275595181	0.393588719	1
21ur-6545	0	0	0	0	0	0	NA	NA
R08F11.1	6.217132225	7.407681775	5.79681755	7.495071206	8.471516017	8.710149742	0.461207444	0.542217949
C01B12.9	0	0.058150361	0.156053377	0.148955878	0.330903608	0.134148865	1.62383979	0.790582612
21ur-13357	0	0	0	0	0	0	NA	NA
21ur-5185	0	0	0	0	0	0	NA	NA
C28G1.t3	0	0	0	0	0	0	NA	NA
glt-6	0.840449284	0.671638454	0.765178852	0.649224515	0.447095667	0.730860148	-0.21056153	0.986641644
C03F11.7	0	0	0	0	0	0.187491525	Inf	1
21ur-15092	0	0	0	0	0	0	NA	NA
21ur-12942	0	0	0	0	0	0	NA	NA
mir-50	0	0	0	0	0	0	NA	NA
F58B6.1	1.836337847	1.240858795	1.135224362	1.444790621	1.258156996	1.483334586	0.100947842	1
F53F4.23	0.09219474	0	0	0	0	0	#NAME?	1
F13E6.8	0	0	0	0	0	0	NA	NA
21ur-5623	0	0	0	0	0	0	NA	NA
sex-1	2.83046467	3.421270145	2.407524414	1.433178285	1.375981731	2.403396029	-0.619762995	0.424360984
21ur-10945	0	0	0	0	0	0	NA	NA
21ur-15240	0	0	0	0	0	0	NA	NA
C09D8.9	0	0	0	0	0	0	NA	NA
21ur-8983	0	0	0	0	0	0	NA	NA
21ur-14714	0	0	0	0	0	0	NA	NA
actl-1	0.307600614	0.382639076	0.308057176	0.343054084	0.283062122	0.375156813	0.119572631	1
spe-44	4.555504782	5.245846677	5.061943172	3.608237095	3.943332877	3.081478351	-0.367479888	0.722863567
R05H11.1	0.144960282	0.216387611	0.387134514	0.110858148	0.180597986	0.432632435	0.045548951	1
F22E10.6	0.264814678	0.175688324	0.353610312	0.450036908	0	0.101325207	-0.412869369	1
21ur-10368	0	0	0	0	0	0	NA	NA
F13E9.8	0	0.064309589	0.021572799	0.041183284	0	0	-0.89309717	1
F49D11.t2	0	0	0	0	0	0	NA	NA
F54E4.8	0	0	0	0	0	0	NA	NA
21ur-8057	0	0	0	0	0	0	NA	NA
21ur-14532	0	0	0	0	0	0	NA	NA
dnsn-1	10.58629548	10.5350383	10.87841085	8.932575057	7.887204241	12.38940787	-0.023473771	1
21ur-4343	0	0	0	0	0	0	NA	NA
21ur-11509	0	0	0	0	0	0	NA	NA
clec-191	0	0	0	0	0	0	NA	NA
21ur-1540	0	0	0	0	0	0	NA	NA
W01H2.5	0	0	0	0	0	0	NA	NA
R12C12.7	4.512348172	5.718118824	8.1928023	4.841066039	5.698895469	7.56450547	0.079549827	1
Y46E12BR.2	0	0	0	0	0	0	NA	NA
cyp-25A1	0.068733653	0.109441368	0.055068538	0.035042635	0.108985483	0.142016443	0.410187636	0.983159196
T19E7.25	0	0	0	0	0	0	NA	NA
C09B9.81	0	0	0	0	0	0	NA	NA
Y43F8C.15	0	0	0	0	0	0	NA	NA
rps-12	8049.385407	7321.176493	8952.529074	8098.976712	6979.486173	6731.20237	-0.046496676	1
C27C12.10	0	0	0	0	0	0	NA	NA
C54F6.20	2.062250755	2.65587321	2.024815383	1.546179437	1.511319987	1.670977096	-0.395095455	0.958947342
21ur-9161	0	0	0	0	0	0	NA	NA
C25F6.20	0	0	0	0	0	0	NA	NA
Y23H5A.2	14.23230454	17.68109965	23.50728941	11.85635353	10.640851	14.25482087	-0.485018177	0.483634958
C41G11.10	0	0	0	0	0	0	NA	NA
21ur-4668	0	0	0	0	0	0	NA	NA
W04G3.7	0.362021229	0.252187865	0.21753514	0.369140222	0.246012106	0.124667139	-0.049098331	1
F17H10.7	0	0	0	0	0	0	NA	NA
21ur-3768	0	0	0	0	0	0	NA	NA
F32D1.12	0	0	0	0	0	0	NA	NA
F30H5.4	4.824143353	4.560746331	5.958607874	7.378512102	7.922448007	15.22823604	1.093712823	0.222715791
mlc-6	1.680633275	2.102566291	2.019753345	1.162855785	2.556077175	2.094523374	0.114513566	1
F23H11.7	0.906051752	1.186401042	1.448650675	1.124445666	0.999176756	0.848453026	-0.138940684	1
ZC412.3	2.74940894	2.509661144	3.430784997	4.930248946	6.550016113	4.505452184	0.989185576	0.062008302
21ur-567	0	0	0	0	0	0	NA	NA
F30A10.11	0.225476265	0.224384545	0.150540622	0.1915918	0.085123754	0.517639644	0.507137595	1
F11D5.15	0	0	0.099638397	0	0.169022706	0	0.847693846	1
21ur-8037	0	0	0	0	0	0	NA	NA
21ur-13876	0	0	0	0	0	0	NA	NA
otub-4	8.482804087	10.93629051	11.4484693	10.34897702	9.298912945	15.47117016	0.294953556	0.852102995
21ur-13991	0	0	0	0	0	0	NA	NA
21ur-5960	0	0	0	0	0	0	NA	NA
Y55F3C.9	0.105639806	0.038228478	0.064119154	0.073443523	0.097892317	0.132285687	0.642095976	0.818220394
col-103	159.0173382	284.9378107	742.5742619	370.9371753	442.1574926	1344.470642	0.949599272	0.855364827
anr-24	0.223051789	0.221971808	0.238275049	0.227438007	0.176837735	0.128018407	-0.243913613	1
ZK616.2	8.890207037	12.07707836	25.9564803	8.09377603	9.109978918	10.85282573	-0.641683714	0.733398401
21ur-8350	0	0	0	0	0	0	NA	NA
F55G1.6	6.717608166	9.331669505	11.69270312	8.110173677	5.912584408	10.31149969	-0.081422193	1
F13G3.15	8.948312965	15.78611269	16.56537197	7.257948179	9.213394572	9.804703844	-0.539480114	0.697548709
21ur-10461	0	0	0	0	0	0	NA	NA
