Name	Control_P0_1	Control_P0_2	Control_P0_3	Heat_P0_1	Heat_P0_2	Heat_P0_3	Fc
hlh-17	0.474531748	0.40477212	0.181042317	0.17280829	0.076778288	0.15563022	2.616737979
W03G11.2	1.449520694	1.617941817	0.90239081	0.274633005	0.554630693	0.449696386	3.103969679
F43H9.4	2.227523911	2.701650158	2.370257041	0.591491462	1.760747721	1.065388081	2.135818375
W02B3.4	0.641561333	1.010887073	2.462968733	0.113572459	0.403679659	0.327304792	4.872871313
R155.5	1.481701173	1.277923408	0.593560167	0.251806365	0.895015473	0.340163195	2.255022528
linc-135	0.018772685	0.01868179	0.037601097	0	0	0.0215488	3.479821409
F35B12.15	0	0	0.084967713	0	0	0	2832.923767
irk-1	0.355245786	0.239892468	0.372714641	0.129368408	0.201173203	0.087381371	2.315864254
xbx-4	3.457302736	4.79221278	4.163165057	1.101652849	0.909000089	0.63780599	4.686755925
F25H5.8	381.9496356	486.0477919	422.966578	203.2636938	189.1963263	220.8541037	2.104898543
K09F5.1	0.03820224	0	0.025505962	0	0	0	2123.940067
Y34F4.3	2.040375385	1.861288192	1.513632483	0.361197655	0.449341784	0.195175603	5.384523283
inx-20	0.455746498	0.42427921	0.36317525	0.168644235	0.249760696	0.135004528	2.246439662
nhr-93	0.593194057	0.55454482	0.360045162	0.252024568	0.203588875	0.123802896	2.602246325
T28D6.3	33.48726287	30.19733825	56.1620198	13.54759867	15.72749296	12.26649096	2.884979662
F46C5.2	25.00157841	16.74520328	12.80361585	10.33274396	10.10750232	6.49047015	2.025582857
21ur-15410	0.987800782	0	0.659511296	0	0	0	54910.73593
srh-183	0.020827125	0.020726283	0.013905359	0	0	0	1848.625567
T12G3.2	1.635658332	2.046082799	2.270867009	1.071615151	0.87432195	0.947543755	2.057248151
vps-45	7.022857613	6.059700038	4.675302682	2.250734978	2.505736811	2.469677988	2.457444266
C40H1.2	3.176086724	2.765620036	3.070356417	0.632527951	0.936768587	0.683581539	4.000244518
clec-167	0.268665652	0.168861989	0.273784853	0.054068851	0.112105721	0.06492549	3.077941597
gly-18	0.015679377	0.046810381	0.094215899	0.019984632	0.035516487	0.017998053	2.132073774
21ur-8696	2.963402346	1.966036012	0	0	1.118769341	0	4.406055883
ugt-18	0.012948699	0	0.025935837	0.016504163	0	0	2.353797648
F16H6.3	0.026800796	0.026671031	0	0	0	0	1782.727567
ceh-57	0.040201195	0	0.013420288	0.025619834	0	0	2.091725048
T27E4.11	0	0	0.084449617	0	0	0	2815.6539
Y53G8AM.2	0.093440614	0	0.187158611	0	0	0	9353.640833
21ur-13816	0	0	0.659511296	0	0	0	21984.37653
C49H3.15	0	0	0.064718398	0	0	0	2157.9466
srj-20	0	0	0.013618227	0	0	0	454.6075667
T19D7.5	1.112139342	1.010515013	0.968513092	0.369785572	0.766709059	0.166513452	2.372331751
str-208	0	0	0.013266032	0	0	0	442.8677333
F59A1.11	0.220913913	0.175875426	0.235991263	0	0.175142804	0.126791393	2.095687244
F40H3.6	0	0	0.121488923	0	0	0	4050.297433
osm-12	0.019154032	0.038122582	0.019182462	0.01220668	0	0.01099327	3.294236997
ZC204.1	0	0.045874174	0	0	0	0	1529.8058
T13C2.3	2.770538016	2.792171688	2.006526728	1.137190037	1.342903097	0.673781087	2.399980437
srj-11	0.101985331	0	0.027236455	0.025997707	0	0	4.967070542
nhr-115	0.947294506	1.212052956	0.942246801	0.394254142	0.459811071	0.310680271	2.662894431
F27D9.12	0.597558498	1.699043467	1.310880478	0.326415659	0.483418851	0.685925783	2.411805194
F28H7.3	197.101415	172.2847354	241.4705597	96.55707136	80.22524283	109.7477932	2.131911078
F11C1.1	10.9980339	11.75751458	14.6858106	4.718890942	6.906418608	5.312259863	2.210550886
CD4.11	0.069563435	0.055381296	0.074311132	0.035465685	0.015757315	0.047910309	2.009978937
nhr-260	0.190628221	0.137967439	0.185125978	0.110441388	0.058882597	0.039785169	2.456715204
C16E9.27	0.66304436	0	0.189722428	0.120729079	0.214558504	0	2.543343082
F11C7.7	4.08863628	2.812286296	2.408649951	1.226187518	1.498178074	0.966260669	2.522491271
C05D12.5	0.028931404	0	0.038632461	0	0	0	2252.462167
Y43B11AR.7	115.3215557	88.52160452	62.44118815	12.09950925	10.35335695	5.650168317	9.475288094
str-173	0	0.040477212	0.013578174	0	0	0.023344533	2.313993864
fipr-14	0	0	0.090521158	0	0	0	3018.0386
F59C6.14	14.99870024	9.907075762	7.700805262	5.030803706	4.71869944	2.013651046	2.771925007
C33G8.13	0.022745413	0	0	0	0	0	758.8471
F35C12.3	6.30336963	4.904227953	4.070751492	2.074272325	2.440276993	1.315548266	2.620599202
srw-15	0	0.018252324	0	0	0	0	609.0774667
C04F12.17	0.083983062	0	0	0	0	0	2800.102067
skr-7	1.205623518	4.622705188	23.31964301	1.401076443	1.365472324	8.466283954	2.594890571
lgc-48	0.018840887	0.018749662	0.012579235	0	0	0	1672.326133
pde-6	61.42131049	46.45290484	32.58887294	11.91551344	11.63842062	8.345010745	4.403377263
clec-97	4.227582621	8.128998641	17.36599175	1.506924104	0.933273906	8.718517802	2.663619498
jbts-14	0.017286514	0.03440563	0.023082895	0.022033057	0	0	3.390688148
bath-47	1.046482016	1.051147967	1.332082222	0.211916248	0.276923104	0.112265081	5.705684431
nphp-2	0.209046212	0.208034043	0.128834765	0.020495867	0.109275145	0.09229234	2.458375122
C26C6.4	0.019551194	0.03891306	0.02610695	0	0	0.022442435	3.765006065
F21D9.3	0	0	0.080992615	0	0	0	2700.4205
F22G12.3	0.124587486	0.041328084	0.055454403	0	0	0	7378.9991
fbxa-63	0.745692747	0.53969616	0.663821828	0.259212435	0.127963813	0.20750696	3.277729569
T05A1.5	0.039287531	0.078194614	0.131152815	0	0.066744762	0.022548697	2.784158226
B0294.1	3.624207006	5.125252501	5.508056412	1.884206251	1.782315295	1.751644956	2.631428162
Y105C5B.17	26.4751739	18.98749218	10.27003687	11.0754404	10.97231535	4.753795803	2.079458081
try-1	16.60446076	22.25833628	45.67900859	10.85165527	7.937934847	23.08250249	2.019048974
Y26G10.4	0.020277435	0	0	0	0	0	676.5811667
VB0393L.2	0	0	0.103356248	0	0	0	3445.874933
Y24D9A.10	3.083540278	1.115858277	1.6844275	0	0	0	196127.5352
doxa-1	8.721437054	9.370779687	5.324145213	2.103658706	2.184130095	1.276324214	4.208462677
R105.1	45.61409094	41.58271867	31.64590494	17.72121141	23.95730261	14.25271593	2.124800664
C04A2.11	0.289448601	0.192031424	0.128834765	0.122975202	0	0	4.962102424
nhr-283	0.085102837	0.063518087	0.198868022	0.081352826	0.072289711	0	2.261524299
ifc-2	91.64040418	109.5853541	92.86086016	46.31005927	47.69356185	50.90391502	2.029477736
Y48C3A.25	0	0	0.137126111	0	0	0	4571.537033
C16B8.6	0	0.147452701	0	0	0	0	4915.7567
C54D2.16	0.298043339	0.059320052	0.198990477	0	0.067511943	0	8.23838088
C52E4.12	5.018665263	5.6602811	6.92486861	1.990082565	2.52625335	2.304331318	2.580952035
C24H12.15	0	0.412867563	0	0	0	0	13762.91877
C06A1.12	55.68077039	76.48914843	95.19872005	32.98000738	32.27355135	41.48200641	2.130205041
ZK1321.1	0.16968357	0.168861989	0.113290284	0.054068851	0.048045309	0.097388236	2.264814118
irld-51	0	0.015257486	0	0	0	0	509.2495333
npr-6	0.343156599	0.256121317	0.366576998	0.131214235	0.077730872	0.118170837	2.952637839
irld-37	0	0.045570371	0	0	0	0	1519.679033
agmo-1	47.41834188	26.19179597	12.44469142	16.89491325	18.40220795	7.482245762	2.011596603
ins-37	17.82801893	15.08873421	13.07103714	9.025589603	8.30315559	5.594250128	2.006185912
fbxb-99	0	0.024314933	0	0	0	0	811.1644333
srm-6	0.162061066	0.115197423	0.15457296	0.059017117	0.131105782	0	2.271208461
C40H1.9	0.059268047	0.01966036	0.013190226	0	0.022375387	0	4.113286053
C05C9.2	0.03073158	0	0.061554388	0	0	0	3076.532267
C10C5.3	8.5913973	11.45707486	9.614025921	1.476214817	1.566277077	2.262085244	5.591868552
ZC487.1	0.583900018	0.259953651	0.256476615	0.156679516	0.191433865	0.105828549	2.423945028
Y42G9A.1	2.541460952	2.688651898	3.103197192	1.021399992	1.607767861	0.735893887	2.476421143
C14A11.10	0	0.069741142	0	0	0	0	2325.3714
lge-1	0.010940831	0.021775715	0.029218855	0	0.012391433	0.012558768	2.481366276
T08G11.3	0.035703643	0.035530771	0.047675515	0.030338116	0.013479149	0.013661172	2.068774574
C07G3.15	0.025897399	0.051544015	0.017290558	0	0	0	3157.7324
C17F4.8	0.099729887	0.132329347	0.244146009	0	0.150603565	0.076318665	2.098446937
C49F5.8	0.358535099	0.305827824	0.376165702	0.065283132	0.232041048	0.176380916	2.196574691
hot-3	1.474179847	1.501971674	1.640408808	0.447371715	0.437285478	0.322320455	3.824892977
nas-1	28.78108846	31.79029449	16.047297	2.536647149	2.19625568	1.552282229	12.19036182
F42G4.5	11.40909903	17.49254673	24.03658341	8.384157995	6.52271967	4.762284724	2.691432819
F41G3.20	0	0	0.020337353	0	0	0	678.5784333
linc-67	0.693386621	0.862536691	2.160404692	0.441888608	0.458103323	0.331635426	3.01741268
dsl-1	0.027330456	0.027198127	0.109484089	0	0.030954092	0.0313721	2.631098672
C09D4.1	5.995548194	4.322813978	2.761264223	1.80684881	2.371510433	1.701882315	2.224334879
F16F9.12	0	0.140431144	0	0	0	0	4681.7048
srd-35	0.425514183	0.105863478	0.426145761	0.045196014	0.160643803	0.040703288	3.883797205
K11H12.3	0.260928508	0.649162834	0.609736859	0.083143611	0.184702486	0.411832798	2.236097387
C35A5.3	9.734444581	6.955758646	5.197406809	3.594112547	3.652381471	3.632834696	2.011852993
F17E9.5	546.8477249	486.8713292	337.4634335	263.1531001	253.1507337	155.1881535	2.041993819
Y25C1A.14	2.023786968	4.153850477	4.92622767	0.537391633	0.573028199	1.355121669	4.503621257
Y73E7A.3	15.47645768	11.72269395	9.514500916	2.58781611	2.125971656	1.275219363	6.130173459
K09A9.8	0.888114464	1.641369515	1.016494475	0.565986785	0.502933006	0.509724665	2.246217279
srw-91	0	0.018698712	0	0	0	0	623.9570667
C06E4.6	0.301728239	0.375334148	0.050362681	0.192288497	0.05695553	0.028862332	2.615636229
K09H11.13	0	0.280862287	0	0	0	0	9362.7429
C14A11.6	0.041240192	0.136801711	0.110137075	0.017521318	0	0.03155921	5.870358086
21ur-3458	0.987800782	0	0	0	0	0	32927.3594
K02G10.5	2.426675292	1.758235387	1.165396051	0.99030056	1.012575227	0.56199358	2.085995801
ser-1	0.796227297	0.980039164	0.748445395	0.240360622	0.355972063	0.420909003	2.481919376
srt-65	0.103589595	0.051544015	0	0	0	0.029727121	5.215415973
F26A10.21	0.097848191	0	0	0	0	0	3262.273033
axl-1	0.414876328	0.319034026	0.440673457	0.144216373	0.064074971	0.238114236	2.631203246
ugt-38	0	0.01313192	0	0	0	0	438.3973333
F40G9.18	0	0	0.011807108	0	0	0	394.2369333
K06A4.7	548.352909	480.5729277	484.1637303	214.0354106	142.7829371	172.2076173	2.86014235
C54D2.17	0	0.09298819	0.124772407	0	0	0	7259.0199
F56A6.8	0.876499285	0.290751805	0.130044481	0.124129898	0	0.223581442	3.730848302
fbxb-111	0	0	0.058070177	0	0	0.024959564	2.325508043
ZK673.11	0.545889906	0.523845122	0.455583461	0.173945187	0.132485843	0.08951663	3.852323534
C54D2.2	10.56398058	13.18882492	15.58095437	7.221946452	5.873539039	6.283570122	2.02970468
srb-3	0.020218145	0	0	0	0	0	674.6048333
R10E4.6	0.750422299	0.604543373	0.715748694	0.204958669	0.242833655	0.369169358	2.534652985
C34D4.10	6.190762476	3.810210288	4.680168317	1.408173338	0.949258835	0.852750708	4.573303648
C10G11.14	0	0	0.061554388	0	0	0	2052.4796
mct-6	46.89148417	57.87084827	43.79930903	15.90823744	17.24220984	18.18205624	2.894104734
F45H10.5	2.693056868	3.983809814	3.790454397	1.669873791	1.566277077	1.336781677	2.288973427
srd-56	0	0	0.014161286	0	0	0	472.7095333
E03H12.27	1.458549592	0.322552783	0.216402144	0.206559909	0	0.372053494	3.45216683
T05C1.1	1.606915356	2.737912827	1.788111613	0.962006713	1.351189732	0.726639688	2.017523158
msrp-3	39.93669329	43.66621106	47.15813951	20.59164203	25.10434755	17.06114465	2.083604445
Y71G12B.5	0.00626323	0	0.008363368	0	0	0	487.8866
set-33	0.062632296	0.037397424	0.008363368	0.031931967	0.014187292	0	2.349768679
srbc-19	0.068688134	0	0.015286686	0	0	0	2799.494
T02G6.4	0	0	0.038153546	0	0	0	1272.451533
W02D9.8	0.089800071	0	0	0	0	0	2994.002367
F09A5.3	0.080091955	0.106272217	0.089123148	0.068055774	0.030237009	0	2.802436631
sre-6	0.037681774	0.056248987	0	0.024014231	0	0.021627088	2.057788538
R12B2.8	2.64633049	2.123804334	1.880828511	0.870441757	1.063521472	0.489946988	2.743898387
C18D4.12	4.939003909	4.423581028	2.802923009	1.88854774	0.839077006	1.133877315	3.150460042
clec-109	0.031007199	0	0	0	0	0	1034.239967
K01A6.6	0.652035165	0.709238868	0.597320538	0.367217616	0.274785452	0.139248091	2.506997332
Y57G11C.1143	0	0.20398595	0.054742044	0	0	0	8624.5998
rft-1	5.99766866	6.252849317	7.416634642	1.915917997	2.945281895	2.053303921	2.84433318
srw-33	0	0	0.012180947	0	0	0	406.6982333
srd-50	0	0.042086398	0	0	0	0	1403.5466
F36H1.16	0.138292109	0	0	0	0	0	4610.403633
sra-26	0.020397066	0	0.013618227	0	0	0	1134.176433
F31D5.1	2.581654008	2.674324095	1.310382706	0.673499558	0.632666505	0.537230082	3.562099675
dod-17	15.54775324	15.95535951	17.2784246	7.782436497	9.06791992	6.846364491	2.058577537
tbc-18	0.125416061	0.199694105	0.184216577	0.053284297	0.075757053	0.086377595	2.364354458
anr-22	0.084324457	0.167832343	0.11259949	0	0	0	12158.543
lgc-51	0.01578677	0.015710333	0.02108027	0	0.017879875	0	2.93730392
T21D12.14	27.96989061	35.39750424	18.88222432	10.08359724	10.23018812	7.007566111	3.010452073
T08D10.4	0	0	0.030173719	0	0	0	1006.4573
T03F1.6	2.969134265	3.933022719	4.11205931	1.687638406	1.590513473	1.588963472	2.262986492
ZK652.14	0.282228795	0	0.094215899	0.17986169	0	0	2.092790511
F36G9.3	0.551507984	0.95603981	1.615406743	0.181404243	0.261941707	0.449272144	3.49864579
H25K10.1	0.79592581	0.643558551	0.309986125	0.253617922	0.413166615	0.057101735	2.416775333
Y55B1BR.6	3.302498136	4.570300133	4.340962412	1.118095428	1.285749839	1.184647941	3.403590302
C44B11.1	0.687840335	0.504375731	0.45924085	0.369140222	0.082004035	0.083111426	3.09113589
T11F9.7	0.032770642	0	0.065638565	0	0	0	3280.640233
pitr-5	5.897751727	3.696918698	2.172507799	1.7280829	1.904101545	1.089411538	2.49220354
pmp-4	1.815671913	1.42303559	0.942158995	0.587548186	0.649951712	0.647929894	2.217460717
R08E3.7	0	0.146406937	0	0	0	0	4880.8979
W04G5.5	0.016742386	0	0	0	0	0	558.7462
sul-3	0.528504877	1.168768755	1.960330817	0.168405531	0.182898597	0.185368478	6.815336591
T05E11.8	0.476869343	0.813532143	0.659511296	0.130244672	0.270047772	0.469190613	2.242611591
F52D4.1	0	0	0.696842124	0	0	0.149757381	4.652652619
srh-201	0.058931297	0.058645961	0.026230563	0	0.022248254	0	6.457974702
F56F11.t1	0	0.278964569	0	0	0	0	9299.485633
F34D10.3	11.44647528	8.787383933	6.706516897	4.942550618	3.439459798	2.520578627	2.471007208
K11E4.2	5.141629711	6.578658964	4.734952896	1.259031827	2.294911468	1.075729761	3.55429884
Y54E10A.24	0	0.275245042	0	0	0	0	9175.5014
oac-54	0.303779738	0.345495868	1.342478015	0.036875409	0.131069211	0.332097958	3.983168051
fbxa-176	0.080402389	0.140022914	0.080521728	0.025619834	0	0.023073085	6.179240119
sru-22	0.021081114	0.020979043	0	0	0	0	1402.338567
F22B8.3	0.02147393	0	0	0	0	0	716.4643333
T21H3.5	0.410945545	0.284490999	0.178937173	0.045546371	0.263069793	0.061528226	2.362250356
ZK721.4	0.069377312	0.046027599	0.015440064	0	0	0	4361.499167
Y55D5A.2	0.138292109	0	0	0	0	0	4610.403633
F11C1.9	0.079478224	0.079093403	0	0	0	0	5286.054233
F17B5.8	12.37066135	12.68707614	9.305292195	3.511518455	3.242683011	3.410490362	3.380626808
Y57G11C.52	9.908558358	8.016157143	7.186633403	3.452602742	3.067965409	2.536612138	2.77253495
C06E2.1	5.541492329	3.635772271	2.766673275	1.562628154	2.082815262	1.125835632	2.503298959
W08E12.9	0.075158755	0.074794848	0	0	0	0	4998.786767
glb-20	2.133649689	2.182299974	2.36105044	0.679877187	0.760763152	0.634971297	3.216883153
ZK822.5	7.21583581	7.984831408	6.774029888	3.211154442	2.79138489	2.829080034	2.488184352
sre-12	0.040436289	0	0.013498769	0	0	0.023208015	2.322413603
M70.1	0.346837201	0.418595714	0.374450384	0.122275236	0.117011094	0.24565325	2.350567671
madd-4	0.940208667	0.677798283	0.504166023	0.368003949	0.410854265	0.263438306	2.036054935
Y47C4A.1	0.016906126	0	0	0	0	0	564.2042
srh-304	0.020764581	0	0.013863601	0	0	0	1154.606067
nep-24	0.133909613	0.096917268	0.03251112	0	0.041362951	0.01397384	4.757963312
dsl-7	0.594567987	0.482117111	0.411669472	0.280675885	0.174585025	0.252775198	2.102088514
srh-74	0.12384368	0.102703374	0.041342499	0.052616255	0	0.023692959	3.510119391
F40G9.8	0	0.025113599	0	0	0	0	837.7866333
asp-15	0.070737652	0.070395151	0.023614215	0.045080423	0.020029119	0	2.529916718
acr-10	0.06195883	0.049327068	0.049640635	0.015794306	0.014034741	0.028448535	2.761379719
R10E12.2	2.077873867	2.884512432	2.296631509	0.912480137	1.226125995	1.342900154	2.085022175
fbxa-216	1.954127634	1.27982296	1.037057618	0.808943154	0.624240864	0.479295967	2.23323028
Y67D2.t4	1.637669717	0.543246793	0.364466769	0.347890373	0	0	7.316204047
srbc-8	0	0.045721768	0.015337472	0.02927981	0	0	2.084287919
elo-5	65.42473978	87.97832424	107.0206967	21.76064827	21.07354613	23.32076398	3.936572059
srt-20	0	0.020479542	0.013739819	0	0	0	1140.9787
T22D1.22	0.083983062	0	0	0	0	0	2800.102067
str-38	0	0	0.040734521	0	0	0	1358.484033
Y65A5A.t2	0.576217123	0.286713585	0	0	0.326307724	0	2.644399003
F42C5.15	0.140160922	0	0	0	0	0	4672.6974
C15B12.2	0.082908939	0.049504504	0.11070933	0	0.056340902	0.019033912	3.225089512
srx-16	0.024092702	0	0.032171283	0	0	0	1875.7995
C34F6.12	0	0	0.044390183	0	0	0	1480.339433
W05G11.2	1.003155198	1.354833107	1.052484348	0.593636768	0.44634839	0.123375252	2.931570151
B0222.11	0.193686428	0.250573217	0.219837099	0.049373797	0.109683269	0.066698666	2.941660609
M03F8.5	0.016542118	0.016462024	0.033133343	0.021084265	0	0	3.13384451
pgph-2	5.947383874	9.891618687	6.498934232	2.832821611	2.470615628	3.189029949	2.630323591
clec-245	1.058357981	1.12344915	1.69588619	0.269792534	0.399560479	1.01239046	2.305757913
21ur-5	1.975601564	0	0.659511296	0	1.118769341	0	2.355334256
C01B4.7	0.024092702	0	0	0	0	0	803.7567333
M02F4.11	0.092606323	0.092157938	0	0	0	0	6159.142033
C53B7.6	0.300635021	0	0	0	0	0	10021.83403
F46C8.8	73.84707363	52.70987969	27.42522222	27.28317814	33.21231096	13.83105794	2.071698225
D2023.12	0	0.294905402	0.197853389	0	0	0	16425.62637
T01B10.5	0.512192998	0.414141845	0.940414256	0.081603915	0.290051311	0.073492048	4.193553927
tbc-7	6.090781591	6.678739983	5.903053501	2.306551328	2.447795931	1.73303482	2.87829125
K09C8.2	0	0.027306056	0.036639516	0	0	0.031496592	2.029266743
lips-2	0	0	0.013498769	0	0	0	450.6256333
T28A11.3	0.069493522	0	0.092795559	0	0.039353695	0	4.122018038
srt-12	0	0	0.028178509	0	0	0	939.9503
hot-6	1.966238523	2.445897883	2.713060688	1.04422071	0.779426982	1.166120272	2.383194007
ZK377.15	0	1.376225209	1.384973722	0	0	0	92040.2977
npr-33	0.207438164	0.137622521	0.161580268	0.154231399	0.019578463	0.019842853	2.616234701
C16C8.22	4.817918652	4.483830518	3.782616402	1.53520655	1.263126675	0.563280989	3.892286485
C49F8.7	0	0.140431144	0	0	0	0	4681.7048
K07D4.2	0	0	0.023674764	0	0	0	789.8254667
Y47H10A.4	4.300547306	3.419583979	3.209085454	1.182261594	1.623579897	0.943745448	2.914778859
clec-113	0	0.047952098	0.032171283	0	0.027287057	0	2.934530111
F18E3.12	65.76558094	144.350733	192.2035754	29.67118339	42.28948108	48.85751365	3.329961564
C54E10.11	0.468786812	1.16629255	1.251953647	0.298753315	0.132735346	0.538111268	2.977550764
21ur-14792	0	0.983018006	0	0	0	0	32767.93353
ZK896.1	0.388946558	0.501748774	0.47127578	0.110165285	0.342623111	0.148821398	2.263877892
H13N06.2	3.236947177	2.07189949	1.562534456	0.891007139	1.583488913	0.767547721	2.1194597
clec-55	0.072404246	0.144107352	0.024170571	0.046142528	0.020501009	0	3.610943692
kin-23	0	0.017553893	0.011776987	0	0	0	978.0293333
F38A5.22	0.8475968	1.598197016	2.263612965	0.511735517	0.353675469	1.024147253	2.492332167
F09C6.14	0	0	0.061554388	0	0	0	2052.4796
svh-5	1.666913819	1.351649758	0.87591344	0.68853303	0.646788525	0.549221825	2.066536148
ugt-42	0.091670906	0.104259485	0.201100982	0.066766839	0.088993016	0.015032464	2.324644196
rgef-1	0.190116444	0.10510885	0.077569811	0.040386459	0.047849605	0.096991542	2.012632528
cyp-32B1	2.982508744	1.810122131	1.267996573	1.005764303	0.8634216	0.859729028	2.220892773
Y65B4BL.10	0.138292109	0	0	0	0	0	4610.403633
lron-6	0.127833042	0.069389506	0.054312695	0.044436417	0.039485977	0.026679466	2.274240623
slc-28.2	1.284484003	0.884033554	0.496923442	0.351916882	0.503057742	0.454732048	2.035143484
cutl-3	0.766397158	0.813532143	0.807332794	0.325611679	0.520806417	0.312793742	2.059383813
Y37H9A.2	0.232601407	0.315647984	0.381185428	0.053903503	0.143695145	0.194180825	2.372341797
Y47D3B.12	3.677981635	5.514661297	8.971224583	1.250102523	1.110834807	3.208631552	3.261269929
kel-8	24.48592303	21.61204551	16.19653837	7.044145221	8.990985725	6.356334147	2.782064802
F17C11.14	2.450057057	2.275647983	2.072007931	1.24911819	0.739973422	0.374983049	2.875422288
T03F7.7	1.592893407	3.062281223	1.559001834	0.830565498	0.799539346	0.872669976	2.482914729
W03B1.5	0	0.011823241	0.015864533	0	0	0	923.2591333
clec-108	0.072404246	0	0.096682284	0.046142528	0	0	3.663069102
F59D12.10	0.148170117	0	0	0	0	0	4939.670567
T24A6.20	26.92235099	33.91729224	43.0682151	16.20495803	15.51119557	18.79310208	2.057204307
irld-27	0	0	0.008776766	0	0	0	293.2255333
dct-5	26.19571689	23.12455338	9.477304156	8.177653837	8.320846972	8.051619205	2.395001507
D1065.7	0.106378546	0	0.21307288	0	0.120482852	0	2.65106942
F35E8.18	0.286121606	0.711840625	0.191030858	0	0.162028663	0	7.337259481
oac-36	0	0	0.020702148	0	0	0	690.7382667
srd-66	0	0	0.014248701	0	0	0	475.6233667
glct-1	0.024347202	0.024229317	0.01625556	0	0	0	2161.0693
sem-2	9.424351163	9.208815593	4.935749972	2.371953787	2.977860122	2.46933282	3.014256868
21ur-4573	0	0.983018006	0.659511296	0	0	0	54751.31007
M153.2	4.956220481	3.657940642	2.252971051	1.670480136	1.177267084	1.314210745	2.611062453
R12H7.4	0.016823858	0.033484798	0	0	0.019054466	0	2.638011255
21ur-8049	0	0.983018006	0	0	0	0	32767.93353
clec-193	0.101189348	0	0	0	0	0.038717762	2.612679277
Y46B2A.4	10.03733053	7.879999178	7.669478138	4.477685772	3.473598357	2.432349725	2.464147735
F32B4.5	6.414000552	6.943398677	6.580191892	1.674911118	1.984423446	1.005610651	4.273917528
R03A10.10	0.658533855	0	0.109918549	0	0	0	25615.41347
sqrd-1	2.955231199	3.623975388	4.175288427	1.312262952	1.662729802	1.26935898	2.533836894
T07H3.8	0.691460547	0.516084453	0.346243431	0.110165285	0.195784635	0.297642795	2.574233241
Y6E2A.7	0	0.039097307	0	0	0	0	1303.910233
ttr-52	0.203370749	0.354175605	0.135781737	0.129606217	0.057583716	0	3.703677025
W03G1.8	0.021744042	0.064916283	0.043552633	0	0.049253996	0	2.642630364
cpx-2	1.021475808	1.407503054	3.409973179	0.200300518	0.355972063	0.631363505	4.916448826
srz-79	0.021608142	0	0	0	0	0	720.9380667
Y26G10.1	0.019812623	0.039433387	0.01322802	0	0	0.022742525	3.183918744
C33C12.4	9.73329815	7.494729639	7.468860412	3.704921682	3.741107668	2.12331166	2.580834791
F32B5.7	3.653688493	3.754167841	2.561378086	1.292295548	1.469031341	0.796859619	2.801773993
T23F2.3	171.0768768	285.4480907	381.7433317	132.1983418	130.4330738	115.0885475	2.219285135
B0310.2	3.722322458	5.034970275	3.498626998	1.54308169	1.678154011	0.995599594	2.906425998
ins-22	1.893284832	1.064936173	2.363248811	0.209838638	0.186461557	0.283469329	7.828344208
T01C3.12	1.392202444	1.246915457	0.464756283	0.177447439	0	0.799041061	3.178575476
srh-60	0	0	0.013699048	0	0	0	457.3016
Y57G11B.5	39.89666167	57.11943565	91.82089795	14.31173789	15.69742292	55.91118939	2.197814544
Y34F4.1	17.40739839	16.55319831	22.43721997	9.244639289	7.557560722	7.382096367	2.332001551
tag-275	0.950210054	1.047444133	0.527051311	0.260856488	0.629159925	0.285267232	2.148166963
ceh-53	0.677902497	0.47223414	0.339454344	0.129606217	0.230334864	0.07781511	3.402786783
srx-118	0.084068152	0.104576384	0.084192931	0	0.023803603	0.072375148	2.836479985
srbc-1	0	0.029157314	0	0	0	0	972.5771333
his-47	0.054020355	0	0.072134048	0	0	0	4205.4801
Y67D8B.1	0.017729758	0.017643913	0.011837382	0	0	0.020351644	2.317488613
F59A1.16	0	0.069506324	0.046632112	0	0	0	3871.614533
F10G2.10	0.039815387	0	0.026582989	0	0	0	2213.612533
Y69A2AR.51	0	0.275245042	0.553989489	0.352528912	0	0	2.352140378
ced-11	0.092584569	0.063040619	0.06181466	0.037265213	0.027594734	0.033560851	2.209287594
C35B1.7	5.531684378	6.557308347	5.322644108	2.07369948	2.57975048	2.334453296	2.491682583
nspf-3	0	0	0.209844503	0	0	0	6995.483433
nhr-199	0.323589911	0.118640104	0.10233796	0.021707445	0.019289127	0.039099218	6.798958784
C23G10.10	0	0.094262001	0.063240809	0.06036454	0	0	2.608495651
C39E6.2	0.04294786	0.042739913	0	0	0	0	2856.592433
C41G7.7	0.088084146	0.131486485	0.205834736	0.056135177	0.099762871	0.05055504	2.060542524
linc-78	0	0.165147025	0	0	0	0	5505.5675
C44C11.t1	0.292166428	0	0	0	0	0	9739.5476
2RSSE.6	1.077600853	0	0.539600151	0.686744633	0	0	2.354825695
21ur-8107	0.987800782	0	0	0	0	0	32927.3594
srh-33	0.020640613	0.04108135	0	0	0	0.023692959	2.60330071
Y69A2AR.25	0.081829651	0.203583611	0.532682201	0.026074624	0.046339558	0.305274662	2.166056732
K09D9.9	0	0.02520559	0.016910546	0	0	0	1404.204533
pqn-98	0	0.172028151	0.519365146	0	0.048946159	0.099214265	4.666270625
otpl-6	0.035642296	0	0.039661332	0	0	0	2510.454267
R07E5.16	0.203370749	0	0	0	0	0	6779.691633
galt-1	0.389555238	0.500739219	0.184229681	0.041376633	0.110301203	0.037263574	5.687075893
oac-30	2.251515054	1.560996186	0.997409059	0.61202936	0.930581288	0.244973494	2.690737843
